,2020-08-03_2020-12-19,2020-08-10_2020-12-19,2020-08-17_2020-12-19,2020-08-24_2020-12-19,2020-08-31_2020-12-19,2020-09-07_2020-12-19,2020-09-14_2020-12-19,2020-09-21_2020-12-19,2020-09-28_2020-12-19,2020-10-05_2020-12-19,2020-10-12_2020-12-19,2020-10-19_2020-12-19,2020-10-26_2020-12-19,2020-11-02_2020-12-19,2020-11-09_2020-12-19,2020-11-16_2020-12-19,2020-11-23_2020-12-19,2020-11-30_2020-12-19,2020-12-07_2020-12-19,2020-12-14_2020-12-19
num_states_with_projections-JHUAPL-Bucky,,,,,,,,,,,51,,51,51,51,51,51,51,51,51
num_states_with_projections-JHU_CSSE-DECOM,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-JHU_IDD-CovidSP,,,,,,,,,,,,,,,51,51,51,51,51,51
num_states_with_projections-Karlen-pypm,,,,,,,,,,,,,,,,51,51,51,51,51
num_states_with_projections-LANL-GrowthRate,,,,,,,,,,,,,,,51,51,51,51,51,51
num_states_with_projections-LNQ-ens1,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-MIT_CritData-GBCF,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-MOBS-GLEAM_COVID,,,,,,,,,,,,,,,,,50,50,50,50
num_states_with_projections-MSRA-DeepST,,,,,,,,,,,,,,,,,50,50,50,
num_states_with_projections-Microsoft-DeepSTIA,,,,,,,,,,,,,,,,,,,50,50
num_states_with_projections-NotreDame-FRED,,,,,,,,,,,,,,,7,7,7,,7,7
num_states_with_projections-NotreDame-mobility,,,,,,,,,,,,,,,51,51,51,51,51,51
num_states_with_projections-OliverWyman-Navigator,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-PSI-DRAFT,,,,,,,,,,,,,,,51,51,51,51,51,51
num_states_with_projections-QJHong-Encounter,,,,,,,,,,,,,0,0,0,0,0,0,0,0
num_states_with_projections-RPI_UW-Mob_Collision,,,,,,,,,,,,,,,,,30,30,31,31
num_states_with_projections-RobertWalraven-ESG,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-STH-3PU,1,1,1,1,1,1,1,1,,1,2,2,2,2,,,,,,
num_states_with_projections-SteveMcConnell-CovidComplete,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-TTU-squider,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-UA-EpiCovDA,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-UCLA-SuEIR,,,,,,,51,51,51,51,51,51,51,51,51,51,51,51,51,51
num_states_with_projections-UCM_MESALab-FoGSEIR,,,,,,,,,,,,,,,,1,1,1,1,1
num_states_with_projections-UCSB-ACTS,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-UCSD_NEU-DeepGLEAM,,,,,,,,,,,,,,,,,50,50,50,50
num_states_with_projections-UChicagoCHATTOPADHYAY-UnIT,,,,,,,,,,,,,,,,,,,51,51
num_states_with_projections-UMass-MechBayes,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-UMich-RidgeTfReg,,,,,,,,,,,,,,,,,50,6,6,6
num_states_with_projections-USACE-ERDC_SEIR,,,,,,,,,,,,,51,,,51,51,51,,
num_states_with_projections-USC-SI_kJalpha,,,,,,,,,,,,,51,51,51,,51,51,51,51
num_states_with_projections-UT-Mobility,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-Wadhwani_AI-BayesOpt,,,,,,,,,,,,,,,,,,,45,45
num_states_with_projections-WalmartLabsML-LogForecasting,,,,,,,,,,,,,51,51,51,51,51,51,51,51
num_states_with_projections-epiforecasts-ensemble1,,,,,,,,,,,,,,,,,47,50,50,51
num_states_beat_baseline-BPagano-RtDriven,,,,,,,,,,23,32,34,32,28,32,40,27,43,22,25
num_states_beat_baseline-CEID-Walk,,,,,,,,,,,,,,,,,28,26,30,32
num_states_beat_baseline-CMU-TimeSeries,,,,,,,,,,,,,,,,,38,42,30,32
num_states_beat_baseline-COVIDhub-ensemble,,,,,,,,,,,,,,,,,44,49,33,38
num_states_beat_baseline-CU-select,,,,,,,,,,,,,,,,,34,23,16,26
num_states_beat_baseline-Caltech-CS156,,,,,,,,,,,,,,,,,36,44,32,39
num_states_beat_baseline-Columbia_UNC-SurvCon,,,,,,,,,,,,,33,27,26,23,25,30,1,31
num_states_beat_baseline-Covid19Sim-Simulator,31,,7,11,23,26,24,20,18,35,34,35,42,42,41,,32,33,8,3
num_states_beat_baseline-CovidAnalytics-DELPHI,,,,,,,,,,,,,,,23,19,34,33,19,20
num_states_beat_baseline-DDS-NBDS,,,,,,,,,,,,,,,,,24,18,28,23
num_states_beat_baseline-GT-DeepCOVID,,,,,,,,,,,,,,,,,28,41,29,31
num_states_beat_baseline-Geneva-DetGrowth,,,,,,,,,,,,,,,,,,,,25
num_states_beat_baseline-Google_Harvard-CPF,,,,,,,,,,,,,,,,,39,44,22,30
num_states_beat_baseline-IBF-TimeSeries,,,,,,,,,,,,,,,,,,,,
num_states_beat_baseline-IHME-CurveFit,25,30,,29,30,31,,32,36,,,40,39,,,,32,,16,8
num_states_beat_baseline-IowaStateLW-STEM,11,,12,17,23,20,32,26,10,10,13,10,13,18,26,31,37,36,19,22
num_states_beat_baseline-JCB-PRM,,,,,,,,,,,,,40,38,41,44,35,43,32,35
num_states_beat_baseline-JHUAPL-Bucky,,,,,,,,,,,35,,42,35,33,29,30,37,28,19
num_states_beat_baseline-JHU_CSSE-DECOM,,,,,,,,,,,,,,,,,34,45,30,27
num_states_beat_baseline-JHU_IDD-CovidSP,,,,,,,,,,,,,,,14,38,29,29,15,14
num_states_beat_baseline-Karlen-pypm,,,,,,,,,,,,,,,,35,33,45,35,35
num_states_beat_baseline-LANL-GrowthRate,,,,,,,,,,,,,,,36,32,28,31,28,35
num_states_beat_baseline-LNQ-ens1,,,,,,,,,,,,,,,,,39,29,30,36
num_states_beat_baseline-MIT_CritData-GBCF,,,,,,,,,,,,,,,,,35,41,28,29
num_states_beat_baseline-MOBS-GLEAM_COVID,,,,,,,,,,,,,,,,,29,42,26,28
num_states_beat_baseline-MSRA-DeepST,,,,,,,,,,,,,,,,,41,44,32,
num_states_beat_baseline-Microsoft-DeepSTIA,,,,,,,,,,,,,,,,,,,32,23
num_states_beat_baseline-NotreDame-FRED,,,,,,,,,,,,,,,5,3,2,,1,2
num_states_beat_baseline-NotreDame-mobility,,,,,,,,,,,,,,,19,17,14,26,11,14
num_states_beat_baseline-OliverWyman-Navigator,,,,,,,,,,,,,,,,,38,44,31,27
num_states_beat_baseline-PSI-DRAFT,,,,,,,,,,,,,,,22,24,15,26,16,25
num_states_beat_baseline-QJHong-Encounter,,,,,,,,,,,,,,,,,,,,
num_states_beat_baseline-RPI_UW-Mob_Collision,,,,,,,,,,,,,,,,,6,23,12,13
num_states_beat_baseline-RobertWalraven-ESG,,,,,,,,,,,,,,,,,22,18,19,31
num_states_beat_baseline-STH-3PU,1,1,1,1,1,1,1,1,,1,0,0,0,0,,,,,,
num_states_beat_baseline-SteveMcConnell-CovidComplete,,,,,,,,,,,,,,,,,33,36,27,32
num_states_beat_baseline-TTU-squider,,,,,,,,,,,,,,,,,23,26,18,12
num_states_beat_baseline-UA-EpiCovDA,,,,,,,,,,,,,,,,,33,32,21,25
num_states_beat_baseline-UCLA-SuEIR,,,,,,,8,14,13,8,13,13,8,6,11,9,29,18,30,29
num_states_beat_baseline-UCM_MESALab-FoGSEIR,,,,,,,,,,,,,,,,1,0,0,1,1
num_states_beat_baseline-UCSB-ACTS,,,,,,,,,,,,,,,,,28,37,17,23
num_states_beat_baseline-UCSD_NEU-DeepGLEAM,,,,,,,,,,,,,,,,,29,45,30,25
num_states_beat_baseline-UChicagoCHATTOPADHYAY-UnIT,,,,,,,,,,,,,,,,,,,28,35
num_states_beat_baseline-UMass-MechBayes,,,,,,,,,,,,,,,,,34,37,28,31
num_states_beat_baseline-UMich-RidgeTfReg,,,,,,,,,,,,,,,,,15,2,3,2
num_states_beat_baseline-USACE-ERDC_SEIR,,,,,,,,,,,,,37,,,28,15,22,,
num_states_beat_baseline-USC-SI_kJalpha,,,,,,,,,,,,,38,35,42,,33,43,22,33
num_states_beat_baseline-UT-Mobility,,,,,,,,,,,,,,,,,17,22,16,24
num_states_beat_baseline-Wadhwani_AI-BayesOpt,,,,,,,,,,,,,,,,,,,12,18
num_states_beat_baseline-WalmartLabsML-LogForecasting,,,,,,,,,,,,,5,1,3,2,0,1,2,8
num_states_beat_baseline-epiforecasts-ensemble1,,,,,,,,,,,,,,,,,29,34,28,25
perc_beat_baseline-BPagano-RtDriven,,,,,,,,,,0.4509803922,0.6274509804,0.6666666667,0.6274509804,0.5490196078,0.6274509804,0.7843137255,0.5294117647,0.8431372549,0.431372549,0.4901960784
perc_beat_baseline-CEID-Walk,,,,,,,,,,,,,,,,,0.5490196078,0.5098039216,0.5882352941,0.6274509804
perc_beat_baseline-CMU-TimeSeries,,,,,,,,,,,,,,,,,0.7450980392,0.8235294118,0.5882352941,0.6274509804
perc_beat_baseline-COVIDhub-ensemble,,,,,,,,,,,,,,,,,0.862745098,0.9607843137,0.6470588235,0.7450980392
perc_beat_baseline-CU-select,,,,,,,,,,,,,,,,,0.6666666667,0.4509803922,0.3137254902,0.5098039216
perc_beat_baseline-Caltech-CS156,,,,,,,,,,,,,,,,,0.7058823529,0.862745098,0.6274509804,0.7647058824
perc_beat_baseline-Columbia_UNC-SurvCon,,,,,,,,,,,,,0.6470588235,0.54,0.5098039216,0.46,0.4901960784,0.5882352941,0.01960784314,0.6078431373
perc_beat_baseline-Covid19Sim-Simulator,0.6078431373,,0.4117647059,0.2156862745,0.4509803922,0.5098039216,0.4705882353,0.3921568627,0.3529411765,0.6862745098,0.6666666667,0.6862745098,0.8235294118,0.8235294118,0.8039215686,,0.6274509804,0.6470588235,0.1568627451,0.05882352941
perc_beat_baseline-CovidAnalytics-DELPHI,,,,,,,,,,,,,,,0.4509803922,0.3725490196,0.6666666667,0.6470588235,0.3725490196,0.3921568627
perc_beat_baseline-DDS-NBDS,,,,,,,,,,,,,,,,,0.4705882353,0.3529411765,0.5490196078,0.4509803922
perc_beat_baseline-GT-DeepCOVID,,,,,,,,,,,,,,,,,0.5833333333,0.8367346939,0.58,0.62
perc_beat_baseline-Geneva-DetGrowth,,,,,,,,,,,,,,,,,,,,0.4901960784
perc_beat_baseline-Google_Harvard-CPF,,,,,,,,,,,,,,,,,0.7647058824,0.862745098,0.431372549,0.5882352941
perc_beat_baseline-IBF-TimeSeries,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-IHME-CurveFit,0.4901960784,0.5882352941,,0.568627451,0.5882352941,0.6078431373,,0.6274509804,0.7058823529,,,0.7843137255,0.7647058824,,,,0.6274509804,,0.3137254902,0.1568627451
perc_beat_baseline-IowaStateLW-STEM,0.2244897959,,0.2448979592,0.3469387755,0.4693877551,0.4081632653,0.6530612245,0.5306122449,0.2040816327,0.2040816327,0.2653061224,0.2040816327,0.2653061224,0.3673469388,0.5306122449,0.6326530612,0.7551020408,0.7346938776,0.387755102,0.4489795918
perc_beat_baseline-JCB-PRM,,,,,,,,,,,,,0.7843137255,0.7450980392,0.8039215686,0.862745098,0.6862745098,0.8431372549,0.6274509804,0.6862745098
perc_beat_baseline-JHUAPL-Bucky,,,,,,,,,,,0.6862745098,,0.8235294118,0.6862745098,0.6470588235,0.568627451,0.5882352941,0.7254901961,0.5490196078,0.3725490196
perc_beat_baseline-JHU_CSSE-DECOM,,,,,,,,,,,,,,,,,0.6666666667,0.8823529412,0.5882352941,0.5294117647
perc_beat_baseline-JHU_IDD-CovidSP,,,,,,,,,,,,,,,0.2745098039,0.7450980392,0.568627451,0.568627451,0.2941176471,0.2745098039
perc_beat_baseline-Karlen-pypm,,,,,,,,,,,,,,,,0.6862745098,0.6470588235,0.8823529412,0.6862745098,0.6862745098
perc_beat_baseline-LANL-GrowthRate,,,,,,,,,,,,,,,0.7058823529,0.6274509804,0.5490196078,0.6078431373,0.5490196078,0.6862745098
perc_beat_baseline-LNQ-ens1,,,,,,,,,,,,,,,,,0.7647058824,0.568627451,0.5882352941,0.7058823529
perc_beat_baseline-MIT_CritData-GBCF,,,,,,,,,,,,,,,,,0.6862745098,0.8039215686,0.5490196078,0.568627451
perc_beat_baseline-MOBS-GLEAM_COVID,,,,,,,,,,,,,,,,,0.58,0.84,0.52,0.56
perc_beat_baseline-MSRA-DeepST,,,,,,,,,,,,,,,,,0.82,0.88,0.64,
perc_beat_baseline-Microsoft-DeepSTIA,,,,,,,,,,,,,,,,,,,0.64,0.46
perc_beat_baseline-NotreDame-FRED,,,,,,,,,,,,,,,0.7142857143,0.4285714286,0.2857142857,,0.1428571429,0.2857142857
perc_beat_baseline-NotreDame-mobility,,,,,,,,,,,,,,,0.3725490196,0.3333333333,0.2745098039,0.5098039216,0.2156862745,0.2745098039
perc_beat_baseline-OliverWyman-Navigator,,,,,,,,,,,,,,,,,0.7450980392,0.862745098,0.6078431373,0.5294117647
perc_beat_baseline-PSI-DRAFT,,,,,,,,,,,,,,,0.431372549,0.4705882353,0.2941176471,0.5098039216,0.3137254902,0.4901960784
perc_beat_baseline-QJHong-Encounter,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-RPI_UW-Mob_Collision,,,,,,,,,,,,,,,,,0.2,0.7666666667,0.3870967742,0.4193548387
perc_beat_baseline-RobertWalraven-ESG,,,,,,,,,,,,,,,,,0.431372549,0.3529411765,0.3725490196,0.6078431373
perc_beat_baseline-STH-3PU,1,1,1,1,1,1,1,1,,1,0,0,0,0,,,,,,
perc_beat_baseline-SteveMcConnell-CovidComplete,,,,,,,,,,,,,,,,,0.6470588235,0.7058823529,0.5294117647,0.6274509804
perc_beat_baseline-TTU-squider,,,,,,,,,,,,,,,,,0.4509803922,0.5098039216,0.3529411765,0.2352941176
perc_beat_baseline-UA-EpiCovDA,,,,,,,,,,,,,,,,,0.6470588235,0.6274509804,0.4117647059,0.4901960784
perc_beat_baseline-UCLA-SuEIR,,,,,,,0.1568627451,0.2745098039,0.2549019608,0.1568627451,0.2549019608,0.2549019608,0.1568627451,0.1176470588,0.2156862745,0.1764705882,0.568627451,0.3529411765,0.5882352941,0.568627451
perc_beat_baseline-UCM_MESALab-FoGSEIR,,,,,,,,,,,,,,,,1,0,0,1,1
perc_beat_baseline-UCSB-ACTS,,,,,,,,,,,,,,,,,0.5490196078,0.7254901961,0.3333333333,0.4509803922
perc_beat_baseline-UCSD_NEU-DeepGLEAM,,,,,,,,,,,,,,,,,0.58,0.9,0.6,0.5
perc_beat_baseline-UChicagoCHATTOPADHYAY-UnIT,,,,,,,,,,,,,,,,,,,0.5490196078,0.6862745098
perc_beat_baseline-UMass-MechBayes,,,,,,,,,,,,,,,,,0.6666666667,0.7254901961,0.5490196078,0.6078431373
perc_beat_baseline-UMich-RidgeTfReg,,,,,,,,,,,,,,,,,0.3,0.3333333333,0.5,0.3333333333
perc_beat_baseline-USACE-ERDC_SEIR,,,,,,,,,,,,,0.7254901961,,,0.5490196078,0.2941176471,0.431372549,,
perc_beat_baseline-USC-SI_kJalpha,,,,,,,,,,,,,0.7450980392,0.6862745098,0.8235294118,,0.6470588235,0.8431372549,0.431372549,0.6470588235
perc_beat_baseline-UT-Mobility,,,,,,,,,,,,,,,,,0.3333333333,0.431372549,0.3137254902,0.4705882353
perc_beat_baseline-Wadhwani_AI-BayesOpt,,,,,,,,,,,,,,,,,,,0.2666666667,0.4
perc_beat_baseline-WalmartLabsML-LogForecasting,,,,,,,,,,,,,0.09803921569,0.01960784314,0.05882352941,0.03921568627,0,0.01960784314,0.03921568627,0.1568627451
perc_beat_baseline-epiforecasts-ensemble1,,,,,,,,,,,,,,,,,0.6170212766,0.68,0.56,0.4901960784
mean_abs_error-BPagano-RtDriven,,,,,,,,,,1163.517647,1018.270588,919.0294118,787.4784314,723.2568627,566.5705882,479.9431373,364.4411765,221.5313725,147.4529412,69.74117647
mean_abs_error-Baseline,1973.503922,1866.64902,1803.447059,1586.641176,1387.219608,1305.956863,1263.001961,1216.580392,1173.743137,1167.884314,1166.284314,1152.376471,1011.047059,964.4764706,845.4411765,704.9215686,433.2058824,448.4254902,169.5137255,85.08627451
mean_abs_error-CEID-Walk,,,,,,,,,,,,,,,,,447.0882353,433.0745098,158.6039216,72.64117647
mean_abs_error-CMU-TimeSeries,,,,,,,,,,,,,,,,,243.7254902,303.7058824,143.6666667,71.47058824
mean_abs_error-COVIDhub-baseline,,,,,,,,,,,,,963.9862745,950.7882353,830.054902,704.0137255,443.8588235,434.0901961,164.0764706,72.94117647
mean_abs_error-COVIDhub-ensemble,,,,,,,,,,,,,,,,,256.8431373,303.4313725,151.745098,56.58823529
mean_abs_error-CU-select,,,,,,,,,,,,,,,,,319.2156863,406.9607843,205.7058824,75.94117647
mean_abs_error-Caltech-CS156,,,,,,,,,,,,,,,,,282.0372549,313.0176471,150.3803922,61.83137255
mean_abs_error-Columbia_UNC-SurvCon,,,,,,,,,,,,,1637.392157,,1035.921569,,554.1960784,362.9215686,533.2941176,57.2745098
mean_abs_error-Covid19Sim-Simulator,1385.243137,,,2022.870588,1483.382353,1444.876471,1518.854902,1509.707843,1338.201961,1028.758824,1024.427451,1126.433333,780.2823529,613.5196078,483.3686275,,452.7117647,308.4823529,337.9294118,314.2901961
mean_abs_error-CovidAnalytics-DELPHI,,,,,,,,,,,,,,,979.9803922,793.4901961,460.8823529,341.5490196,228.7647059,114.0196078
mean_abs_error-DDS-NBDS,,,,,,,,,,,,,,,,,470.8470588,497.8196078,173.8117647,106.9254902
mean_abs_error-GT-DeepCOVID,,,,,,,,,,,,,,,,,,,,
mean_abs_error-Geneva-DetGrowth,,,,,,,,,,,,,,,,,,,,72.15490196
mean_abs_error-Google_Harvard-CPF,,,,,,,,,,,,,,,,,245.8313725,227.554902,219.0509804,81.37058824
mean_abs_error-IBF-TimeSeries,,,,,,,,,,,,,,,,,,,,
mean_abs_error-IHME-CurveFit,1329.890196,1571.062745,,1660.972549,1473.045098,1491.401961,,1305.352941,1285.188235,,,757.9627451,729.9784314,,,,369.7803922,,210.8803922,225.0901961
mean_abs_error-IowaStateLW-STEM,,,,,,,,,,,,,,,,,,,,
mean_abs_error-JCB-PRM,,,,,,,,,,,,,808.3392157,763.7078431,628.5960784,384.8862745,304.2862745,241.6098039,140.5411765,58.75686275
mean_abs_error-JHUAPL-Bucky,,,,,,,,,,,1198.941176,,718.4058824,736.3607843,589.9235294,590.6313725,472.1784314,287.4294118,177.0392157,111.5470588
mean_abs_error-JHU_CSSE-DECOM,,,,,,,,,,,,,,,,,322.254902,280.1568627,160.8627451,61.1372549
mean_abs_error-JHU_IDD-CovidSP,,,,,,,,,,,,,,,1075.478431,423.2980392,364.6137255,387.7882353,294.6019608,169.9333333
mean_abs_error-Karlen-pypm,,,,,,,,,,,,,,,,465.327451,268.9470588,208.4352941,122.2823529,58.13137255
mean_abs_error-LANL-GrowthRate,,,,,,,,,,,,,,,617.754902,484.1568627,384.1764706,396.0490196,135.5784314,56.99019608
mean_abs_error-LNQ-ens1,,,,,,,,,,,,,,,,,218.545098,392.854902,130.827451,51.3
mean_abs_error-MIT_CritData-GBCF,,,,,,,,,,,,,,,,,357.7058824,219.6666667,153.5882353,62.23529412
mean_abs_error-MOBS-GLEAM_COVID,,,,,,,,,,,,,,,,,,,,
mean_abs_error-MSRA-DeepST,,,,,,,,,,,,,,,,,,,,
mean_abs_error-Microsoft-DeepSTIA,,,,,,,,,,,,,,,,,,,,
mean_abs_error-NotreDame-FRED,,,,,,,,,,,,,,,,,,,,
mean_abs_error-NotreDame-mobility,,,,,,,,,,,,,,,959.6313725,708.2137255,606.4745098,469.6803922,316.8215686,197.5803922
mean_abs_error-OliverWyman-Navigator,,,,,,,,,,,,,,,,,290.1254902,256.527451,169.8352941,73.8372549
mean_abs_error-PSI-DRAFT,,,,,,,,,,,,,,,906.9117647,862.6862745,637.5294118,511.8921569,273.2352941,94.35294118
mean_abs_error-QJHong-Encounter,,,,,,,,,,,,,,,,,,,,
mean_abs_error-RPI_UW-Mob_Collision,,,,,,,,,,,,,,,,,,,,
mean_abs_error-RobertWalraven-ESG,,,,,,,,,,,,,,,,,503.7313725,578.354902,278.1705882,68.74901961
mean_abs_error-STH-3PU,,,,,,,,,,,,,,,,,,,,
mean_abs_error-SteveMcConnell-CovidComplete,,,,,,,,,,,,,,,,,313.7058824,235.5490196,167.8627451,78.1372549
mean_abs_error-TTU-squider,,,,,,,,,,,,,,,,,657.4313725,486.9117647,343.7568627,293.6137255
mean_abs_error-UA-EpiCovDA,,,,,,,,,,,,,,,,,354.8039216,440.8235294,208.7843137,81.94117647
mean_abs_error-UCLA-SuEIR,,,,,,,1573.523529,1489.311765,1432.172549,1433.701961,1390.521569,1371.298039,1271.019608,1147.360784,984.0843137,902.5254902,416.8411765,476.0098039,157.572549,83.88627451
mean_abs_error-UCM_MESALab-FoGSEIR,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UCSB-ACTS,,,,,,,,,,,,,,,,,462.6117647,271.4666667,213.0666667,92.46666667
mean_abs_error-UCSD_NEU-DeepGLEAM,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicagoCHATTOPADHYAY-UnIT,,,,,,,,,,,,,,,,,,,149.3392157,56.2745098
mean_abs_error-UMass-MechBayes,,,,,,,,,,,,,,,,,254.8823529,328.4901961,150.9019608,71.33333333
mean_abs_error-UMich-RidgeTfReg,,,,,,,,,,,,,,,,,,,,
mean_abs_error-USACE-ERDC_SEIR,,,,,,,,,,,,,650.9372549,,,1350.952941,1217.882353,1007.829412,,
mean_abs_error-USC-SI_kJalpha,,,,,,,,,,,,,821.1960784,677,544.0784314,,254.9803922,238.6666667,165.627451,54.84313725
mean_abs_error-UT-Mobility,,,,,,,,,,,,,,,,,497.6862745,406.5784314,205.1078431,83.32352941
mean_abs_error-Wadhwani_AI-BayesOpt,,,,,,,,,,,,,,,,,,,,
mean_abs_error-WalmartLabsML-LogForecasting,,,,,,,,,,,,,1494,1398.260784,1280.827451,1148.219608,955.3607843,804.4352941,548.254902,276.0764706
mean_abs_error-epiforecasts-ensemble1,,,,,,,,,,,,,,,,,,,,131.1196078
