,count,mean,median,std,min,25%,75%,max
OliverWyman-Navigator,2994,204.4,67.0,604.0,0.0,24.0,174.0,17820.0
LNQ-ens1,3141,228.5,65.8,699.4,0.0,22.0,177.4,16054.6
CU-select,3080,230.1,78.0,655.0,0.0,33.0,192.0,20758.0
COVIDhub-baseline,3141,235.1,63.0,787.1,0.0,22.0,173.0,26586.0
CEID-Walk,3141,235.6,63.8,791.9,0.0,22.0,173.2,26998.3
COVIDhub-ensemble,3141,264.5,71.0,873.3,0.0,26.0,202.0,28262.0
USC-SI_kJalpha,3112,268.0,75.0,887.5,0.0,27.0,206.0,26773.0
IowaStateLW-STEM,3103,297.9,74.0,1053.6,0.0,24.3,218.0,37274.0
JHUAPL-Bucky,3141,302.8,77.0,1033.4,0.0,27.2,227.4,36781.6
Google_Harvard-CPF,3140,305.6,81.3,1182.9,0.0,26.3,214.9,41565.3
LANL-GrowthRate,2951,326.2,109.0,949.5,0.0,45.6,274.4,29000.0
JHU_IDD-CovidSP,3139,329.0,100.7,1192.2,0.0,39.6,270.3,42489.6
UVA-Ensemble,2771,376.9,104.0,1231.8,0.0,37.0,302.6,45375.9
MITCovAlliance-SIR,2644,399.1,116.5,1212.8,0.2,43.8,317.9,30686.2
