,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,924622.8,6618.0,20141864.4,0.0,809.1,56182.5,1051294701.8
CU-select,3081,1026695.0,11881.0,19628872.7,0.0,2304.0,72900.0,1038708441.0
CEID-Walk,3141,1227538.8,7196.8,27889152.1,0.0,878.3,59988.3,1457136778.8
COVIDhub-baseline,3141,1233653.8,6889.0,28490683.3,0.0,961.0,60516.0,1499083524.0
USC-SI_kJalpha,3109,1551396.5,11664.0,32793280.9,0.0,1600.0,88209.0,1664803204.0
COVIDhub-ensemble,3141,1573936.8,8649.0,35260237.2,0.0,1225.0,75625.0,1862699281.0
LANL-GrowthRate,2951,1677362.2,20653.7,34052139.0,0.0,3922.7,134377.9,1779695669.7
JHUAPL-Bucky,3141,1774302.4,8548.6,38554124.9,0.0,997.3,78192.7,2026803100.7
UVA-Ensemble,2733,1921466.5,15149.2,37028209.4,0.0,1915.9,151252.6,1939926409.9
IowaStateLW-STEM,3103,1951734.6,9604.0,41910842.2,0.0,1089.0,78400.0,2160669289.0
JHU_IDD-CovidSP,3139,2299769.3,17189.8,55454217.5,0.0,2701.2,110478.7,2867730664.4
Google_Harvard-CPF,3140,3290863.6,9159.5,70303571.7,0.0,1494.8,66333.4,3461399107.7
MITCovAlliance-SIR,2582,3573084.0,19886.6,67817282.0,0.0,3055.8,151440.5,3244064535.8
