,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,3445.4,1501.3,7505.4,16.8,458.1,2942.7,43837.6
DDS-NBDS,51,3561.9,1019.9,7275.2,13.5,330.4,3347.5,39282.7
LANL-GrowthRate,51,3700.7,1477.5,7339.7,25.5,569.5,3642.2,41510.0
Karlen-pypm,51,3710.3,1245.3,7009.1,8.2,588.3,3973.1,37862.3
Geneva-DetGrowth,51,3731.0,1660.8,7229.4,9.6,509.9,3897.0,41962.0
MSRA-DeepST,47,4040.3,1085.2,7757.3,34.4,337.1,4927.4,44139.7
OliverWyman-Navigator,51,4367.8,1713.0,7823.8,7.0,457.0,5190.0,41923.0
CU-select,51,4478.9,1777.0,7798.1,23.0,588.0,5625.5,42389.0
UMich-RidgeTfReg,50,4488.9,1676.2,8168.9,19.0,791.9,4955.4,44868.3
USC-SI_kJalpha,51,4737.6,1687.0,7879.3,8.0,785.5,5512.5,40046.0
USC-SI_kJalpha_RF,51,4762.3,1528.8,9358.7,46.6,338.7,5392.5,54742.5
JCB-PRM,51,4928.7,1604.5,8197.2,60.2,405.0,6163.3,43114.3
IowaStateLW-STEM,49,4992.8,2276.0,7582.6,10.0,624.0,7029.0,39269.0
JHU_CSSE-DECOM,48,5019.7,1714.0,8122.3,7.0,646.5,7001.5,43745.0
COVIDhub-ensemble,51,5027.1,1947.0,8236.1,35.0,598.0,6988.5,44237.0
IQVIA_ACOE-STAN,49,5064.9,1916.0,8167.1,59.0,656.8,6426.0,41848.0
CEID-Walk,51,5078.8,1920.7,8385.0,34.0,717.1,7187.7,44660.5
COVIDhub-baseline,51,5088.6,1840.0,8428.4,32.0,726.5,7063.5,44704.0
UCSB-ACTS,51,5219.2,2371.3,8277.4,13.1,793.3,5230.6,43307.6
JHU_UNC_GAS-StatMechPool,51,5305.2,2008.5,8694.8,16.5,584.2,7693.5,50104.0
RobertWalraven-ESG,51,5361.6,1695.5,8998.3,72.2,703.6,7387.3,52319.8
Google_Harvard-CPF,51,5422.7,1810.5,9604.7,10.3,472.0,5874.8,47767.1
Covid19Sim-Simulator,51,5423.8,2233.9,8301.7,124.1,826.5,7557.9,44636.4
JHUAPL-Bucky,51,5494.3,2986.8,7763.1,81.1,840.2,7514.1,37254.3
UCLA-SuEIR,51,6046.4,2860.8,9335.0,40.4,1057.4,6989.1,51395.0
BPagano-RtDriven,51,6269.9,2988.2,9215.9,77.0,1295.2,7186.1,52386.6
TTU-squider,51,8464.1,3866.4,11723.5,6.0,1290.0,11153.8,56755.4
CovidAnalytics-DELPHI,51,9289.0,5209.0,12731.3,112.0,1944.0,9992.5,70873.0
JHU_IDD-CovidSP,51,10134.7,5883.3,12536.8,12.8,2686.3,12436.7,69806.2
