,total_deaths_2020-08-23,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
STH-3PU,176895,188471.0,188615,11669.0,11720,-51.0,-0.4%
Columbia_UNC-SurvCon,176895,188463.0,188615,11661.0,11720,-59.0,-0.5%
GT-DeepCOVID,176895,188584.5,188615,11782.5,11720,62.5,0.5%
NotreDame-mobility,176895,188441.4,188615,11639.4,11720,-80.6,-0.7%
LNQ-ens1,176895,188614.3,188615,11812.3,11720,92.3,0.8%
OliverWyman-Navigator,176895,188381.9,188615,11579.9,11720,-140.1,-1.2%
USC-SI_kJalpha,176895,188674.0,188615,11872.0,11720,152.0,1.3%
COVIDhub-ensemble,176895,188713.0,188615,11911.0,11720,191.0,1.6%
IowaStateLW-STEM,176895,188713.0,188615,11911.0,11720,191.0,1.6%
UCLA-SuEIR,176895,188716.8,188615,11914.8,11720,194.8,1.7%
SteveMcConnell-CovidComplete,176895,188791.0,188615,11989.0,11720,269.0,2.3%
QJHong-Encounter,176895,188802.9,188615,12000.9,11720,280.9,2.4%
JHU_IDD-CovidSP,176895,188829.8,188615,12027.8,11720,307.8,2.6%
UA-EpiCovDA,176895,188984.0,188615,12182.0,11720,462.0,3.9%
CovidAnalytics-DELPHI,176895,189001.0,188615,12199.0,11720,479.0,4.1%
JCB-PRM,176895,189177.4,188615,12375.4,11720,655.4,5.6%
YYG-ParamSearch,176895,187848.0,188615,11046.0,11720,-674.0,-5.8%
Karlen-pypm,176895,189290.2,188615,12488.2,11720,768.2,6.6%
Baseline,176895,189337.7,188615,12535.7,11720,815.7,7.0%
UMass-MechBayes,176895,187434.0,188615,10632.0,11720,-1088.0,-9.3%
IHME-CurveFit,176895,189731.7,188615,12929.7,11720,1209.7,10.3%
PSI-DRAFT,176895,189787.0,188615,12985.0,11720,1265.0,10.8%
CU-select,176895,187143.0,188615,10341.0,11720,-1379.0,-11.8%
UMich-RidgeTfReg,176895,189974.4,188615,13172.4,11720,1452.4,12.4%
COVIDhub-baseline,176895,190096.4,188615,13294.4,11720,1574.4,13.4%
MOBS-GLEAM_COVID,176895,186907.7,188615,10105.7,11720,-1614.3,-13.8%
CEID-Walk,176895,190292.6,188615,13490.6,11720,1770.6,15.1%
DDS-NBDS,176895,190317.0,188615,13515.0,11720,1795.0,15.3%
UCM_MESALab-FoGSEIR,176895,186510.0,188615,9708.0,11720,-2012.0,-17.2%
WalmartLabsML-LogForecasting,176895,186222.0,188615,9420.0,11720,-2300.0,-19.6%
Auquan-SEIR,176895,191108.0,188615,14306.0,11720,2586.0,22.1%
UT-Mobility,176895,191161.0,188615,14359.0,11720,2639.0,22.5%
LANL-GrowthRate,176895,185616.0,188615,8814.0,11720,-2906.0,-24.8%
USACE-ERDC_SEIR,176895,191554.9,188615,14752.9,11720,3032.9,25.9%
RPI_UW-Mob_Collision,176895,191752.7,188615,14950.7,11720,3230.7,27.6%
RobertWalraven-ESG,176895,181787.3,188615,4985.3,11720,-6734.7,-57.5%
epiforecasts-ensemble1,176895,181767.0,188615,4965.0,11720,-6755.0,-57.6%
Covid19Sim-Simulator,176895,176513.7,188615,-288.3,11720,-12008.3,-102.5%
TTU-squider,176895,201810.6,188615,25008.6,11720,13288.6,113.4%
CMU-TimeSeries,176895,,188615,,11720,,
GT_CHHS-COVID19,176895,,188615,,11720,,
Google_Harvard-CPF,176895,,188615,,11720,,
NotreDame-FRED,176895,,188615,,11720,,
