,total_deaths_2020-08-09,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
CU-select,163058,188087.0,188615,25149.0,25557,-408.0,-1.6%
STH-3PU,163058,188916.0,188615,25978.0,25557,421.0,1.6%
COVIDhub-ensemble,163058,188982.0,188615,26044.0,25557,487.0,1.9%
NotreDame-mobility,163058,189001.1,188615,26063.1,25557,506.1,2.0%
GT-DeepCOVID,163058,189641.6,188615,26703.6,25557,1146.6,4.5%
IHME-CurveFit,163058,189703.4,188615,26765.4,25557,1208.4,4.7%
OliverWyman-Navigator,163058,187220.7,188615,24282.7,25557,-1274.3,-5.0%
USC-SI_kJalpha,163058,187191.0,188615,24253.0,25557,-1304.0,-5.1%
MOBS-GLEAM_COVID,163058,187036.6,188615,24098.6,25557,-1458.4,-5.7%
QJHong-Encounter,163058,190086.8,188615,27148.8,25557,1591.8,6.2%
YYG-ParamSearch,163058,190495.0,188615,27557.0,25557,2000.0,7.8%
CEID-Walk,163058,190583.4,188615,27645.4,25557,2088.4,8.2%
Baseline,163058,191376.7,188615,28438.7,25557,2881.7,11.3%
COVIDhub-baseline,163058,191478.5,188615,28540.5,25557,2983.5,11.7%
UMass-MechBayes,163058,185331.0,188615,22393.0,25557,-3164.0,-12.4%
UCLA-SuEIR,163058,185157.1,188615,22219.1,25557,-3337.9,-13.1%
JCB-PRM,163058,191886.7,188615,28948.7,25557,3391.7,13.3%
LNQ-ens1,163058,192368.8,188615,29430.8,25557,3873.8,15.2%
UA-EpiCovDA,163058,192817.0,188615,29879.0,25557,4322.0,16.9%
CovidAnalytics-DELPHI,163058,184116.0,188615,21178.0,25557,-4379.0,-17.1%
Columbia_UNC-SurvCon,163058,183979.0,188615,21041.0,25557,-4516.0,-17.7%
epiforecasts-ensemble1,163058,183752.0,188615,20814.0,25557,-4743.0,-18.6%
UCM_MESALab-FoGSEIR,163058,183687.0,188615,20749.0,25557,-4808.0,-18.8%
PSI-DRAFT,163058,193883.5,188615,30945.5,25557,5388.5,21.1%
Auquan-SEIR,163058,182886.0,188615,19948.0,25557,-5609.0,-21.9%
UMich-RidgeTfReg,163058,182327.9,188615,19389.9,25557,-6167.1,-24.1%
LANL-GrowthRate,163058,180846.0,188615,17908.0,25557,-7649.0,-29.9%
Karlen-pypm,163058,197835.0,188615,34897.0,25557,9340.0,36.5%
USACE-ERDC_SEIR,163058,197841.9,188615,34903.9,25557,9346.9,36.6%
JHU_IDD-CovidSP,163058,199154.0,188615,36216.0,25557,10659.0,41.7%
RPI_UW-Mob_Collision,163058,207107.4,188615,44169.4,25557,18612.4,72.8%
RobertWalraven-ESG,163058,217868.5,188615,54930.5,25557,29373.5,114.9%
DDS-NBDS,163058,235340.1,188615,72402.1,25557,46845.1,183.3%
CMU-TimeSeries,163058,,188615,,25557,,
GT_CHHS-COVID19,163058,,188615,,25557,,
NotreDame-FRED,163058,,188615,,25557,,
