,count,mean,median,std,min,25%,75%,max
IHME-CurveFit,51,110684.9,16593.7,244268.4,0.1,1196.7,76005.2,1195420.5
YYG-ParamSearch,51,117470.3,13567.0,428018.6,0.4,516.8,41103.8,2901132.1
Baseline,51,140649.1,6377.2,414434.9,0.0,281.8,46323.2,2274064.0
IowaStateLW-STEM,49,166834.3,6018.3,514974.2,1.0,404.0,66685.0,2762244.0
Covid19Sim-Simulator,51,167623.3,3091.8,713658.2,6.8,228.1,31558.7,4488366.7
CovidAnalytics-DELPHI,51,195999.6,4096.0,723451.7,0.0,994.5,29160.5,4494400.0
UCLA-SuEIR,51,221688.1,8045.9,936931.6,1.2,1103.0,39799.9,6127020.8
USC-SI_kJalpha,51,593622.5,8836.0,2571867.5,1.0,580.0,45378.0,16719921.0
NotreDame-mobility,51,634889.5,22122.6,2342868.1,0.6,2840.1,98439.2,12562986.2
USACE-ERDC_SEIR,51,864788.0,37597.7,2523541.8,0.0,2355.9,574758.6,16949681.7
LANL-GrowthRate,51,1115895.5,17760.0,5065777.1,0.1,1893.6,86131.2,34230804.0
MITCovAlliance-SIR,51,2229530.9,25674.6,8364936.8,2.3,1052.5,169151.7,48332979.2
PSI-DRAFT,51,11724655.3,61256.2,56006974.3,4.0,4121.0,213453.0,364103642.2
