,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3140,42250.5,225.2,448175.0,0.0,24.5,2091.5,14626157.5
COVIDhub-ensemble,3141,51194.9,361.0,626750.0,0.0,36.0,2809.0,20322064.0
FAIR-NRAR,3135,76961.0,370.5,1443449.2,0.0,41.0,2975.1,73631575.4
CU-select,3111,98679.2,484.0,1141723.0,0.0,64.0,3481.0,33120025.0
LANL-GrowthRate,3111,100903.6,484.0,1342758.0,0.0,70.6,3364.0,61795321.0
Google_Harvard-CPF,3140,140700.6,395.7,1598588.7,0.0,37.5,3430.3,42973631.5
OliverWyman-Navigator,2971,144114.2,625.0,1767609.5,0.0,64.0,6561.0,63075364.0
UVA-Ensemble,3131,168515.1,550.3,2900700.6,0.0,53.2,4837.9,101362895.2
OneQuietNight-ML,3135,218605.6,841.0,5900577.9,0.0,121.0,6084.0,315524169.0
COVIDhub-baseline,3141,296766.7,784.0,5533132.8,0.0,64.0,7744.0,274366096.0
CEID-Walk,3141,301860.5,817.9,5927865.7,0.0,65.9,7825.7,300716072.9
JHUAPL-Bucky,3141,475287.3,841.8,7004098.2,0.0,81.6,9324.5,247483620.7
IowaStateLW-STEM,3103,510651.7,1936.0,10981773.3,0.0,196.0,14400.0,573075721.0
PandemicCentral-USCounty,3095,631834.2,1745.6,11831116.8,0.0,165.0,17752.8,534262295.6
UpstateSU-GRU,2770,741138.0,2592.2,17231219.3,0.0,310.2,18286.8,880448354.5
JHU_IDD-CovidSP,3141,1166222.3,923.7,36164420.7,0.0,91.3,8793.3,1962674060.0
COVIDhub-trained_ensemble,3141,1215718.0,27889.0,15762023.7,1.0,7056.0,123904.0,727488784.0
