,predicted_cases,actual_cases,error,perc_error
LNQ-ens1,2790279.2,2461348,328931.2,13.4%
Karlen-pypm,2816556.1,2461348,355208.1,14.4%
RobertWalraven-ESG,2819727.9,2461348,358379.9,14.6%
IEM_MED-CovidProject,2845908.1,2461348,384560.1,15.6%
LANL-GrowthRate,2857264.0,2461348,395916.0,16.1%
JHUAPL-Bucky,3036776.0,2461348,575428.0,23.4%
UpstateSU-GRU,3045656.6,2461348,584308.6,23.7%
Columbia_UNC-SurvCon,3198299.0,2461348,736951.0,29.9%
MIT_ISOLAT-Mixtures,3212739.8,2461348,751391.8,30.5%
TTU-squider,3222602.1,2461348,761254.1,30.9%
JHU_IDD-CovidSP,3305949.3,2461348,844601.3,34.3%
USC-SI_kJalpha,3321902.0,2461348,860554.0,35.0%
MOBS-GLEAM_COVID,3422327.7,2461348,960979.7,39.0%
UVA-Ensemble,3435994.0,2461348,974646.0,39.6%
UCF-AEM,3475819.0,2461348,1014471.0,41.2%
COVIDhub-ensemble,3539771.0,2461348,1078423.0,43.8%
SigSci-TS,3588590.0,2461348,1127242.0,45.8%
BPagano-RtDriven,3643168.2,2461348,1181820.2,48.0%
Microsoft-DeepSTIA,3658709.3,2461348,1197361.3,48.6%
QJHong-Encounter,3691042.0,2461348,1229694.0,50.0%
FDANIHASU-Sweight,3747400.8,2461348,1286052.8,52.2%
IowaStateLW-STEM,3773001.0,2461348,1311653.0,53.3%
COVIDhub-trained_ensemble,4014249.0,2461348,1552901.0,63.1%
CovidAnalytics-DELPHI,4026219.0,2461348,1564871.0,63.6%
Covid19Sim-Simulator,4115895.5,2461348,1654547.5,67.2%
IBF-TimeSeries,4131186.0,2461348,1669838.0,67.8%
CU-select,4160740.0,2461348,1699392.0,69.0%
OneQuietNight-ML,4174538.0,2461348,1713190.0,69.6%
CEID-Walk,4205209.2,2461348,1743861.2,70.8%
COVIDhub-baseline,4232276.0,2461348,1770928.0,71.9%
UMich-RidgeTfReg,4256320.8,2461348,1794972.8,72.9%
JHU_CSSE-DECOM,4312800.0,2461348,1851452.0,75.2%
UCLA-SuEIR,4818703.2,2461348,2357355.2,95.8%
DDS-NBDS,13989571.0,2461348,11528223.0,468.4%
Google_Harvard-CPF,,2461348,,
JHU_UNC_GAS-StatMechPool,,2461348,,
