,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3140,60.7,15.0,196.4,0.0,5.0,45.7,3824.4
COVIDhub-ensemble,3141,66.9,19.0,216.2,0.0,6.0,53.0,4508.0
FAIR-NRAR,3135,74.7,19.2,267.2,0.0,6.4,54.5,8580.9
CU-select,3111,87.6,22.0,301.7,0.0,8.0,59.0,5755.0
LANL-GrowthRate,3111,91.6,22.0,304.2,0.0,8.4,58.0,7861.0
Google_Harvard-CPF,3140,94.2,19.9,363.1,0.0,6.1,58.6,6555.4
UVA-Ensemble,3131,101.6,23.5,397.8,0.0,7.3,69.6,10067.9
OneQuietNight-ML,3135,105.0,29.0,455.7,0.0,11.0,78.0,17763.0
OliverWyman-Navigator,2971,107.4,25.0,364.2,0.0,8.0,81.0,7942.0
COVIDhub-baseline,3141,131.0,28.0,528.9,0.0,8.0,88.0,16564.0
CEID-Walk,3141,133.4,28.6,533.1,0.0,8.1,88.5,17341.2
JHUAPL-Bucky,3141,170.0,29.0,668.2,0.0,9.0,96.6,15731.6
JHU_IDD-CovidSP,3141,173.0,30.4,1066.1,0.0,9.6,93.8,44302.1
IowaStateLW-STEM,3103,174.6,44.0,693.1,0.0,14.0,120.0,23939.0
PandemicCentral-USCounty,3095,192.3,41.8,771.4,0.0,12.8,133.2,23114.1
UpstateSU-GRU,2770,195.7,50.9,838.5,0.0,17.6,135.2,29672.3
COVIDhub-trained_ensemble,3141,412.7,167.0,1022.6,1.0,84.0,352.0,26972.0
