,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,51,10247.7,787.1,28052.8,0.0,61.3,5720.0,177978.4
YYG-ParamSearch,51,16615.4,762.7,51108.2,0.4,62.3,6198.6,299183.7
LANL-GrowthRate,51,31864.4,1036.1,151822.7,0.0,65.9,10077.2,1057365.7
CU-select,50,34974.4,1225.0,133371.1,0.0,121.0,11738.5,912025.0
COVIDhub-baseline,51,45446.9,625.0,166276.4,0.0,72.5,6565.0,940810.8
Baseline,51,58657.7,808.2,241543.2,0.0,65.2,4216.6,1365559.2
UMass-MechBayes,51,90886.7,3969.0,401764.2,0.0,81.0,21242.5,2775556.0
MOBS-GLEAM_COVID,50,95640.3,2475.4,263471.7,0.3,203.0,28223.9,1539199.7
IHME-CurveFit,51,102571.0,903.7,333749.0,0.3,73.3,15949.9,1928621.0
CovidAnalytics-DELPHI,51,169960.3,4624.0,736326.6,0.0,148.0,27420.5,4986289.0
UCLA-SuEIR,51,325849.9,3175.6,2017592.9,0.0,147.6,13366.1,14422125.6
IowaStateLW-STEM,49,483819.6,3249.0,3296415.4,0.0,173.0,25649.0,23561316.0
UT-Mobility,51,1145709.9,969.9,7916234.1,0.0,145.8,14507.6,56561143.4
GT-DeepCOVID,47,1397852.3,8787.0,8717491.4,2.5,1683.2,70467.0,62314055.1
