,total_deaths_2020-05-10,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
GT-DeepCOVID,83122,97274.0,100655,17748.0,17533,215.0,1.2%
UCLA-SuEIR,83122,97354.8,100655,17828.8,17533,295.8,1.7%
MOBS-GLEAM_COVID,83122,97512.8,100655,17986.8,17533,453.8,2.6%
CU-select,83122,97731.0,100655,18205.0,17533,672.0,3.8%
COVIDhub-ensemble,83122,97787.6,100655,18261.6,17533,728.6,4.2%
UT-Mobility,83122,96231.5,100655,16705.5,17533,-827.5,-4.7%
YYG-ParamSearch,83122,98365.1,100655,18839.1,17533,1306.1,7.4%
LANL-GrowthRate,83122,93996.6,100655,14470.6,17533,-3062.4,-17.5%
IHME-CurveFit,83122,101361.4,100655,21835.4,17533,4302.4,24.5%
Baseline,83122,101522.0,100655,21996.0,17533,4463.0,25.5%
CovidAnalytics-DELPHI,83122,102512.0,100655,22986.0,17533,5453.0,31.1%
COVIDhub-baseline,83122,103647.0,100655,24121.0,17533,6588.0,37.6%
NotreDame-FRED,83122,,100655,,17533,,
Quantori-Multiagents,83122,,100655,,17533,,
UChicago-CovidIL,83122,,100655,,17533,,
UChicago-CovidIL_100,83122,,100655,,17533,,
UChicago-CovidIL_40,83122,,100655,,17533,,
UChicago-CovidIL_60,83122,,100655,,17533,,
UChicago-CovidIL_80,83122,,100655,,17533,,
UMass-MechBayes,83122,,100655,,17533,,
