,total_deaths_2021-01-10,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UCM_MESALab-FoGSEIR,381069,440451.0,447084,66122.0,66015,107.0,0.2%
MOBS-GLEAM_COVID,381069,440551.7,447084,66222.7,66015,207.7,0.3%
UMass-MechBayes,381069,439200.0,447084,64871.0,66015,-1144.0,-1.7%
COVIDhub-baseline,381069,439178.5,447084,64849.5,66015,-1165.5,-1.8%
Baseline,381069,439137.6,447084,64808.6,66015,-1206.4,-1.8%
UT-Mobility,381069,438989.0,447084,64660.0,66015,-1355.0,-2.1%
CEID-Walk,381069,438816.2,447084,64487.2,66015,-1527.8,-2.3%
UCSD_NEU-DeepGLEAM,381069,442832.8,447084,68503.8,66015,2488.8,3.8%
Columbia_UNC-SurvCon,381069,437829.0,447084,63500.0,66015,-2515.0,-3.8%
SteveMcConnell-CovidComplete,381069,437628.0,447084,63299.0,66015,-2716.0,-4.1%
AIpert-pwllnod,381069,443609.2,447084,69280.2,66015,3265.2,4.9%
COVIDhub-ensemble,381069,436701.0,447084,62372.0,66015,-3643.0,-5.5%
Karlen-pypm,381069,436342.1,447084,62013.1,66015,-4001.9,-6.1%
UMich-RidgeTfReg,381069,444397.5,447084,70068.5,66015,4053.5,6.1%
GT-DeepCOVID,381069,436168.6,447084,61839.6,66015,-4175.4,-6.3%
MIT_CritData-GBCF,381069,435725.0,447084,61396.0,66015,-4619.0,-7.0%
Microsoft-DeepSTIA,381069,435696.1,447084,61367.1,66015,-4647.9,-7.0%
PSI-DRAFT,381069,434698.0,447084,60369.0,66015,-5646.0,-8.6%
TTU-squider,381069,434402.2,447084,60073.2,66015,-5941.8,-9.0%
USC-SI_kJalpha,381069,434398.0,447084,60069.0,66015,-5946.0,-9.0%
LANL-GrowthRate,381069,446480.5,447084,72151.5,66015,6136.5,9.3%
QJHong-Encounter,381069,433217.8,447084,58888.8,66015,-7126.2,-10.8%
JHU_IDD-CovidSP,381069,433152.8,447084,58823.8,66015,-7191.2,-10.9%
LNQ-ens1,381069,447908.6,447084,73579.6,66015,7564.6,11.5%
RPI_UW-Mob_Collision,381069,448295.9,447084,73966.9,66015,7951.9,12.0%
UA-EpiCovDA,381069,432355.0,447084,58026.0,66015,-7989.0,-12.1%
CovidAnalytics-DELPHI,381069,431859.0,447084,57530.0,66015,-8485.0,-12.9%
SigSci-TS,381069,430166.0,447084,55837.0,66015,-10178.0,-15.4%
IowaStateLW-STEM,381069,430139.0,447084,55810.0,66015,-10205.0,-15.5%
IBF-TimeSeries,381069,450752.0,447084,76423.0,66015,10408.0,15.8%
OliverWyman-Navigator,381069,451394.8,447084,77065.8,66015,11050.8,16.7%
BPagano-RtDriven,381069,428303.3,447084,53974.3,66015,-12040.7,-18.2%
DDS-NBDS,381069,454531.6,447084,80202.6,66015,14187.6,21.5%
epiforecasts-ensemble1,381069,425391.0,447084,51062.0,66015,-14953.0,-22.7%
UCLA-SuEIR,381069,425170.0,447084,50841.0,66015,-15174.0,-23.0%
RobertWalraven-ESG,381069,455593.5,447084,81264.5,66015,15249.5,23.1%
Caltech-CS156,381069,424417.1,447084,50088.1,66015,-15926.9,-24.1%
UpstateSU-GRU,381069,422425.7,447084,48096.7,66015,-17918.3,-27.1%
JHUAPL-Bucky,381069,420886.8,447084,46557.8,66015,-19457.2,-29.5%
Covid19Sim-Simulator,381069,414226.3,447084,39897.3,66015,-26117.7,-39.6%
CU-select,381069,412305.0,447084,37976.0,66015,-28039.0,-42.5%
WalmartLabsML-LogForecasting,381069,399787.6,447084,25458.6,66015,-40556.4,-61.4%
CMU-TimeSeries,381069,,447084,,66015,,
Google_Harvard-CPF,381069,,447084,,66015,,
JHU_CSSE-DECOM,381069,,447084,,66015,,
MITCovAlliance-SIR,381069,,447084,,66015,,
UCSB-ACTS,381069,,447084,,66015,,
