,total_deaths_2020-12-20,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IowaStateLW-STEM,322695,440776.0,447084,123108.0,124389,-1281.0,-1.0%
LANL-GrowthRate,322695,443563.5,447084,125895.5,124389,1506.5,1.2%
IBF-TimeSeries,322695,439418.0,447084,121750.0,124389,-2639.0,-2.1%
QJHong-Encounter,322695,436552.1,447084,118884.1,124389,-5504.9,-4.4%
IHME-CurveFit,322695,452812.8,447084,135144.8,124389,10755.8,8.6%
COVIDhub-baseline,322695,425696.7,447084,108028.7,124389,-16360.3,-13.2%
Baseline,322695,425293.0,447084,107625.0,124389,-16764.0,-13.5%
Covid19Sim-Simulator,322695,424885.6,447084,107217.6,124389,-17171.4,-13.8%
JHUAPL-Bucky,322695,424531.2,447084,106863.2,124389,-17525.8,-14.1%
PSI-DRAFT,322695,417442.5,447084,99774.5,124389,-24614.5,-19.8%
JHU_IDD-CovidSP,322695,468117.9,447084,150449.9,124389,26060.9,21.0%
UCLA-SuEIR,322695,415979.4,447084,98311.4,124389,-26077.6,-21.0%
CovidAnalytics-DELPHI,322695,415386.0,447084,97718.0,124389,-26671.0,-21.4%
JCB-PRM,322695,475930.2,447084,158262.2,124389,33873.2,27.2%
Columbia_UNC-SurvCon,322695,507279.0,447084,189611.0,124389,65222.0,52.4%
WalmartLabsML-LogForecasting,322695,347870.4,447084,30202.4,124389,-94186.6,-75.7%
AIpert-pwllnod,322695,545685.8,447084,228017.8,124389,103628.8,83.3%
Wadhwani_AI-BayesOpt,322695,,447084,,124389,,
