,predicted_cases,actual_cases,error,perc_error
Columbia_UNC-SurvCon,1657494.0,1781060,-123566.0,-6.9%
CU-select,1446164.0,1781060,-334896.0,-18.8%
JCB-PRM,1417974.5,1781060,-363085.5,-20.4%
UMich-RidgeTfReg,1304631.8,1781060,-476428.2,-26.7%
DDS-NBDS,1275968.1,1781060,-505091.9,-28.4%
Covid19Sim-Simulator,1261247.3,1781060,-519812.7,-29.2%
QJHong-Encounter,1244338.1,1781060,-536721.9,-30.1%
CEID-Walk,1242876.5,1781060,-538183.5,-30.2%
LNQ-ens1,1224432.9,1781060,-556627.1,-31.3%
COVIDhub-baseline,1210152.0,1781060,-570908.0,-32.1%
COVIDhub-ensemble,1186737.0,1781060,-594323.0,-33.4%
USC-SI_kJalpha,1185468.0,1781060,-595592.0,-33.4%
JHU_IDD-CovidSP,1150547.1,1781060,-630512.9,-35.4%
JHUAPL-Bucky,1108635.9,1781060,-672424.1,-37.8%
Karlen-pypm,1102467.9,1781060,-678592.1,-38.1%
IowaStateLW-STEM,981667.0,1781060,-799393.0,-44.9%
UCLA-SuEIR,890445.7,1781060,-890614.3,-50.0%
RobertWalraven-ESG,817340.7,1781060,-963719.3,-54.1%
LANL-GrowthRate,790165.3,1781060,-990894.7,-55.6%
TTU-squider,595282.3,1781060,-1185777.7,-66.6%
CovidAnalytics-DELPHI,590087.0,1781060,-1190973.0,-66.9%
JHU_CSSE-DECOM,,1781060,,
