,predicted_cases,actual_cases,error,perc_error
CU-select,2187650.0,2083817,103833.0,5.0%
Columbia_UNC-SurvCon,1950883.0,2083817,-132934.0,-6.4%
QJHong-Encounter,1792553.9,2083817,-291263.1,-14.0%
COVIDhub-baseline,1549850.0,2083817,-533967.0,-25.6%
JCB-PRM,1495822.8,2083817,-587994.2,-28.2%
USACE-ERDC_SEIR,1492833.8,2083817,-590983.2,-28.4%
JHUAPL-Bucky,1452443.4,2083817,-631373.6,-30.3%
IBF-TimeSeries,1411257.0,2083817,-672560.0,-32.3%
IowaStateLW-STEM,1388522.0,2083817,-695295.0,-33.4%
Karlen-pypm,1344893.8,2083817,-738923.2,-35.5%
USC-SI_kJalpha,1281766.0,2083817,-802051.0,-38.5%
JHU_IDD-CovidSP,1253449.5,2083817,-830367.5,-39.8%
UCLA-SuEIR,1114868.6,2083817,-968948.4,-46.5%
Covid19Sim-Simulator,946575.5,2083817,-1137241.5,-54.6%
LANL-GrowthRate,842523.7,2083817,-1241293.3,-59.6%
CovidAnalytics-DELPHI,622180.0,2083817,-1461637.0,-70.1%
RobertWalraven-ESG,,2083817,,
