,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,236670.9,1661.6,4464676.9,0.0,192.7,13126.2,212279503.6
OliverWyman-Navigator,2964,239640.9,2601.0,3739985.3,0.0,324.0,18225.0,177315856.0
CU-select,3081,319374.8,3721.0,4684869.3,0.0,625.0,23409.0,223771681.0
CEID-Walk,3141,340558.8,2065.3,7132583.8,0.0,240.3,16134.8,352347325.0
COVIDhub-baseline,3141,341029.7,1936.0,7295741.6,0.0,225.0,16129.0,365842129.0
COVIDhub-ensemble,3141,442911.8,2304.0,9092141.1,0.0,256.0,20449.0,460488681.0
USC-SI_kJalpha,3109,455501.6,3364.0,8669949.5,0.0,441.0,24336.0,405015625.0
LANL-GrowthRate,2951,466016.8,6423.6,8434160.5,0.0,1088.1,40317.9,420536514.8
JHUAPL-Bucky,3141,517992.2,2322.5,10532524.3,0.0,236.2,21210.3,532815630.6
IowaStateLW-STEM,3103,600437.7,2704.0,11924540.6,0.0,256.0,21904.0,588014001.0
UVA-Ensemble,2771,746191.9,4897.3,13500929.2,0.0,551.0,44438.1,667056047.8
JHU_IDD-CovidSP,3139,812782.6,5447.4,18144303.7,0.0,697.1,38109.5,900151406.4
Google_Harvard-CPF,3140,1303853.5,4367.4,26164740.3,0.0,694.6,28197.9,1204546565.1
MITCovAlliance-SIR,2582,1411471.1,6316.9,25436307.6,0.0,831.6,49591.5,1051420183.9
