,predicted_cases,actual_cases,error,perc_error
LNQ-ens1,841883.1,846409,-4525.9,-0.5%
Geneva-DetGrowth,866703.4,846409,20294.4,2.4%
IEM_MED-CovidProject,892153.7,846409,45744.7,5.4%
UChicagoCHATTOPADHYAY-UnIT,893425.4,846409,47016.4,5.6%
JHU_IDD-CovidSP,896018.1,846409,49609.1,5.9%
UVA-Ensemble,905329.1,846409,58920.1,7.0%
Karlen-pypm,907809.8,846409,61400.8,7.3%
RobertWalraven-ESG,911919.6,846409,65510.6,7.7%
IBF-TimeSeries,928650.0,846409,82241.0,9.7%
Microsoft-DeepSTIA,929942.5,846409,83533.5,9.9%
LANL-GrowthRate,760560.5,846409,-85848.5,-10.1%
UpstateSU-GRU,953932.2,846409,107523.2,12.7%
JHUAPL-Bucky,960975.0,846409,114566.0,13.5%
CU-select,966594.0,846409,120185.0,14.2%
UCF-AEM,974715.0,846409,128306.0,15.2%
MOBS-GLEAM_COVID,988010.5,846409,141601.5,16.7%
FDANIHASU-Sweight,988044.8,846409,141635.8,16.7%
Columbia_UNC-SurvCon,991476.0,846409,145067.0,17.1%
COVIDhub-ensemble,995685.0,846409,149276.0,17.6%
USC-SI_kJalpha,998827.0,846409,152418.0,18.0%
QJHong-Encounter,1003501.0,846409,157092.0,18.6%
IowaStateLW-STEM,1017648.0,846409,171239.0,20.2%
BPagano-RtDriven,1022004.3,846409,175595.3,20.7%
COVIDhub-trained_ensemble,1022037.0,846409,175628.0,20.7%
OneQuietNight-ML,1032671.0,846409,186262.0,22.0%
TTU-squider,1038026.0,846409,191617.0,22.6%
MIT_ISOLAT-Mixtures,1041542.4,846409,195133.4,23.1%
JHU_CSSE-DECOM,1045477.0,846409,199068.0,23.5%
CovidAnalytics-DELPHI,1048259.0,846409,201850.0,23.8%
COVIDhub-baseline,1058069.0,846409,211660.0,25.0%
CEID-Walk,1081767.5,846409,235358.5,27.8%
OliverWyman-Navigator,1092175.0,846409,245766.0,29.0%
Covid19Sim-Simulator,1092616.4,846409,246207.4,29.1%
UCLA-SuEIR,1125142.2,846409,278733.2,32.9%
UMich-RidgeTfReg,1134171.9,846409,287762.9,34.0%
SigSci-TS,1138516.0,846409,292107.0,34.5%
DDS-NBDS,2210035.5,846409,1363626.5,161.1%
Google_Harvard-CPF,,846409,,
JHU_UNC_GAS-StatMechPool,,846409,,
