,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,24.0,7.5,81.6,0.0,2.8,20.3,2103.9
COVIDhub-ensemble,3141,26.5,8.0,116.0,0.0,3.0,22.0,5194.0
UCLA-SuEIR,2660,31.4,8.9,173.5,0.0,3.1,23.9,8720.1
COVIDhub-baseline,3141,31.8,8.0,214.7,0.0,3.0,24.0,11174.0
LANL-GrowthRate,2951,32.1,11.8,106.0,0.0,4.4,29.4,3854.0
CEID-Walk,3141,32.7,8.9,226.1,0.0,3.0,23.5,11800.4
UVA-Ensemble,2773,33.7,9.4,144.9,0.0,3.2,25.1,6161.4
JHUAPL-Bucky,3141,37.1,9.6,231.8,0.0,3.2,26.5,11498.0
OliverWyman-Navigator,2769,37.4,10.0,228.8,0.0,4.0,29.0,11625.0
USC-SI_kJalpha,2794,38.6,11.0,211.5,0.0,4.0,30.0,10378.0
JHU_IDD-CovidSP,3139,41.2,11.4,125.9,0.0,3.6,32.7,2592.2
Google_Harvard-CPF,3140,42.1,10.8,139.2,0.0,3.6,29.7,3320.1
CU-select,3058,42.6,14.0,121.0,0.0,5.0,36.0,2590.0
RobertWalraven-ESG,3141,44.4,12.2,148.6,0.0,3.9,32.9,3871.2
IowaStateLW-STEM,3103,44.4,13.0,159.2,0.0,4.0,38.0,6698.0
PandemicCentral-USCounty,3049,54.0,14.0,216.8,0.0,5.0,38.0,7055.0
Yu_Group-CLEP,2376,57.1,15.0,211.0,0.0,5.4,41.7,6161.4
MITCovAlliance-SIR,2461,57.1,13.7,220.7,0.0,4.3,40.2,6048.9
