,predicted_cases,actual_cases,error,perc_error
COVIDhub-ensemble,302407.0,302757,-350.0,-0.1%
JHUAPL-Bucky,302406.5,302757,-350.5,-0.1%
USACE-ERDC_SEIR,303694.4,302757,937.4,0.3%
IQVIA_ACOE-STAN,299655.0,302757,-3102.0,-1.0%
Geneva-DetGrowth,299257.0,302757,-3500.0,-1.2%
LNQ-ens1,309502.3,302757,6745.3,2.2%
COVIDhub-baseline,309970.0,302757,7213.0,2.4%
IowaStateLW-STEM,310586.0,302757,7829.0,2.6%
USC-SI_kJalpha,310865.0,302757,8108.0,2.7%
CEID-Walk,312967.8,302757,10210.8,3.4%
JCB-PRM,292257.0,302757,-10500.0,-3.5%
UCLA-SuEIR,289594.8,302757,-13162.2,-4.3%
DDS-NBDS,318003.0,302757,15246.0,5.0%
UMich-RidgeTfReg,322012.4,302757,19255.4,6.4%
Columbia_UNC-SurvCon,325563.0,302757,22806.0,7.5%
CU-select,277486.0,302757,-25271.0,-8.3%
QJHong-Encounter,333681.7,302757,30924.7,10.2%
IBF-TimeSeries,271632.0,302757,-31125.0,-10.3%
Karlen-pypm,265450.6,302757,-37306.4,-12.3%
TTU-squider,343755.0,302757,40998.0,13.5%
Covid19Sim-Simulator,257321.6,302757,-45435.4,-15.0%
JHU_IDD-CovidSP,248335.2,302757,-54421.8,-18.0%
OliverWyman-Navigator,358057.0,302757,55300.0,18.3%
LANL-GrowthRate,246058.7,302757,-56698.3,-18.7%
CovidAnalytics-DELPHI,159482.0,302757,-143275.0,-47.3%
RobertWalraven-ESG,,302757,,
