,predicted_cases,actual_cases,error,perc_error
UCLA-SuEIR,1145135.5,1124739,20396.5,1.8%
JHUAPL-Bucky,1095817.6,1124739,-28921.4,-2.6%
DDS-NBDS,1082876.2,1124739,-41862.8,-3.7%
CEID-Walk,1175583.5,1124739,50844.5,4.5%
COVIDhub-baseline,1176096.0,1124739,51357.0,4.6%
LNQ-ens1,1064707.0,1124739,-60032.0,-5.3%
COVIDhub-ensemble,1049755.0,1124739,-74984.0,-6.7%
UMich-RidgeTfReg,1044053.3,1124739,-80685.7,-7.2%
JHU_IDD-CovidSP,1043278.5,1124739,-81460.5,-7.2%
Karlen-pypm,1026626.6,1124739,-98112.4,-8.7%
USACE-ERDC_SEIR,1001350.0,1124739,-123389.0,-11.0%
IowaStateLW-STEM,1285417.0,1124739,160678.0,14.3%
Columbia_UNC-SurvCon,952218.0,1124739,-172521.0,-15.3%
QJHong-Encounter,934841.8,1124739,-189897.2,-16.9%
USC-SI_kJalpha,923907.0,1124739,-200832.0,-17.9%
CovidAnalytics-DELPHI,817640.0,1124739,-307099.0,-27.3%
CU-select,1440563.0,1124739,315824.0,28.1%
Covid19Sim-Simulator,779810.6,1124739,-344928.4,-30.7%
RobertWalraven-ESG,731870.4,1124739,-392868.6,-34.9%
LANL-GrowthRate,709968.2,1124739,-414770.8,-36.9%
