,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,260839335.7,8930360.3,1105984894.9,3475.9,1961158.1,60451554.8,7640660346.2
IEM_MED-CovidProject,51,271823059.1,18440883.9,725790908.3,22.5,3451985.4,152245213.8,4294064366.8
LANL-GrowthRate,51,300086775.9,14649756.2,1220896104.3,9.0,1159232.5,66571382.1,8435871409.0
Karlen-pypm,51,553058330.9,45253874.4,2295854503.9,56074.2,3672396.3,225013340.2,16110082550.2
USC-SI_kJalpha,51,588101350.0,10137856.0,3413923490.7,1849.0,819425.0,74642588.5,24408750289.0
JHUAPL-Bucky,51,602441249.6,24220090.9,2424635196.9,2901.6,2046570.4,194450491.0,16519209214.5
CU-select,51,656520220.7,26481316.0,3225490699.2,4356.0,2821182.5,157469544.5,22815800401.0
BPagano-RtDriven,51,680462430.5,66466517.3,2582593050.4,81.0,4673531.4,388546746.6,18297215395.8
Google_Harvard-CPF,51,721256505.1,15290177.3,3448874498.5,13405.3,3303578.7,312719078.2,24668903766.4
COVIDhub-ensemble,51,783981985.0,14822500.0,4805767238.6,26569.0,1651272.5,76267145.0,34380205561.0
OliverWyman-Navigator,51,808302454.6,9199089.0,5128246171.3,23716.0,1872250.0,89662322.0,36684890089.0
OneQuietNight-ML,51,819428166.1,18292729.0,5165813659.3,576.0,1999922.0,92373922.0,36960831504.0
UVA-Ensemble,51,856752035.7,43021911.5,3038752138.0,80004.2,5303376.2,354111662.1,20534274634.0
UCLA-SuEIR,51,1090955118.2,29133118.1,6244752676.2,290034.2,3155401.9,199039773.9,44711271936.2
UChicagoCHATTOPADHYAY-UnIT,51,1095192245.5,18855221.9,6557147014.1,44.8,2675988.9,233610799.2,46939705341.8
RobertWalraven-ESG,51,1175360606.4,47918514.2,6039878782.2,79332.4,4394826.2,447228462.3,43215108860.4
JHU_UNC_GAS-StatMechPool,51,1235881871.5,24339422.2,7346720563.9,11025.0,3323329.2,221284276.0,52581470942.2
IowaStateLW-STEM,49,1243950135.3,18714276.0,7471531086.0,56169.0,4975330.0,177537712.5,53483962756.0
Covid19Sim-Simulator,51,1244745599.2,37545252.7,7226203904.9,9.8,8221812.1,261393565.7,51738268040.7
CEID-Walk,51,1262221098.2,25197960.3,7888948752.9,94719.3,4823433.8,172553798.0,56458013595.3
COVIDhub-baseline,51,1281196693.6,27720225.0,7979609903.2,74529.0,4789532.5,220849577.0,57113352256.0
IQVIA_ACOE-STAN,49,1306408687.6,53246209.0,7318892064.3,3721.0,4482298.0,241480705.0,52393836609.0
Microsoft-DeepSTIA,50,1330811911.0,18971473.5,8568547583.5,4279.2,2566402.0,55655170.6,61257196843.0
JCB-PRM,51,1343127269.7,58893399.8,7795167336.2,67290.0,8549673.9,190013418.1,55780993781.7
MSRA-DeepST,50,1469629954.0,19687383.1,9430406909.9,7333.2,2611857.4,72359331.8,67417152065.4
CovidAnalytics-DELPHI,51,1531982088.0,128006596.0,4668011859.7,18496.0,9118786.5,1055358042.5,30160574224.0
UCSB-ACTS,51,1786791078.2,180118627.6,4812803979.1,224394.7,28020405.9,980084258.1,30999764556.2
JHU_IDD-CovidSP,51,2171137482.8,150252761.9,11789263173.1,734.8,22903828.3,482319631.8,84426289403.6
JHU_CSSE-DECOM,51,2491479978.8,11634921.0,16266294023.7,3249.0,1286738.5,124328529.0,116283728016.0
Wadhwani_AI-BayesOpt,45,3413866434.5,727807366.6,7756577434.4,1278710.9,143138582.8,1983191143.2,40439652332.3
DDS-NBDS,51,4409051685.4,63374502.2,16510149974.9,5520.3,7231674.5,331456438.4,89724867474.0
TTU-squider,51,5426536861.2,87031640.4,36271319131.3,105366.5,9339975.7,358868680.3,259344247322.2
