,predicted_cases,actual_cases,error,perc_error
IBF-TimeSeries,3041298.0,3033545,7753.0,0.3%
IEM_MED-CovidProject,3022931.5,3033545,-10613.5,-0.3%
JCB-PRM,3048000.3,3033545,14455.3,0.5%
UMich-RidgeTfReg,3017287.6,3033545,-16257.4,-0.5%
JHUAPL-Bucky,2982978.8,3033545,-50566.2,-1.7%
LANL-GrowthRate,2914414.0,3033545,-119131.0,-3.9%
COVIDhub-ensemble,2903966.0,3033545,-129579.0,-4.3%
UCLA-SuEIR,2893125.9,3033545,-140419.1,-4.6%
Karlen-pypm,3178071.9,3033545,144526.9,4.8%
IQVIA_ACOE-STAN,2883229.0,3033545,-150316.0,-5.0%
UChicagoCHATTOPADHYAY-UnIT,2879713.7,3033545,-153831.3,-5.1%
CU-select,2874730.0,3033545,-158815.0,-5.2%
OliverWyman-Navigator,2869281.0,3033545,-164264.0,-5.4%
UCF-AEM,2868379.0,3033545,-165166.0,-5.4%
UVA-Ensemble,3226686.3,3033545,193141.3,6.4%
BPagano-RtDriven,3235947.0,3033545,202402.0,6.7%
LNQ-ens1,2813004.1,3033545,-220540.9,-7.3%
Covid19Sim-Simulator,2791969.0,3033545,-241576.0,-8.0%
USC-SI_kJalpha,2780648.0,3033545,-252897.0,-8.3%
IowaStateLW-STEM,2710143.0,3033545,-323402.0,-10.7%
Microsoft-DeepSTIA,2708637.2,3033545,-324907.8,-10.7%
CEID-Walk,2686972.4,3033545,-346572.6,-11.4%
COVIDhub-baseline,2673272.0,3033545,-360273.0,-11.9%
MSRA-DeepST,2665880.5,3033545,-367664.5,-12.1%
QJHong-Encounter,2639594.0,3033545,-393951.0,-13.0%
Columbia_UNC-SurvCon,3442340.0,3033545,408795.0,13.5%
JHU_CSSE-DECOM,2583351.0,3033545,-450194.0,-14.8%
RobertWalraven-ESG,3589458.5,3033545,555913.5,18.3%
CovidAnalytics-DELPHI,3595301.0,3033545,561756.0,18.5%
DDS-NBDS,3668818.1,3033545,635273.1,20.9%
OneQuietNight-ML,3746401.0,3033545,712856.0,23.5%
TTU-squider,2235962.2,3033545,-797582.8,-26.3%
JHU_IDD-CovidSP,1940732.9,3033545,-1092812.1,-36.0%
Google_Harvard-CPF,,3033545,,
JHU_UNC_GAS-StatMechPool,,3033545,,
UCSB-ACTS,,3033545,,
Wadhwani_AI-BayesOpt,,3033545,,
