,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,23820.4,14586.7,42492.2,259.4,3631.0,27837.8,296842.1
CU-select,51,25553.4,12306.0,43423.6,559.0,3641.5,28318.0,286426.0
LANL-GrowthRate,51,27529.1,14341.5,37557.1,115.5,4359.8,34590.2,192701.0
COVIDhub-ensemble,51,28876.1,14244.0,46984.3,147.0,4687.5,34403.5,298550.0
JHU_IDD-CovidSP,51,30647.4,14015.7,63378.7,33.2,3935.6,33747.2,442373.5
RobertWalraven-ESG,49,31493.8,15078.8,42391.5,211.9,4711.3,41771.8,238176.8
USC-SI_kJalpha,51,32224.6,19465.0,45879.4,462.0,4703.5,37669.0,267395.0
Covid19Sim-Simulator,51,32699.3,11391.0,60393.0,12.5,7520.4,41792.7,415732.8
COVIDhub-baseline,51,34003.4,16361.0,61948.2,15.0,6962.0,43879.5,425287.0
CEID-Walk,51,34129.5,15695.7,60520.8,150.5,7055.6,44030.5,415767.1
UCLA-SuEIR,51,35560.4,20605.7,60359.7,236.6,3486.2,40838.5,382387.9
MSRA-DeepST,50,35967.7,16212.9,55464.7,86.9,7294.8,39887.8,328528.6
OneQuietNight-ML,51,38101.3,17261.0,53034.3,269.0,6594.0,46855.0,279704.0
UVA-Ensemble,51,38185.5,15963.5,56860.7,6.2,6334.4,47933.5,345618.5
IowaStateLW-STEM,49,38453.0,19211.0,67816.9,908.0,6193.5,43271.0,456971.0
USACE-ERDC_SEIR,51,39800.5,24580.6,55075.9,685.5,5812.8,53929.6,342743.1
JCB-PRM,51,43489.2,19434.0,70833.5,319.3,5561.8,41611.4,381829.0
JHU_CSSE-DECOM,51,44714.7,22837.0,53282.1,373.0,11876.0,57997.5,251934.0
BPagano-RtDriven,51,44762.1,31142.6,61073.3,472.4,6893.0,57320.8,400248.0
Google_Harvard-CPF,51,44960.6,18419.9,72035.3,387.5,6710.4,42397.1,323417.6
UMich-RidgeTfReg,50,51332.6,23928.7,63006.7,496.1,9548.3,76237.1,303176.5
UCSB-ACTS,51,61498.7,23449.3,92499.7,100.2,7476.3,60942.1,464548.9
Karlen-pypm,51,62352.2,31140.6,71659.5,299.0,14651.3,88246.7,293872.4
TTU-squider,51,63973.4,33804.9,112930.8,165.1,9196.8,77164.9,742442.2
JHUAPL-Bucky,51,67089.2,32548.4,113850.8,6.7,5297.1,71095.0,704807.7
CovidAnalytics-DELPHI,51,69558.8,29503.0,91410.3,274.0,10719.5,89301.5,446565.0
DDS-NBDS,51,82282.7,41071.1,96125.3,21.5,12318.5,119414.0,425857.4
