,predicted_cases,actual_cases,error,perc_error
UVA-Ensemble,5597378.2,5553135,44243.2,0.8%
USC-SI_kJalpha,5718644.0,5553135,165509.0,3.0%
LNQ-ens1,5320945.5,5553135,-232189.5,-4.2%
IowaStateLW-STEM,5277131.0,5553135,-276004.0,-5.0%
UCF-AEM,5275902.0,5553135,-277233.0,-5.0%
Covid19Sim-Simulator,5255580.7,5553135,-297554.3,-5.4%
COVIDhub-ensemble,6024024.0,5553135,470889.0,8.5%
IBF-TimeSeries,5010684.0,5553135,-542451.0,-9.8%
LANL-GrowthRate,4915285.0,5553135,-637850.0,-11.5%
CU-select,4879955.0,5553135,-673180.0,-12.1%
QJHong-Encounter,6271335.3,5553135,718200.3,12.9%
CEID-Walk,4741975.4,5553135,-811159.6,-14.6%
COVIDhub-baseline,4738080.0,5553135,-815055.0,-14.7%
UCLA-SuEIR,6369763.2,5553135,816628.2,14.7%
JCB-PRM,6475274.5,5553135,922139.5,16.6%
MSRA-DeepST,6484944.5,5553135,931809.5,16.8%
TTU-squider,4599423.0,5553135,-953712.0,-17.2%
BPagano-RtDriven,6826384.1,5553135,1273249.1,22.9%
JHU_IDD-CovidSP,4241666.5,5553135,-1311468.5,-23.6%
RobertWalraven-ESG,7175365.9,5553135,1622230.9,29.2%
JHU_CSSE-DECOM,7246994.0,5553135,1693859.0,30.5%
UMich-RidgeTfReg,7457080.2,5553135,1903945.2,34.3%
USACE-ERDC_SEIR,3562737.7,5553135,-1990397.3,-35.8%
CovidAnalytics-DELPHI,7859512.0,5553135,2306377.0,41.5%
Columbia_UNC-SurvCon,8504184.0,5553135,2951049.0,53.1%
JHUAPL-Bucky,8560240.5,5553135,3007105.5,54.2%
Karlen-pypm,8659314.7,5553135,3106179.7,55.9%
DDS-NBDS,9301111.5,5553135,3747976.5,67.5%
OneQuietNight-ML,9341956.0,5553135,3788821.0,68.2%
Google_Harvard-CPF,,5553135,,
UCSB-ACTS,,5553135,,
