,predicted_cases,actual_cases,error,perc_error
QJHong-Encounter,6764218.5,6758513,5705.5,0.1%
UCLA-SuEIR,6591471.0,6758513,-167042.0,-2.5%
JCB-PRM,6462283.1,6758513,-296229.9,-4.4%
BPagano-RtDriven,7243375.7,6758513,484862.7,7.2%
CU-select,6078539.0,6758513,-679974.0,-10.1%
IBF-TimeSeries,5566283.0,6758513,-1192230.0,-17.6%
IowaStateLW-STEM,5157633.0,6758513,-1600880.0,-23.7%
LANL-GrowthRate,8363417.5,6758513,1604904.5,23.7%
COVIDhub-baseline,5089050.0,6758513,-1669463.0,-24.7%
JHU_IDD-CovidSP,4967701.7,6758513,-1790811.3,-26.5%
CovidAnalytics-DELPHI,4748869.0,6758513,-2009644.0,-29.7%
USACE-ERDC_SEIR,4718540.1,6758513,-2039972.9,-30.2%
UCF-AEM,4608400.0,6758513,-2150113.0,-31.8%
USC-SI_kJalpha,3577192.0,6758513,-3181321.0,-47.1%
Karlen-pypm,10399503.1,6758513,3640990.1,53.9%
JHUAPL-Bucky,11406533.8,6758513,4648020.8,68.8%
Columbia_UNC-SurvCon,15818408.0,6758513,9059895.0,134.1%
