,predicted_cases,actual_cases,error,perc_error
Columbia_UNC-SurvCon,1490068.0,1518074,-28006.0,-1.8%
CU-select,1612636.0,1518074,94562.0,6.2%
QJHong-Encounter,1403626.1,1518074,-114447.9,-7.5%
UMich-RidgeTfReg,1335485.0,1518074,-182589.0,-12.0%
TTU-squider,1293096.0,1518074,-224978.0,-14.8%
CEID-Walk,1278715.5,1518074,-239358.5,-15.8%
LNQ-ens1,1260317.3,1518074,-257756.7,-17.0%
COVIDhub-baseline,1239880.0,1518074,-278194.0,-18.3%
USACE-ERDC_SEIR,1218763.5,1518074,-299310.5,-19.7%
COVIDhub-ensemble,1200287.0,1518074,-317787.0,-20.9%
JCB-PRM,1197511.5,1518074,-320562.5,-21.1%
JHUAPL-Bucky,1175347.3,1518074,-342726.7,-22.6%
IowaStateLW-STEM,1133642.0,1518074,-384432.0,-25.3%
IBF-TimeSeries,1125424.0,1518074,-392650.0,-25.9%
USC-SI_kJalpha,1097953.0,1518074,-420121.0,-27.7%
Karlen-pypm,1069436.1,1518074,-448637.9,-29.6%
JHU_IDD-CovidSP,996531.8,1518074,-521542.2,-34.4%
UCLA-SuEIR,942187.1,1518074,-575886.9,-37.9%
DDS-NBDS,2112861.1,1518074,594787.1,39.2%
Covid19Sim-Simulator,812734.1,1518074,-705339.9,-46.5%
LANL-GrowthRate,737993.1,1518074,-780080.9,-51.4%
CovidAnalytics-DELPHI,527246.0,1518074,-990828.0,-65.3%
RobertWalraven-ESG,,1518074,,
