,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,308294.6,3281.8,4613509.3,0.0,418.1,20951.1,158775200.2
COVIDhub-ensemble,3141,489953.2,3844.0,7856711.9,0.0,484.0,25921.0,284124736.0
LANL-GrowthRate,2951,510494.2,9387.8,6869037.6,0.0,1506.1,52728.5,294206257.8
UCLA-SuEIR,2660,580617.3,4623.2,9571409.3,0.0,543.5,35492.8,460699318.6
UVA-Ensemble,2773,619627.6,4234.2,9750421.9,0.0,502.7,28929.9,418548789.5
JHU_IDD-CovidSP,3139,623125.4,4637.2,10446708.0,0.0,531.3,34596.0,451769923.8
USC-SI_kJalpha,2794,641663.2,5329.0,10919378.0,0.0,676.0,36481.0,509946724.0
Google_Harvard-CPF,3140,839328.4,4067.0,11287990.8,0.0,401.9,33719.0,380779121.4
IowaStateLW-STEM,3103,867552.4,3969.0,21752540.5,0.0,441.0,34225.0,1153145764.0
RobertWalraven-ESG,3141,883430.4,8768.4,10468212.1,0.0,1110.9,63141.6,354186001.2
JHUAPL-Bucky,3141,1177487.1,3496.9,37389296.7,0.0,405.7,29093.3,2060349916.6
COVIDhub-baseline,3141,1193230.7,3025.0,50093050.4,0.0,361.0,21316.0,2798939025.0
CEID-Walk,3141,1231604.4,3270.6,52264924.1,0.0,382.0,22836.6,2920846460.1
MITCovAlliance-SIR,2461,1436346.5,6686.0,23793808.4,0.0,908.2,50377.7,923403195.0
CU-select,3058,2739030.6,7396.0,60347844.4,0.0,1024.0,60516.0,2782351504.0
