,predicted_cases,actual_cases,error,perc_error
QJHong-Encounter,5984957.0,5972776,12181.0,0.2%
OneQuietNight-ML,5999501.0,5972776,26725.0,0.4%
CovidAnalytics-DELPHI,6106536.0,5972776,133760.0,2.2%
Columbia_UNC-SurvCon,5803431.0,5972776,-169345.0,-2.8%
TTU-squider,5793339.5,5972776,-179436.5,-3.0%
IEM_MED-CovidProject,5661840.0,5972776,-310936.0,-5.2%
USC-SI_kJalpha,5620727.0,5972776,-352049.0,-5.9%
IowaStateLW-STEM,5537958.0,5972776,-434818.0,-7.3%
UCF-AEM,5532419.0,5972776,-440357.0,-7.4%
COVIDhub-ensemble,5413386.0,5972776,-559390.0,-9.4%
Microsoft-DeepSTIA,5353706.6,5972776,-619069.4,-10.4%
JHUAPL-Bucky,5315837.2,5972776,-656938.8,-11.0%
UVA-Ensemble,5313454.4,5972776,-659321.6,-11.0%
COVIDhub-baseline,5308172.0,5972776,-664604.0,-11.1%
CEID-Walk,5299076.2,5972776,-673699.8,-11.3%
BPagano-RtDriven,6649777.3,5972776,677001.3,11.3%
LANL-GrowthRate,5270013.5,5972776,-702762.5,-11.8%
Covid19Sim-Simulator,5143017.4,5972776,-829758.6,-13.9%
IBF-TimeSeries,5086613.0,5972776,-886163.0,-14.8%
JHU_CSSE-DECOM,4977647.0,5972776,-995129.0,-16.7%
LNQ-ens1,4620790.1,5972776,-1351985.9,-22.6%
RobertWalraven-ESG,4605354.8,5972776,-1367421.2,-22.9%
JHU_IDD-CovidSP,4495768.3,5972776,-1477007.7,-24.7%
UCLA-SuEIR,4482447.7,5972776,-1490328.3,-25.0%
CU-select,4418992.0,5972776,-1553784.0,-26.0%
JCB-PRM,7767880.7,5972776,1795104.7,30.1%
UMich-RidgeTfReg,3506341.4,5972776,-2466434.6,-41.3%
Karlen-pypm,8766207.1,5972776,2793431.1,46.8%
DDS-NBDS,71683599.8,5972776,65710823.8,1100.2%
Google_Harvard-CPF,,5972776,,
JHU_UNC_GAS-StatMechPool,,5972776,,
UCSB-ACTS,,5972776,,
