,predicted_cases,actual_cases,error,perc_error
UpstateSU-GRU,1224299.3,1236175,-11875.7,-1.0%
UCLA-SuEIR,1269129.6,1236175,32954.6,2.7%
UChicagoCHATTOPADHYAY-UnIT,1276030.4,1236175,39855.4,3.2%
TTU-squider,1307644.2,1236175,71469.2,5.8%
JHU_IDD-CovidSP,1112703.8,1236175,-123471.2,-10.0%
LANL-GrowthRate,1393052.5,1236175,156877.5,12.7%
IBF-TimeSeries,1395134.3,1236175,158959.3,12.9%
SigSci-TS,1416043.0,1236175,179868.0,14.6%
LNQ-ens1,1432966.0,1236175,196791.0,15.9%
MOBS-GLEAM_COVID,1486338.7,1236175,250163.7,20.2%
UMich-RidgeTfReg,1491135.9,1236175,254960.9,20.6%
UCF-AEM,1551251.0,1236175,315076.0,25.5%
OneQuietNight-ML,1557372.0,1236175,321197.0,26.0%
CEID-Walk,1560188.9,1236175,324013.9,26.2%
COVIDhub-baseline,1565078.0,1236175,328903.0,26.6%
Karlen-pypm,1574122.8,1236175,337947.8,27.3%
BPagano-RtDriven,1575656.2,1236175,339481.2,27.5%
Geneva-DetGrowth,1579695.1,1236175,343520.1,27.8%
RobertWalraven-ESG,1585318.9,1236175,349143.9,28.2%
COVIDhub-ensemble,1590113.0,1236175,353938.0,28.6%
IEM_MED-CovidProject,1594907.6,1236175,358732.6,29.0%
JHUAPL-Bucky,1605523.7,1236175,369348.7,29.9%
USC-SI_kJalpha,1612452.0,1236175,376277.0,30.4%
CU-select,1619692.0,1236175,383517.0,31.0%
Microsoft-DeepSTIA,1642715.5,1236175,406540.5,32.9%
Covid19Sim-Simulator,1648950.8,1236175,412775.8,33.4%
Columbia_UNC-SurvCon,1652934.0,1236175,416759.0,33.7%
CovidAnalytics-DELPHI,1661708.0,1236175,425533.0,34.4%
QJHong-Encounter,1672966.0,1236175,436791.0,35.3%
IowaStateLW-STEM,1710956.0,1236175,474781.0,38.4%
OliverWyman-Navigator,1754965.0,1236175,518790.0,42.0%
MIT_ISOLAT-Mixtures,1892281.3,1236175,656106.3,53.1%
UVA-Ensemble,2310173.6,1236175,1073998.6,86.9%
DDS-NBDS,2611736.8,1236175,1375561.8,111.3%
Google_Harvard-CPF,,1236175,,
JHU_CSSE-DECOM,,1236175,,
UCSB-ACTS,,1236175,,
