,predicted_cases,actual_cases,error,perc_error
MOBS-GLEAM_COVID,2777709.6,2801729,-24019.4,-0.9%
TTU-squider,2650546.4,2801729,-151182.6,-5.4%
CovidAnalytics-DELPHI,3102710.0,2801729,300981.0,10.7%
IowaStateLW-STEM,3159129.0,2801729,357400.0,12.8%
Karlen-pypm,3188188.6,2801729,386459.6,13.8%
RobertWalraven-ESG,3248997.8,2801729,447268.8,16.0%
USC-SI_kJalpha,3250980.0,2801729,449251.0,16.0%
Columbia_UNC-SurvCon,3262149.0,2801729,460420.0,16.4%
BPagano-RtDriven,3268198.7,2801729,466469.7,16.6%
QJHong-Encounter,3292482.0,2801729,490753.0,17.5%
LANL-GrowthRate,3299332.0,2801729,497603.0,17.8%
OneQuietNight-ML,3314488.0,2801729,512759.0,18.3%
Covid19Sim-Simulator,3335873.9,2801729,534144.9,19.1%
Microsoft-DeepSTIA,3351827.0,2801729,550098.0,19.6%
UChicagoCHATTOPADHYAY-UnIT,3387736.8,2801729,586007.8,20.9%
CEID-Walk,3408488.0,2801729,606759.0,21.7%
COVIDhub-ensemble,3409591.0,2801729,607862.0,21.7%
COVIDhub-baseline,3412200.0,2801729,610471.0,21.8%
JHUAPL-Bucky,3465065.3,2801729,663336.3,23.7%
JHU_IDD-CovidSP,2120686.9,2801729,-681042.1,-24.3%
OliverWyman-Navigator,3569958.0,2801729,768229.0,27.4%
LNQ-ens1,3641050.4,2801729,839321.4,30.0%
SigSci-TS,3643451.0,2801729,841722.0,30.0%
UCLA-SuEIR,3660992.9,2801729,859263.9,30.7%
UCF-AEM,3661333.0,2801729,859604.0,30.7%
IBF-TimeSeries,3773959.0,2801729,972230.0,34.7%
UpstateSU-GRU,1828788.8,2801729,-972940.2,-34.7%
IEM_MED-CovidProject,3872924.7,2801729,1071195.7,38.2%
UMich-RidgeTfReg,4031676.7,2801729,1229947.7,43.9%
UVA-Ensemble,4177836.0,2801729,1376107.0,49.1%
CU-select,4539321.0,2801729,1737592.0,62.0%
DDS-NBDS,4907570.0,2801729,2105841.0,75.2%
Google_Harvard-CPF,,2801729,,
JHU_CSSE-DECOM,,2801729,,
JHU_UNC_GAS-StatMechPool,,2801729,,
UCSB-ACTS,,2801729,,
