,predicted_cases,actual_cases,error,perc_error
QJHong-Encounter,7172490.0,7305333,-132843.0,-1.8%
CovidAnalytics-DELPHI,7127420.0,7305333,-177913.0,-2.4%
IBF-TimeSeries,7522227.0,7305333,216894.0,3.0%
COVIDhub-baseline,7561860.0,7305333,256527.0,3.5%
IowaStateLW-STEM,7586452.0,7305333,281119.0,3.8%
UCF-AEM,7764610.0,7305333,459277.0,6.3%
Covid19Sim-Simulator,7867380.1,7305333,562047.1,7.7%
CU-select,6727010.0,7305333,-578323.0,-7.9%
UCLA-SuEIR,6448181.2,7305333,-857151.8,-11.7%
JHU_IDD-CovidSP,6259375.6,7305333,-1045957.4,-14.3%
LANL-GrowthRate,6200560.0,7305333,-1104773.0,-15.1%
USC-SI_kJalpha,6183977.0,7305333,-1121356.0,-15.3%
JHUAPL-Bucky,9013113.9,7305333,1707780.9,23.4%
Karlen-pypm,11246497.5,7305333,3941164.5,53.9%
JCB-PRM,11254444.6,7305333,3949111.6,54.1%
Columbia_UNC-SurvCon,12921368.0,7305333,5616035.0,76.9%
Wadhwani_AI-BayesOpt,,7305333,,
