,total_deaths_2020-05-24,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UMass-MechBayes,101292,103684.0,107217,5964.0,5925.0,39.0,0.7%
LANL-GrowthRate,101292,104085.2,107217,6365.2,5925.0,440.2,7.4%
CovidAnalytics-DELPHI,101292,104181.0,107217,6461.0,5925.0,536.0,9.0%
UCLA-SuEIR,101292,104204.1,107217,6484.1,5925.0,559.1,9.4%
MOBS-GLEAM_COVID,101292,104240.8,107217,6520.8,5925.0,595.8,10.1%
Geneva-DetGrowth,101292,103022.0,107217,5302.0,5925.0,-623.0,-10.5%
YYG-ParamSearch,101292,104436.0,107217,6716.0,5925.0,791.0,13.4%
COVIDhub-ensemble,101292,104492.2,107217,6772.2,5925.0,847.2,14.3%
GT-DeepCOVID,101292,104586.8,107217,6866.8,5925.0,941.8,15.9%
Imperial-combined,101292,104666.5,107217,6946.5,5925.0,1021.5,17.2%
Baseline,101292,104712.6,107217,6992.6,5925.0,1067.6,18.0%
UT-Mobility,101292,104735.5,107217,7015.5,5925.0,1090.5,18.4%
CU-select,101292,104883.0,107217,7163.0,5925.0,1238.0,20.9%
USACE-ERDC_SEIR,101292,101873.8,107217,4153.8,5925.0,-1771.2,-29.9%
COVIDhub-baseline,101292,105420.0,107217,7700.0,5925.0,1775.0,30.0%
UA-EpiCovDA,101292,105547.0,107217,7827.0,5925.0,1902.0,32.1%
PSI-DRAFT,101292,101674.0,107217,3954.0,5925.0,-1971.0,-33.3%
JHU_IDD-CovidSP,101292,105826.0,107217,8106.0,5925.0,2181.0,36.8%
IowaStateLW-STEM,101292,106274.0,107217,8554.0,5925.0,2629.0,44.4%
Covid19Sim-Simulator,101292,100779.1,107217,3059.1,5925.0,-2865.9,-48.4%
Auquan-SEIR,101292,,107217,,5925.0,,
NotreDame-FRED,101292,,107217,,5925.0,,
SWC-TerminusCM,101292,,107217,,5925.0,,
