,total_deaths_2020-07-05,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IowaStateLW-STEM,130311,154142.0,155207,24195.0,24896,-701.0,-2.8%
USACE-ERDC_SEIR,130311,153309.8,155207,23362.8,24896,-1533.2,-6.2%
CovidActNow-SEIR_CAN,130311,151457.0,155207,21510.0,24896,-3386.0,-13.6%
UMass-MechBayes,130311,151348.0,155207,21401.0,24896,-3495.0,-14.0%
JHU_IDD-CovidSP,130311,159374.0,155207,29427.0,24896,4531.0,18.2%
CovidAnalytics-DELPHI,130311,159663.0,155207,29716.0,24896,4820.0,19.4%
OliverWyman-Navigator,130311,149456.9,155207,19509.9,24896,-5386.1,-21.6%
Covid19Sim-Simulator,130311,149056.9,155207,19109.9,24896,-5786.1,-23.2%
UT-Mobility,130311,148048.0,155207,18101.0,24896,-6795.0,-27.3%
COVIDhub-ensemble,130311,147466.0,155207,17519.0,24896,-7377.0,-29.6%
Columbia_UNC-SurvCon,130311,162233.0,155207,32286.0,24896,7390.0,29.7%
IHME-CurveFit,130311,146936.9,155207,16989.9,24896,-7906.1,-31.8%
MOBS-GLEAM_COVID,130311,146226.4,155207,16279.4,24896,-8616.6,-34.6%
YYG-ParamSearch,130311,145224.3,155207,15277.3,24896,-9618.7,-38.6%
Auquan-SEIR,130311,144499.0,155207,14552.0,24896,-10344.0,-41.5%
CU-select,130311,165626.0,155207,35679.0,24896,10783.0,43.3%
COVIDhub-baseline,130311,143923.4,155207,13976.4,24896,-10919.6,-43.9%
Baseline,130311,143782.6,155207,13835.6,24896,-11060.4,-44.4%
PSI-DRAFT,130311,143200.0,155207,13253.0,24896,-11643.0,-46.8%
GT-DeepCOVID,130311,142424.9,155207,12477.9,24896,-12418.1,-49.9%
UCLA-SuEIR,130311,142259.5,155207,12312.5,24896,-12583.5,-50.5%
MITCovAlliance-SIR,130311,141931.2,155207,11984.2,24896,-12911.8,-51.9%
UA-EpiCovDA,130311,141877.0,155207,11930.0,24896,-12966.0,-52.1%
LANL-GrowthRate,130311,141347.6,155207,11400.6,24896,-13495.4,-54.2%
USC-SI_kJalpha,130311,168877.0,155207,38930.0,24896,14034.0,56.4%
NotreDame-mobility,130311,140034.7,155207,10087.7,24896,-14808.3,-59.5%
epiforecasts-ensemble1,130311,139927.7,155207,9980.7,24896,-14915.3,-59.9%
QJHong-Encounter,130311,170025.3,155207,40078.3,24896,15182.3,61.0%
UMich-RidgeTfReg,130311,138400.3,155207,8453.3,24896,-16442.7,-66.0%
STH-3PU,130311,137229.0,155207,7282.0,24896,-17614.0,-70.8%
RobertWalraven-ESG,130311,130365.6,155207,418.6,24896,-24477.4,-98.3%
GT_CHHS-COVID19,130311,,155207,,24896,,
NotreDame-FRED,130311,,155207,,24896,,
