,count,mean,median,std,min,25%,75%,max
UT-Mobility,51,26156.6,361.0,84348.3,0.0,64.0,4100.0,422500.0
USC-SI_kJalpha,51,27461.6,435.9,102458.1,0.0,84.1,6152.8,688217.9
UA-EpiCovDA,51,29410.1,676.0,149091.5,0.0,110.5,3306.5,1054729.0
LNQ-ens1,51,29734.9,669.4,183536.5,0.3,79.8,1856.7,1312783.4
OliverWyman-Navigator,51,32084.7,473.6,152971.9,0.7,55.1,2781.0,1067720.7
PSI-DRAFT,50,34970.5,1600.0,114557.5,1.0,122.0,9041.0,756900.0
COVIDhub-ensemble,51,37636.9,361.0,223398.5,0.0,44.5,2762.5,1597696.0
UMass-MechBayes,51,41374.5,625.0,246264.0,0.0,36.0,2652.5,1760929.0
IowaStateLW-STEM,49,46049.0,2304.0,218086.6,1.0,197.0,9536.5,1552516.0
YYG-ParamSearch,51,47660.3,451.3,274383.3,0.0,37.2,2929.0,1958824.8
CU-select,51,49119.2,729.0,275306.8,1.0,90.5,3848.0,1968409.0
CMU-TimeSeries,51,50906.8,625.0,280379.2,1.0,101.0,2456.5,1988100.0
CovidAnalytics-DELPHI,51,51045.6,529.0,288089.4,0.0,81.0,8125.0,2059225.0
MOBS-GLEAM_COVID,50,57318.8,1439.9,201203.0,0.1,82.1,11460.0,1354529.9
COVIDhub-baseline,51,61368.4,625.0,303027.7,0.4,72.5,5391.3,2114100.4
IHME-CurveFit,51,61842.0,1699.1,176852.3,0.1,160.2,21440.7,1083728.7
Baseline,51,62935.1,690.9,321409.0,0.2,56.3,6379.4,2264165.1
UCLA-SuEIR,51,68724.1,748.4,367381.6,0.4,72.6,6721.3,2597670.7
JHU_IDD-CovidSP,51,69553.8,1932.8,319429.2,0.0,197.6,9905.7,2164910.1
Covid19Sim-Simulator,51,79264.7,643.6,460630.9,0.1,77.2,3730.9,3291456.4
NotreDame-mobility,51,83414.0,648.2,349045.0,0.1,73.2,5509.7,2383029.7
LANL-GrowthRate,51,92601.1,1467.2,468158.8,0.0,131.3,6262.1,3285985.0
GT-DeepCOVID,45,109758.4,795.9,578681.5,0.0,94.4,14382.6,4035854.8
USACE-ERDC_SEIR,51,147017.5,1223.5,573821.3,1.1,187.1,12995.6,3410201.4
Karlen-pypm,51,519356.1,1036.8,3508680.1,0.4,71.5,7982.3,25073053.3
MITCovAlliance-SIR,51,699344.8,1893.6,3166638.1,0.2,48.2,27282.3,21118620.2
RobertWalraven-ESG,49,24920108.8,281305.1,84403592.1,0.2,8306.8,1740373.0,437105994.1
