,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,13639.6,8115.6,19570.1,157.5,3043.1,18267.9,130784.0
CU-select,51,15234.8,8548.0,20894.5,361.0,2816.0,18807.0,117906.0
LANL-GrowthRate,51,16900.9,9762.5,21546.3,45.5,3230.5,21572.8,125377.5
COVIDhub-ensemble,51,17219.0,10251.0,23391.9,264.0,2893.0,18045.0,132492.0
USC-SI_kJalpha,51,19388.3,11982.0,24358.9,291.0,3231.5,21981.0,126121.0
UCLA-SuEIR,51,19901.9,10910.2,31275.3,16.8,2703.0,25207.8,187284.0
Covid19Sim-Simulator,51,19985.4,9041.3,32990.2,383.1,4661.5,23763.5,217624.7
COVIDhub-baseline,51,20268.4,9954.0,32611.8,29.0,4586.0,25223.5,213493.0
RobertWalraven-ESG,50,20313.9,10042.0,23752.2,80.2,3662.7,24458.9,86421.7
MSRA-DeepST,50,20438.2,8720.3,29594.9,17.8,2720.5,26466.1,171219.5
CEID-Walk,51,20508.1,9595.1,31831.5,135.1,4698.0,26546.7,208718.9
OliverWyman-Navigator,51,20843.8,9964.0,26442.8,31.0,3711.5,24100.0,109724.0
JHU_IDD-CovidSP,51,21243.5,12768.5,34518.6,61.1,5475.2,28027.6,235607.4
UVA-Ensemble,51,21526.0,9747.1,28773.5,284.0,4263.6,26747.9,156746.8
OneQuietNight-ML,51,22329.4,10397.0,28567.2,5.0,3952.5,28913.5,118273.0
USACE-ERDC_SEIR,51,22631.9,14436.4,27142.4,451.0,4529.1,27291.3,148728.2
IowaStateLW-STEM,49,23339.3,13401.0,36032.0,192.0,3990.5,23218.5,229339.0
Google_Harvard-CPF,51,24985.5,8826.5,40470.6,147.4,2675.0,25204.8,185667.4
JHU_CSSE-DECOM,51,25366.5,12894.0,28543.2,383.0,6283.5,33132.5,107716.0
JCB-PRM,51,25754.4,8715.5,40479.1,11.9,3385.3,29220.8,202252.2
UMich-RidgeTfReg,50,27648.7,13346.2,30513.0,420.9,7044.4,41668.4,127274.1
BPagano-RtDriven,51,30967.6,20172.9,42709.1,59.3,4168.7,39908.4,274355.9
Karlen-pypm,51,34648.1,16522.8,39684.5,123.5,8084.8,47690.6,162995.8
UCSB-ACTS,51,38888.8,14707.2,57459.9,23.9,4945.4,39750.0,305512.7
JHUAPL-Bucky,51,39376.1,18542.9,73666.3,153.3,5550.7,45524.7,492717.2
TTU-squider,51,42214.4,23931.8,68792.6,201.1,6176.1,54599.1,450054.3
CovidAnalytics-DELPHI,51,42536.4,15624.0,58134.6,130.0,8622.0,51473.0,307145.0
DDS-NBDS,51,43418.5,22222.7,53236.4,84.9,5507.5,56489.1,230341.4
