,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3140,1862071.5,6966.4,57683382.6,0.0,798.7,51235.6,3157107457.8
LANL-GrowthRate,3104,2089288.1,13456.0,35719601.0,0.0,1764.0,110224.0,1817743225.0
COVIDhub-ensemble,3141,2243462.7,8281.0,63781226.0,0.0,961.0,65536.0,3453325225.0
OliverWyman-Navigator,3041,2381467.3,14400.0,35910883.5,0.0,1764.0,121000.1,1472563876.0
CU-select,3089,2466332.1,13924.0,55702686.5,0.0,2209.0,90000.0,2967961441.0
UVA-Ensemble,3131,2567265.0,12811.3,42299183.5,0.0,1552.4,110700.3,2162960531.7
OneQuietNight-ML,3134,3131369.8,9409.0,97710712.9,0.0,1225.0,72900.0,5366588049.0
COVIDhub-baseline,3141,3330093.6,9025.0,103426203.2,0.0,1089.0,75076.0,5669939401.0
JHU_IDD-CovidSP,3139,3345415.6,19992.1,101876739.5,0.0,3072.9,113185.1,5534633383.8
CEID-Walk,3141,3433056.1,9605.8,108885428.6,0.0,1118.9,74652.4,5983106347.7
IowaStateLW-STEM,3103,5691470.7,12544.0,193964816.2,0.0,1521.0,93025.0,10743322500.0
Google_Harvard-CPF,3140,8417872.0,11840.8,226511794.4,0.0,1567.7,105679.9,12276376851.4
JHUAPL-Bucky,3141,15661945.4,32508.5,243307902.6,0.0,4096.9,354383.7,10035288121.8
