,total_deaths_2020-06-28,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
YYG-ParamSearch,126652,129139.2,129986,3336.2,3334.0,2.2,0.1%
UCLA-SuEIR,126652,129258.3,129986,3455.3,3334.0,121.3,3.6%
PSI-DRAFT,126652,128980.0,129986,3177.0,3334.0,-157.0,-4.7%
Imperial-combined,126652,129320.5,129986,3517.5,3334.0,183.5,5.5%
MOBS-GLEAM_COVID,126652,129338.4,129986,3535.4,3334.0,201.4,6.0%
NotreDame-mobility,126652,129430.9,129986,3627.9,3334.0,293.9,8.8%
IHME-CurveFit,126652,128765.2,129986,2962.2,3334.0,-371.8,-11.2%
SWC-TerminusCM,126652,128581.0,129986,2778.0,3334.0,-556.0,-16.7%
UT-Mobility,126652,129721.5,129986,3918.5,3334.0,584.5,17.5%
epiforecasts-ensemble1,126652,128491.3,129986,2688.3,3334.0,-645.7,-19.4%
STH-3PU,126652,128313.0,129986,2510.0,3334.0,-824.0,-24.7%
OliverWyman-Navigator,126652,130018.0,129986,4215.0,3334.0,881.0,26.4%
UMass-MechBayes,126652,130023.0,129986,4220.0,3334.0,886.0,26.6%
IowaStateLW-STEM,126652,128216.0,129986,2413.0,3334.0,-921.0,-27.6%
UA-EpiCovDA,126652,130202.0,129986,4399.0,3334.0,1065.0,31.9%
CovidAnalytics-DELPHI,126652,130244.0,129986,4441.0,3334.0,1107.0,33.2%
JHU_IDD-CovidSP,126652,130343.5,129986,4540.5,3334.0,1206.5,36.2%
GT-DeepCOVID,126652,130428.6,129986,4625.6,3334.0,1291.6,38.7%
Auquan-SEIR,126652,130458.0,129986,4655.0,3334.0,1321.0,39.6%
COVIDhub-ensemble,126652,130539.8,129986,4736.8,3334.0,1402.8,42.1%
Covid19Sim-Simulator,126652,127624.8,129986,1821.8,3334.0,-1512.2,-45.4%
MITCovAlliance-SIR,126652,130668.6,129986,4865.6,3334.0,1531.6,45.9%
LANL-GrowthRate,126652,130716.4,129986,4913.4,3334.0,1579.4,47.4%
USC-SI_kJalpha,126652,130719.3,129986,4916.3,3334.0,1582.3,47.5%
Baseline,126652,130795.0,129986,4992.0,3334.0,1658.0,49.7%
COVIDhub-baseline,126652,131358.0,129986,5555.0,3334.0,2221.0,66.6%
CU-select,126652,132730.0,129986,6927.0,3334.0,3593.0,107.8%
USACE-ERDC_SEIR,126652,120153.9,129986,-5649.1,3334.0,-8983.1,-269.4%
GT_CHHS-COVID19,126652,,129986,,3334.0,,
NotreDame-FRED,126652,,129986,,3334.0,,
