,total_deaths_2020-06-21,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
YYG-ParamSearch,122771,127182.2,129986,7213.2,7215,-1.8,-0.0%
MOBS-GLEAM_COVID,122771,127111.9,129986,7142.9,7215,-72.1,-1.0%
IHME-CurveFit,122771,127256.3,129986,7287.3,7215,72.3,1.0%
UA-EpiCovDA,122771,127364.0,129986,7395.0,7215,180.0,2.5%
GT-DeepCOVID,122771,127003.0,129986,7034.0,7215,-181.0,-2.5%
PSI-DRAFT,122771,127591.0,129986,7622.0,7215,407.0,5.6%
Baseline,122771,127832.1,129986,7863.1,7215,648.1,9.0%
STH-3PU,122771,126306.0,129986,6337.0,7215,-878.0,-12.2%
UCLA-SuEIR,122771,126257.9,129986,6288.9,7215,-926.1,-12.8%
Covid19Sim-Simulator,122771,128136.4,129986,8167.4,7215,952.4,13.2%
CovidAnalytics-DELPHI,122771,128246.0,129986,8277.0,7215,1062.0,14.7%
COVIDhub-baseline,122771,128284.6,129986,8315.6,7215,1100.6,15.3%
UT-Mobility,122771,128310.0,129986,8341.0,7215,1126.0,15.6%
UMass-MechBayes,122771,128404.0,129986,8435.0,7215,1220.0,16.9%
OliverWyman-Navigator,122771,128580.6,129986,8611.6,7215,1396.6,19.4%
IowaStateLW-STEM,122771,128694.0,129986,8725.0,7215,1510.0,20.9%
epiforecasts-ensemble1,122771,129104.0,129986,9135.0,7215,1920.0,26.6%
COVIDhub-ensemble,122771,129976.1,129986,10007.1,7215,2792.1,38.7%
USACE-ERDC_SEIR,122771,123886.8,129986,3917.8,7215,-3297.2,-45.7%
LANL-GrowthRate,122771,130707.7,129986,10738.7,7215,3523.7,48.8%
JHU_IDD-CovidSP,122771,132678.9,129986,12709.9,7215,5494.9,76.2%
CU-select,122771,133746.0,129986,13777.0,7215,6562.0,90.9%
NotreDame-mobility,122771,118744.3,129986,-1224.7,7215,-8439.7,-117.0%
Auquan-SEIR,122771,154679.0,129986,34710.0,7215,27495.0,381.1%
CovidActNow-SEIR_CAN,122771,,129986,,7215,,
GT_CHHS-COVID19,122771,,129986,,7215,,
NotreDame-FRED,122771,,129986,,7215,,
