,total_deaths_2020-06-07,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IowaStateLW-STEM,113602,126658.0,129986,16144.0,16384,-240.0,-1.5%
MOBS-GLEAM_COVID,113602,126109.6,129986,15595.6,16384,-788.4,-4.8%
UCLA-SuEIR,113602,125818.7,129986,15304.7,16384,-1079.3,-6.6%
IHME-CurveFit,113602,128377.7,129986,17863.7,16384,1479.7,9.0%
OliverWyman-Navigator,113602,124823.0,129986,14309.0,16384,-2075.0,-12.7%
LANL-GrowthRate,113602,129313.7,129986,18799.7,16384,2415.7,14.7%
UT-Mobility,113602,124425.9,129986,13911.9,16384,-2472.1,-15.1%
UMass-MechBayes,113602,129850.0,129986,19336.0,16384,2952.0,18.0%
CovidAnalytics-DELPHI,113602,130018.0,129986,19504.0,16384,3120.0,19.0%
COVIDhub-ensemble,113602,130558.1,129986,20044.1,16384,3660.1,22.3%
PSI-DRAFT,113602,131372.5,129986,20858.5,16384,4474.5,27.3%
YYG-ParamSearch,113602,131375.3,129986,20861.3,16384,4477.3,27.3%
GT-DeepCOVID,113602,131743.1,129986,21229.1,16384,4845.1,29.6%
COVIDhub-baseline,113602,133904.8,129986,23390.8,16384,7006.8,42.8%
USACE-ERDC_SEIR,113602,119707.1,129986,9193.1,16384,-7190.9,-43.9%
Baseline,113602,134169.9,129986,23655.9,16384,7271.9,44.4%
Covid19Sim-Simulator,113602,118319.6,129986,7805.6,16384,-8578.4,-52.4%
UA-EpiCovDA,113602,136743.0,129986,26229.0,16384,9845.0,60.1%
CU-select,113602,140467.0,129986,29953.0,16384,13569.0,82.8%
JHU_IDD-CovidSP,113602,145701.4,129986,35187.4,16384,18803.4,114.8%
Auquan-SEIR,113602,175773.0,129986,65259.0,16384,48875.0,298.3%
CovidActNow-SEIR_CAN,113602,284915.0,129986,174401.0,16384,158017.0,964.5%
GT_CHHS-COVID19,113602,,129986,,16384,,
NotreDame-FRED,113602,,129986,,16384,,
SWC-TerminusCM,113602,,129986,,16384,,
