,total_deaths_2020-06-14,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
MOBS-GLEAM_COVID,118629,127794.3,129986,12062.3,11357,705.3,6.2%
USACE-ERDC_SEIR,118629,126020.0,129986,10288.0,11357,-1069.0,-9.4%
UMass-MechBayes,118629,128318.0,129986,12586.0,11357,1229.0,10.8%
UCLA-SuEIR,118629,125366.9,129986,9634.9,11357,-1722.1,-15.2%
Covid19Sim-Simulator,118629,128916.3,129986,13184.3,11357,1827.3,16.1%
UT-Mobility,118629,128964.0,129986,13232.0,11357,1875.0,16.5%
STH-3PU,118629,129152.0,129986,13420.0,11357,2063.0,18.2%
IowaStateLW-STEM,118629,129276.0,129986,13544.0,11357,2187.0,19.3%
OliverWyman-Navigator,118629,129431.8,129986,13699.8,11357,2342.8,20.6%
YYG-ParamSearch,118629,129434.8,129986,13702.8,11357,2345.8,20.7%
IHME-CurveFit,118629,129485.0,129986,13753.0,11357,2396.0,21.1%
CovidAnalytics-DELPHI,118629,130082.0,129986,14350.0,11357,2993.0,26.4%
PSI-DRAFT,118629,130460.0,129986,14728.0,11357,3371.0,29.7%
Baseline,118629,130466.3,129986,14734.3,11357,3377.3,29.7%
COVIDhub-ensemble,118629,130781.6,129986,15049.6,11357,3692.6,32.5%
GT-DeepCOVID,118629,131094.1,129986,15362.1,11357,4005.1,35.3%
epiforecasts-ensemble1,118629,131272.0,129986,15540.0,11357,4183.0,36.8%
COVIDhub-baseline,118629,131374.0,129986,15642.0,11357,4285.0,37.7%
LANL-GrowthRate,118629,131377.6,129986,15645.6,11357,4288.6,37.8%
CovidActNow-SEIR_CAN,118629,133284.0,129986,17552.0,11357,6195.0,54.5%
CU-select,118629,134311.0,129986,18579.0,11357,7222.0,63.6%
JHU_IDD-CovidSP,118629,134491.9,129986,18759.9,11357,7402.9,65.2%
UA-EpiCovDA,118629,142337.0,129986,26605.0,11357,15248.0,134.3%
Auquan-SEIR,118629,154723.0,129986,38991.0,11357,27634.0,243.3%
GT_CHHS-COVID19,118629,,129986,,11357,,
NotreDame-FRED,118629,,129986,,11357,,
SWC-TerminusCM,118629,,129986,,11357,,
