,total_deaths_2020-08-09,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
CEID-Walk,163058,176433.6,176399,13495.6,13341,154.6,1.2%
USC-SI_kJalpha,163058,176558.0,176399,13620.0,13341,279.0,2.1%
PSI-DRAFT,163058,176563.0,176399,13625.0,13341,284.0,2.1%
Baseline,163058,176630.7,176399,13692.7,13341,351.7,2.6%
UA-EpiCovDA,163058,176651.0,176399,13713.0,13341,372.0,2.8%
Auquan-SEIR,163058,176731.0,176399,13793.0,13341,452.0,3.4%
OliverWyman-Navigator,163058,175797.5,176399,12859.5,13341,-481.5,-3.6%
STH-3PU,163058,176779.0,176399,13841.0,13341,500.0,3.7%
YYG-ParamSearch,163058,176793.2,176399,13855.2,13341,514.2,3.9%
COVIDhub-ensemble,163058,175639.0,176399,12701.0,13341,-640.0,-4.8%
COVIDhub-baseline,163058,176950.8,176399,14012.8,13341,671.8,5.0%
QJHong-Encounter,163058,177172.5,176399,14234.5,13341,893.5,6.7%
JHU_IDD-CovidSP,163058,177218.1,176399,14280.1,13341,939.1,7.0%
IHME-CurveFit,163058,175335.9,176399,12397.9,13341,-943.1,-7.1%
UCLA-SuEIR,163058,175282.1,176399,12344.1,13341,-996.9,-7.5%
GT-DeepCOVID,163058,177304.8,176399,14366.8,13341,1025.8,7.7%
MOBS-GLEAM_COVID,163058,175249.4,176399,12311.4,13341,-1029.6,-7.7%
LNQ-ens1,163058,177344.7,176399,14406.7,13341,1065.7,8.0%
CU-select,163058,175194.0,176399,12256.0,13341,-1085.0,-8.1%
UMass-MechBayes,163058,175098.0,176399,12160.0,13341,-1181.0,-8.9%
NotreDame-mobility,163058,174848.2,176399,11910.2,13341,-1430.8,-10.7%
Columbia_UNC-SurvCon,163058,174723.0,176399,11785.0,13341,-1556.0,-11.7%
JCB-PRM,163058,178135.1,176399,15197.1,13341,1856.1,13.9%
CovidAnalytics-DELPHI,163058,173572.0,176399,10634.0,13341,-2707.0,-20.3%
LANL-GrowthRate,163058,173018.0,176399,10080.0,13341,-3261.0,-24.4%
UMich-RidgeTfReg,163058,172859.4,176399,9921.4,13341,-3419.6,-25.6%
Karlen-pypm,163058,179899.8,176399,16961.8,13341,3620.8,27.1%
RPI_UW-Mob_Collision,163058,180116.7,176399,17178.7,13341,3837.7,28.8%
USACE-ERDC_SEIR,163058,180954.5,176399,18016.5,13341,4675.5,35.0%
epiforecasts-ensemble1,163058,170664.0,176399,7726.0,13341,-5615.0,-42.1%
UCM_MESALab-FoGSEIR,163058,170651.0,176399,7713.0,13341,-5628.0,-42.2%
RobertWalraven-ESG,163058,182397.1,176399,19459.1,13341,6118.1,45.9%
DDS-NBDS,163058,184939.4,176399,22001.4,13341,8660.4,64.9%
CMU-TimeSeries,163058,,176399,,13341,,
GT_CHHS-COVID19,163058,,176399,,13341,,
NotreDame-FRED,163058,,176399,,13341,,
