,total_deaths_2020-12-20,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IHME-CurveFit,322695,332623.6,337631,14955.6,14936,19.6,0.1%
UA-EpiCovDA,322695,332280.0,337631,14612.0,14936,-324.0,-2.2%
CovidAnalytics-DELPHI,322695,332997.0,337631,15329.0,14936,393.0,2.6%
JHUAPL-Bucky,322695,333088.3,337631,15420.3,14936,484.3,3.2%
Baseline,322695,333418.0,337631,15750.0,14936,814.0,5.4%
RPI_UW-Mob_Collision,322695,331777.5,337631,14109.5,14936,-826.5,-5.5%
UMass-MechBayes,322695,333454.0,337631,15786.0,14936,850.0,5.7%
PSI-DRAFT,322695,333602.0,337631,15934.0,14936,998.0,6.7%
Caltech-CS156,322695,333914.4,337631,16246.4,14936,1310.4,8.8%
GT-DeepCOVID,322695,333938.3,337631,16270.3,14936,1334.3,8.9%
RobertWalraven-ESG,322695,334183.3,337631,16515.3,14936,1579.3,10.6%
UCLA-SuEIR,322695,334202.6,337631,16534.6,14936,1598.6,10.7%
COVIDhub-baseline,322695,334414.0,337631,16746.0,14936,1810.0,12.1%
QJHong-Encounter,322695,334617.0,337631,16949.0,14936,2013.0,13.5%
UChicagoCHATTOPADHYAY-UnIT,322695,334694.4,337631,17026.4,14936,2090.4,14.0%
CEID-Walk,322695,334916.7,337631,17248.7,14936,2312.7,15.5%
OliverWyman-Navigator,322695,334960.7,337631,17292.7,14936,2356.7,15.8%
MOBS-GLEAM_COVID,322695,335063.3,337631,17395.3,14936,2459.3,16.5%
CU-select,322695,335081.0,337631,17413.0,14936,2477.0,16.6%
COVIDhub-ensemble,322695,335081.0,337631,17413.0,14936,2477.0,16.6%
UT-Mobility,322695,335152.0,337631,17484.0,14936,2548.0,17.1%
Karlen-pypm,322695,335360.9,337631,17692.9,14936,2756.9,18.5%
JHU_CSSE-DECOM,322695,335477.0,337631,17809.0,14936,2873.0,19.2%
UCSD_NEU-DeepGLEAM,322695,335666.0,337631,17998.0,14936,3062.0,20.5%
USC-SI_kJalpha,322695,335848.0,337631,18180.0,14936,3244.0,21.7%
epiforecasts-ensemble1,322695,329214.9,337631,11546.9,14936,-3389.1,-22.7%
JHU_IDD-CovidSP,322695,336002.7,337631,18334.7,14936,3398.7,22.8%
SteveMcConnell-CovidComplete,322695,336012.0,337631,18344.0,14936,3408.0,22.8%
Geneva-DetGrowth,322695,336113.3,337631,18445.3,14936,3509.3,23.5%
LNQ-ens1,322695,336258.2,337631,18590.2,14936,3654.2,24.5%
JCB-PRM,322695,336278.1,337631,18610.1,14936,3674.1,24.6%
BPagano-RtDriven,322695,336327.3,337631,18659.3,14936,3723.3,24.9%
Columbia_UNC-SurvCon,322695,336510.0,337631,18842.0,14936,3906.0,26.2%
MIT_CritData-GBCF,322695,336653.0,337631,18985.0,14936,4049.0,27.1%
DDS-NBDS,322695,336653.0,337631,18985.0,14936,4049.0,27.1%
LANL-GrowthRate,322695,336674.5,337631,19006.5,14936,4070.5,27.3%
UMich-RidgeTfReg,322695,336762.8,337631,19094.8,14936,4158.8,27.8%
Microsoft-DeepSTIA,322695,336837.0,337631,19169.0,14936,4233.0,28.3%
IowaStateLW-STEM,322695,337627.0,337631,19959.0,14936,5023.0,33.6%
TTU-squider,322695,338112.2,337631,20444.2,14936,5508.2,36.9%
AIpert-pwllnod,322695,338962.8,337631,21294.8,14936,6358.8,42.6%
IBF-TimeSeries,322695,340842.0,337631,23174.0,14936,8238.0,55.2%
WalmartLabsML-LogForecasting,322695,322014.5,337631,4346.5,14936,-10589.5,-70.9%
Covid19Sim-Simulator,322695,321032.9,337631,3364.9,14936,-11571.1,-77.5%
UCM_MESALab-FoGSEIR,322695,347621.0,337631,29953.0,14936,15017.0,100.5%
CMU-TimeSeries,322695,,337631,,14936,,
Google_Harvard-CPF,322695,,337631,,14936,,
UCSB-ACTS,322695,,337631,,14936,,
Wadhwani_AI-BayesOpt,322695,,337631,,14936,,
