,total_deaths_2020-06-07,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IHME-CurveFit,113602,119433.9,122457,8919.9,8855,64.9,0.7%
MOBS-GLEAM_COVID,113602,119236.1,122457,8722.1,8855,-132.9,-1.5%
OliverWyman-Navigator,113602,119565.9,122457,9051.9,8855,196.9,2.2%
UCLA-SuEIR,113602,119657.1,122457,9143.1,8855,288.1,3.3%
UT-Mobility,113602,118853.8,122457,8339.8,8855,-515.2,-5.8%
GT-DeepCOVID,113602,120324.9,122457,9810.9,8855,955.9,10.8%
UMass-MechBayes,113602,120503.0,122457,9989.0,8855,1134.0,12.8%
YYG-ParamSearch,113602,120566.4,122457,10052.4,8855,1197.4,13.5%
COVIDhub-ensemble,113602,120787.5,122457,10273.5,8855,1418.5,16.0%
CovidAnalytics-DELPHI,113602,120996.0,122457,10482.0,8855,1627.0,18.4%
LANL-GrowthRate,113602,121041.5,122457,10527.5,8855,1672.5,18.9%
PSI-DRAFT,113602,117560.0,122457,7046.0,8855,-1809.0,-20.4%
IowaStateLW-STEM,113602,121424.0,122457,10910.0,8855,2055.0,23.2%
COVIDhub-baseline,113602,121853.9,122457,11339.9,8855,2484.9,28.1%
Baseline,113602,121903.9,122457,11389.9,8855,2534.9,28.6%
CU-select,113602,122225.0,122457,11711.0,8855,2856.0,32.3%
Covid19Sim-Simulator,113602,113643.2,122457,3129.2,8855,-5725.8,-64.7%
USACE-ERDC_SEIR,113602,113275.9,122457,2761.9,8855,-6093.1,-68.8%
JHU_IDD-CovidSP,113602,125513.1,122457,14999.1,8855,6144.1,69.4%
UA-EpiCovDA,113602,125816.0,122457,15302.0,8855,6447.0,72.8%
Auquan-SEIR,113602,153500.0,122457,42986.0,8855,34131.0,385.4%
CovidActNow-SEIR_CAN,113602,247828.0,122457,137314.0,8855,128459.0,1450.7%
GT_CHHS-COVID19,113602,,122457,,8855,,
NotreDame-FRED,113602,,122457,,8855,,
SWC-TerminusCM,113602,,122457,,8855,,
