,count,mean,median,std,min,25%,75%,max
UMass-MechBayes,51,35.5,12.0,55.9,0.0,5.0,33.0,213.0
YYG-ParamSearch,51,39.0,18.5,48.8,0.3,5.2,45.7,217.3
COVIDhub-ensemble,51,45.0,15.5,54.0,0.2,5.8,65.2,207.4
OliverWyman-Navigator,47,50.2,19.0,68.9,0.0,4.6,62.7,304.0
UT-Mobility,51,53.4,22.9,84.8,0.1,7.0,54.7,449.0
LANL-GrowthRate,51,56.2,20.9,85.2,0.3,5.6,64.6,454.6
UCLA-SuEIR,51,58.3,26.1,78.8,0.5,5.5,70.8,305.3
MOBS-GLEAM_COVID,50,66.1,23.9,77.5,0.5,9.9,100.2,249.4
IHME-CurveFit,51,66.6,34.3,74.2,0.6,9.2,102.5,266.1
COVIDhub-baseline,51,68.7,25.0,112.1,0.0,8.5,66.5,503.0
Baseline,51,71.4,24.7,124.0,0.0,7.0,60.9,590.3
CovidAnalytics-DELPHI,51,84.7,31.0,112.7,1.0,10.0,122.5,513.0
IowaStateLW-STEM,49,89.9,39.0,128.4,1.0,9.5,92.0,611.0
CU-select,51,101.8,43.0,148.8,0.0,7.0,124.0,764.0
SWC-TerminusCM,47,103.4,44.0,136.9,1.0,16.5,120.0,524.0
Covid19Sim-Simulator,51,113.9,46.0,159.6,0.2,8.7,125.5,673.3
CovidActNow-SEIR_CAN,51,115.2,64.4,136.4,0.2,19.2,154.5,777.1
JHU_IDD-CovidSP,51,133.2,58.3,177.1,2.5,27.7,163.4,855.7
USACE-ERDC_SEIR,51,149.7,32.4,287.1,0.5,8.6,150.8,1484.9
UA-EpiCovDA,51,164.1,51.0,253.4,1.0,21.5,197.5,1096.0
PSI-DRAFT,51,212.3,56.0,564.2,1.0,12.0,183.5,3437.5
Auquan-SEIR,51,529.4,264.0,733.9,5.0,90.0,619.0,4158.0
