,count,mean,median,std,min,25%,75%,max
UMass-MechBayes,51,13.6,6.0,19.4,0.0,2.0,15.5,71.0
YYG-ParamSearch,51,14.8,7.8,19.8,0.2,2.1,19.1,76.9
UCLA-SuEIR,51,16.2,8.3,21.9,0.1,3.5,18.3,104.7
OliverWyman-Navigator,51,18.5,8.3,24.0,0.0,2.6,26.3,103.0
Baseline,51,21.9,6.3,34.9,0.0,1.9,26.4,164.6
COVIDhub-ensemble,51,22.7,13.6,25.5,0.1,2.5,37.1,93.8
UA-EpiCovDA,51,23.9,8.0,29.8,0.0,3.0,43.0,114.0
MOBS-GLEAM_COVID,50,25.5,9.8,30.7,0.1,2.8,38.6,113.6
UT-Mobility,51,29.1,9.0,54.9,0.0,3.0,30.0,313.0
LANL-GrowthRate,51,30.9,14.6,41.6,0.3,3.3,38.1,213.7
COVIDhub-baseline,51,31.1,15.0,49.8,0.0,2.5,32.0,263.0
PSI-DRAFT,51,34.5,11.0,84.8,0.0,4.0,32.0,590.5
CovidAnalytics-DELPHI,51,38.9,20.0,51.6,0.0,3.5,56.5,273.0
IHME-CurveFit,51,39.0,13.4,54.0,0.1,4.6,51.6,198.6
JHU_IDD-CovidSP,51,39.8,15.4,57.5,0.2,6.3,53.4,333.1
CU-select,51,43.1,17.0,61.0,0.0,3.5,49.0,267.0
Covid19Sim-Simulator,51,52.2,26.4,66.0,0.0,6.5,67.8,302.2
CovidActNow-SEIR_CAN,51,55.5,17.2,89.1,0.1,6.6,58.3,494.7
IowaStateLW-STEM,49,61.8,22.0,96.0,0.0,4.5,69.5,447.0
USACE-ERDC_SEIR,51,111.4,42.9,185.6,0.1,3.2,142.9,1145.4
SWC-TerminusCM,51,154.4,14.0,887.9,0.0,3.5,30.5,6359.0
Auquan-SEIR,51,325.1,167.0,465.5,3.0,63.5,398.5,2615.0
