,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51,9086.6,1554.9,16956.6,0.0,100.6,13326.9,89920.0
UT-Mobility,51,16854.9,863.6,41662.7,0.0,136.7,10332.9,201582.5
UCLA-SuEIR,51,17403.1,446.5,36048.0,0.0,58.5,11641.9,147850.2
COVIDhub-ensemble,51,19444.7,1651.3,42828.4,0.0,140.5,15247.1,191377.1
LANL-GrowthRate,51,20417.6,2039.6,49428.4,0.0,92.3,11678.4,254969.4
MOBS-GLEAM_COVID,50,22887.9,1621.8,41593.6,0.2,83.0,36702.5,209188.1
UMass-MechBayes,51,23712.7,3364.0,45923.4,0.0,90.5,24658.0,197136.0
CovidAnalytics-DELPHI,51,28864.5,961.0,66871.8,0.0,44.5,25744.0,393129.0
Baseline,51,33921.6,3216.5,81932.7,0.0,194.1,22106.5,517166.4
COVIDhub-baseline,51,46030.1,3028.6,154242.4,0.1,227.9,22800.7,1081532.1
IHME-CurveFit,51,56238.1,1605.1,179737.6,0.2,128.7,34919.3,1228187.4
CovidActNow-SEIR_CAN,51,63514.9,8625.4,195145.7,1.7,1019.6,33939.7,1321932.7
SWC-TerminusCM,48,64300.1,2601.0,248180.2,0.0,134.5,23185.0,1729225.0
IowaStateLW-STEM,49,69119.8,3969.0,269517.8,1.0,518.5,26084.5,1893376.0
Covid19Sim-Simulator,51,70115.2,5602.1,159234.3,0.0,104.2,28484.0,688929.7
PSI-DRAFT,51,76416.6,1369.0,334853.8,0.0,65.0,9904.2,2130140.2
UA-EpiCovDA,51,89813.6,7225.0,176424.3,4.0,506.5,120434.0,1071225.0
JHU_IDD-CovidSP,51,155833.1,24443.2,381862.6,1.5,3451.0,97495.7,2276759.1
CU-select,50,202058.8,3844.0,789281.0,0.0,580.0,33128.0,5299204.0
USACE-ERDC_SEIR,51,205658.1,3161.3,726110.3,0.3,96.2,49821.0,4681999.3
Auquan-SEIR,51,658619.4,16900.0,3243327.1,25.0,1850.0,194650.0,23097636.0
