,total_deaths_2020-12-20,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
JHU_CSSE-DECOM,322695,398130.0,402962,80462.0,80267,195.0,0.2%
GT-DeepCOVID,322695,397296.5,402962,79628.5,80267,-638.5,-0.8%
MIT_CritData-GBCF,322695,399142.0,402962,81474.0,80267,1207.0,1.5%
COVIDhub-ensemble,322695,399201.0,402962,81533.0,80267,1266.0,1.6%
OliverWyman-Navigator,322695,399201.2,402962,81533.2,80267,1266.2,1.6%
IBF-TimeSeries,322695,399321.0,402962,81653.0,80267,1386.0,1.7%
MOBS-GLEAM_COVID,322695,399404.6,402962,81736.6,80267,1469.6,1.8%
LNQ-ens1,322695,400117.6,402962,82449.6,80267,2182.6,2.7%
QJHong-Encounter,322695,395733.9,402962,78065.9,80267,-2201.1,-2.7%
Karlen-pypm,322695,400204.7,402962,82536.7,80267,2269.7,2.8%
LANL-GrowthRate,322695,400637.0,402962,82969.0,80267,2702.0,3.4%
Caltech-CS156,322695,395108.2,402962,77440.2,80267,-2826.8,-3.5%
IowaStateLW-STEM,322695,400805.0,402962,83137.0,80267,2870.0,3.6%
SteveMcConnell-CovidComplete,322695,400838.0,402962,83170.0,80267,2903.0,3.6%
TTU-squider,322695,401610.2,402962,83942.2,80267,3675.2,4.6%
BPagano-RtDriven,322695,401904.8,402962,84236.8,80267,3969.8,4.9%
USC-SI_kJalpha,322695,401905.0,402962,84237.0,80267,3970.0,4.9%
UCSD_NEU-DeepGLEAM,322695,402058.6,402962,84390.6,80267,4123.6,5.1%
CU-select,322695,392608.0,402962,74940.0,80267,-5327.0,-6.6%
RobertWalraven-ESG,322695,404587.8,402962,86919.8,80267,6652.8,8.3%
DDS-NBDS,322695,389650.3,402962,71982.3,80267,-8284.7,-10.3%
JHUAPL-Bucky,322695,389417.0,402962,71749.0,80267,-8518.0,-10.6%
COVIDhub-baseline,322695,389167.3,402962,71499.3,80267,-8767.7,-10.9%
IHME-CurveFit,322695,406925.8,402962,89257.8,80267,8990.8,11.2%
Baseline,322695,388543.0,402962,70875.0,80267,-9392.0,-11.7%
Microsoft-DeepSTIA,322695,408062.8,402962,90394.8,80267,10127.8,12.6%
UMich-RidgeTfReg,322695,408205.4,402962,90537.4,80267,10270.4,12.8%
UT-Mobility,322695,410129.0,402962,92461.0,80267,12194.0,15.2%
JCB-PRM,322695,410724.6,402962,93056.6,80267,12789.6,15.9%
UMass-MechBayes,322695,385022.0,402962,67354.0,80267,-12913.0,-16.1%
PSI-DRAFT,322695,384976.5,402962,67308.5,80267,-12958.5,-16.1%
CovidAnalytics-DELPHI,322695,384735.0,402962,67067.0,80267,-13200.0,-16.4%
UCLA-SuEIR,322695,384386.0,402962,66718.0,80267,-13549.0,-16.9%
Covid19Sim-Simulator,322695,382298.0,402962,64630.0,80267,-15637.0,-19.5%
epiforecasts-ensemble1,322695,382231.2,402962,64563.2,80267,-15703.8,-19.6%
JHU_IDD-CovidSP,322695,413902.3,402962,96234.3,80267,15967.3,19.9%
Columbia_UNC-SurvCon,322695,415955.0,402962,98287.0,80267,18020.0,22.5%
UA-EpiCovDA,322695,376895.0,402962,59227.0,80267,-21040.0,-26.2%
RPI_UW-Mob_Collision,322695,371931.5,402962,54263.5,80267,-26003.5,-32.4%
AIpert-pwllnod,322695,439519.7,402962,121851.7,80267,41584.7,51.8%
UCM_MESALab-FoGSEIR,322695,442638.0,402962,124970.0,80267,44703.0,55.7%
WalmartLabsML-LogForecasting,322695,338213.8,402962,20545.8,80267,-59721.2,-74.4%
CMU-TimeSeries,322695,,402962,,80267,,
Google_Harvard-CPF,322695,,402962,,80267,,
UCSB-ACTS,322695,,402962,,80267,,
Wadhwani_AI-BayesOpt,322695,,402962,,80267,,
