,count,mean,median,std,min,25%,75%,max
UCSD_NEU-DeepGLEAM,50,118655.3,4386.5,438859.4,8.7,733.4,27983.7,3054981.4
AIpert-pwllnod,51,124401.4,8675.6,331341.6,2.3,927.1,51525.6,2064088.6
MOBS-GLEAM_COVID,50,127043.1,4320.3,475700.7,3.1,320.3,30270.9,3317349.9
GT-DeepCOVID,49,129673.8,7758.6,363985.4,4.0,647.1,50210.5,2383308.3
Karlen-pypm,51,130472.5,3881.3,438874.0,0.1,824.3,33314.3,2900549.6
UChicagoCHATTOPADHYAY-UnIT,51,133156.1,5548.1,491170.7,1.8,589.6,26525.9,3349640.2
OliverWyman-Navigator,51,138528.9,6573.9,562979.1,0.7,856.2,29055.6,3937920.8
Google_Harvard-CPF,51,143457.2,4477.0,482849.1,0.3,1509.1,29952.9,3139575.6
IowaStateLW-STEM,49,151855.9,7225.0,511251.6,0.0,295.8,35746.0,3367225.0
UMich-RidgeTfReg,50,164077.2,13817.1,430519.5,25.6,1297.2,67477.1,2720226.8
JHU_IDD-CovidSP,51,173208.5,12277.9,468717.8,0.5,1116.9,99622.0,2675186.6
CMU-TimeSeries,51,189441.5,12996.0,547158.9,9.0,1562.5,81666.5,3341584.0
LNQ-ens1,51,196658.0,18851.0,563865.3,16.0,3296.3,83069.0,3623261.6
CEID-Walk,51,197843.4,9009.8,676787.8,0.9,1306.1,59722.7,4625656.7
SteveMcConnell-CovidComplete,51,205962.4,17689.0,649744.8,1.0,1562.5,60782.5,4347225.0
Caltech-CS156,51,207084.1,8347.3,599581.2,4.6,815.4,100489.3,3559296.3
COVIDhub-baseline,51,208220.1,9409.0,723448.1,0.0,963.1,49968.5,4919480.6
COVIDhub-ensemble,51,212078.0,5776.0,712722.9,0.0,872.5,55892.0,4769856.0
UMass-MechBayes,51,214495.0,9801.0,746764.5,9.0,1600.0,74180.0,5062500.0
Wadhwani_AI-BayesOpt,44,220293.4,8471.6,829029.2,0.7,673.0,63844.3,5591091.2
MIT_CritData-GBCF,51,230301.1,8464.0,731360.8,36.0,704.5,76140.5,4260096.0
UCSB-ACTS,51,232981.5,29839.1,666441.2,5.9,3118.0,180670.4,4357287.3
Baseline,51,234242.0,5929.0,836994.2,0.0,1034.6,60869.0,5733972.3
UCLA-SuEIR,51,252229.0,9001.2,805665.7,0.2,1304.2,75023.3,5411977.8
USC-SI_kJalpha,51,263403.0,19044.0,811542.0,1.0,1642.5,100585.0,5336100.0
LANL-GrowthRate,51,266869.1,8464.0,1159161.2,36.0,3782.5,72650.5,8208225.0
Microsoft-DeepSTIA,50,270011.8,3264.4,1175898.4,0.1,117.7,50918.8,8228751.5
PSI-DRAFT,51,276455.8,14400.0,787765.4,1.0,576.0,73441.0,4441556.2
Covid19Sim-Simulator,51,277370.6,21715.3,804415.6,0.6,1045.7,164520.8,4125632.0
DDS-NBDS,51,287017.5,9871.9,1007622.8,0.1,2411.5,121784.8,6897191.2
CovidAnalytics-DELPHI,51,295905.9,13225.0,940297.4,0.0,1484.5,105252.5,5373124.0
epiforecasts-ensemble1,49,318856.8,10356.4,877290.2,0.0,735.0,116248.3,4476747.2
UA-EpiCovDA,51,346194.6,14641.0,1087346.2,1.0,1024.0,119870.5,7123561.0
Columbia_UNC-SurvCon,51,361236.3,24649.0,1269437.9,1.0,4489.0,133280.5,8844676.0
RobertWalraven-ESG,51,366207.4,25112.7,1040844.8,3.1,3362.8,209015.5,6606442.1
TTU-squider,51,378426.6,40839.6,936692.8,30.0,4399.8,372071.1,6194623.2
BPagano-RtDriven,51,401084.5,8851.2,1981219.5,1.3,950.0,51194.8,14080896.0
JHUAPL-Bucky,51,527825.4,20767.0,2229593.3,0.5,2190.1,141745.2,15595466.6
CU-select,51,571535.2,65536.0,2169868.1,1.0,7650.0,293885.0,15366400.0
MITCovAlliance-SIR,51,753179.0,32568.6,3839209.5,5.6,3076.9,128757.1,27350180.5
WalmartLabsML-LogForecasting,51,1302110.2,113448.0,4588478.5,4.2,15063.2,651916.2,31836670.6
