,total_deaths_2020-12-27,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
JCB-PRM,339061,395985.3,402962,62867.3,63901,-1033.7,-1.6%
IowaStateLW-STEM,339061,395500.0,402962,62382.0,63901,-1519.0,-2.4%
Columbia_UNC-SurvCon,339061,395196.0,402962,62078.0,63901,-1823.0,-2.9%
JHU_IDD-CovidSP,339061,394400.8,402962,61282.8,63901,-2618.2,-4.1%
QJHong-Encounter,339061,393689.6,402962,60571.6,63901,-3329.4,-5.2%
LANL-GrowthRate,339061,401094.5,402962,67976.5,63901,4075.5,6.4%
TTU-squider,339061,402157.6,402962,69039.6,63901,5138.6,8.0%
BPagano-RtDriven,339061,391821.7,402962,58703.7,63901,-5197.3,-8.1%
GT-DeepCOVID,339061,391252.2,402962,58134.2,63901,-5766.8,-9.0%
Covid19Sim-Simulator,339061,390303.7,402962,57185.7,63901,-6715.3,-10.5%
Karlen-pypm,339061,389452.7,402962,56334.7,63901,-7566.3,-11.8%
IBF-TimeSeries,339061,388680.0,402962,55562.0,63901,-8339.0,-13.0%
DDS-NBDS,339061,388287.5,402962,55169.5,63901,-8731.5,-13.7%
IHME-CurveFit,339061,405923.9,402962,72805.9,63901,8904.9,13.9%
Microsoft-DeepSTIA,339061,387865.7,402962,54747.7,63901,-9153.3,-14.3%
MOBS-GLEAM_COVID,339061,387797.0,402962,54679.0,63901,-9222.0,-14.4%
JHU_CSSE-DECOM,339061,386975.0,402962,53857.0,63901,-10044.0,-15.7%
OliverWyman-Navigator,339061,385800.4,402962,52682.4,63901,-11218.6,-17.6%
COVIDhub-ensemble,339061,385800.0,402962,52682.0,63901,-11219.0,-17.6%
USC-SI_kJalpha,339061,385757.0,402962,52639.0,63901,-11262.0,-17.6%
Caltech-CS156,339061,384442.2,402962,51324.2,63901,-12576.8,-19.7%
PSI-DRAFT,339061,384102.5,402962,50984.5,63901,-12916.5,-20.2%
UCSD_NEU-DeepGLEAM,339061,383887.7,402962,50769.7,63901,-13131.3,-20.5%
MIT_CritData-GBCF,339061,383024.0,402962,49906.0,63901,-13995.0,-21.9%
CovidAnalytics-DELPHI,339061,381450.0,402962,48332.0,63901,-15569.0,-24.4%
UCM_MESALab-FoGSEIR,339061,381384.0,402962,48266.0,63901,-15635.0,-24.5%
UMich-RidgeTfReg,339061,380283.5,402962,47165.5,63901,-16735.5,-26.2%
CEID-Walk,339061,379838.1,402962,46720.1,63901,-17180.9,-26.9%
LNQ-ens1,339061,379207.2,402962,46089.2,63901,-17811.8,-27.9%
COVIDhub-baseline,339061,379153.4,402962,46035.4,63901,-17865.6,-28.0%
RobertWalraven-ESG,339061,379100.6,402962,45982.6,63901,-17918.4,-28.0%
UMass-MechBayes,339061,378179.0,402962,45061.0,63901,-18840.0,-29.5%
Baseline,339061,377260.9,402962,44142.9,63901,-19758.1,-30.9%
SteveMcConnell-CovidComplete,339061,376876.0,402962,43758.0,63901,-20143.0,-31.5%
JHUAPL-Bucky,339061,373212.4,402962,40094.4,63901,-23806.6,-37.3%
epiforecasts-ensemble1,339061,371630.3,402962,38512.3,63901,-25388.7,-39.7%
CU-select,339061,371626.0,402962,38508.0,63901,-25393.0,-39.7%
RPI_UW-Mob_Collision,339061,371530.2,402962,38412.2,63901,-25488.8,-39.9%
UA-EpiCovDA,339061,364164.0,402962,31046.0,63901,-32855.0,-51.4%
UCLA-SuEIR,339061,361089.5,402962,27971.5,63901,-35929.5,-56.2%
AIpert-pwllnod,339061,354361.1,402962,21243.1,63901,-42657.9,-66.8%
CMU-TimeSeries,339061,,402962,,63901,,
Google_Harvard-CPF,339061,,402962,,63901,,
UCSB-ACTS,339061,,402962,,63901,,
