,total_deaths_2020-12-13,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IBF-TimeSeries,303457,398491.0,402962,99323.0,99505,-182.0,-0.2%
IowaStateLW-STEM,303457,399178.0,402962,100010.0,99505,505.0,0.5%
QJHong-Encounter,303457,393798.6,402962,94630.6,99505,-4874.4,-4.9%
Karlen-pypm,303457,406807.4,402962,107639.4,99505,8134.4,8.2%
Columbia_UNC-SurvCon,303457,407089.0,402962,107921.0,99505,8416.0,8.5%
LANL-GrowthRate,303457,408731.0,402962,109563.0,99505,10058.0,10.1%
JCB-PRM,303457,409903.4,402962,110735.4,99505,11230.4,11.3%
CovidAnalytics-DELPHI,303457,384943.0,402962,85775.0,99505,-13730.0,-13.8%
COVIDhub-baseline,303457,380977.7,402962,81809.7,99505,-17695.3,-17.8%
Baseline,303457,380870.0,402962,81702.0,99505,-17803.0,-17.9%
JHUAPL-Bucky,303457,379227.5,402962,80059.5,99505,-19445.5,-19.5%
Covid19Sim-Simulator,303457,375983.9,402962,76815.9,99505,-22689.1,-22.8%
UCM_MESALab-FoGSEIR,303457,423960.0,402962,124792.0,99505,25287.0,25.4%
UCLA-SuEIR,303457,371630.8,402962,72462.8,99505,-27042.2,-27.2%
IHME-CurveFit,303457,370628.3,402962,71460.3,99505,-28044.7,-28.2%
JHU_IDD-CovidSP,303457,364202.6,402962,65034.6,99505,-34470.4,-34.6%
PSI-DRAFT,303457,447699.0,402962,148531.0,99505,49026.0,49.3%
NotreDame-mobility,303457,345577.5,402962,46409.5,99505,-53095.5,-53.4%
WalmartLabsML-LogForecasting,303457,323658.3,402962,24490.3,99505,-75014.7,-75.4%
Wadhwani_AI-BayesOpt,303457,,402962,,99505,,
