,total_deaths_2020-11-22,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
QJHong-Encounter,258704,406369.6,402962,149587.6,144258,5329.6,3.7%
Covid19Sim-Simulator,258704,407923.3,402962,151141.3,144258,6883.3,4.8%
JCB-PRM,258704,408210.7,402962,151428.7,144258,7170.7,5.0%
IHME-CurveFit,258704,377543.6,402962,120761.6,144258,-23496.4,-16.3%
IBF-TimeSeries,258704,363078.0,402962,106296.0,144258,-37962.0,-26.3%
JHUAPL-Bucky,258704,441458.4,402962,184676.4,144258,40418.4,28.0%
Columbia_UNC-SurvCon,258704,445734.0,402962,188952.0,144258,44694.0,31.0%
IowaStateLW-STEM,258704,354383.0,402962,97601.0,144258,-46657.0,-32.3%
UCLA-SuEIR,258704,351808.6,402962,95026.6,144258,-49231.4,-34.1%
Baseline,258704,339871.3,402962,83089.3,144258,-61168.7,-42.4%
USACE-ERDC_SEIR,258704,462958.0,402962,206176.0,144258,61918.0,42.9%
COVIDhub-baseline,258704,338087.5,402962,81305.5,144258,-62952.5,-43.6%
WalmartLabsML-LogForecasting,258704,284882.7,402962,28100.7,144258,-116157.3,-80.5%
