,predicted_cases,actual_cases,error,perc_error
Columbia_UNC-SurvCon,912455.0,906028,6427.0,0.7%
JHU_CSSE-DECOM,892633.0,906028,-13395.0,-1.5%
QJHong-Encounter,869392.7,906028,-36635.3,-4.0%
COVIDhub-trained_ensemble,863291.0,906028,-42737.0,-4.7%
MOBS-GLEAM_COVID,854980.8,906028,-51047.2,-5.6%
OneQuietNight-ML,851438.0,906028,-54590.0,-6.0%
Covid19Sim-Simulator,848770.2,906028,-57257.8,-6.3%
USC-SI_kJalpha,832515.0,906028,-73513.0,-8.1%
IowaStateLW-STEM,991335.0,906028,85307.0,9.4%
UVA-Ensemble,820171.0,906028,-85857.0,-9.5%
COVIDhub-baseline,996726.0,906028,90698.0,10.0%
COVIDhub-ensemble,811798.0,906028,-94230.0,-10.4%
FDANIHASU-Sweight,810203.9,906028,-95824.1,-10.6%
LNQ-ens1,809795.4,906028,-96232.6,-10.6%
UCF-AEM,807543.0,906028,-98485.0,-10.9%
MIT_ISOLAT-Mixtures,806487.6,906028,-99540.4,-11.0%
Microsoft-DeepSTIA,790259.5,906028,-115768.5,-12.8%
BPagano-RtDriven,781433.5,906028,-124594.5,-13.8%
IBF-TimeSeries,779414.0,906028,-126614.0,-14.0%
SigSci-TS,771485.0,906028,-134543.0,-14.8%
UpstateSU-GRU,760861.4,906028,-145166.6,-16.0%
CovidAnalytics-DELPHI,759310.0,906028,-146718.0,-16.2%
TTU-squider,1053605.5,906028,147577.5,16.3%
UChicagoCHATTOPADHYAY-UnIT,748488.5,906028,-157539.5,-17.4%
IEM_MED-CovidProject,726896.3,906028,-179131.7,-19.8%
JHU_IDD-CovidSP,1088938.1,906028,182910.1,20.2%
CU-select,720699.0,906028,-185329.0,-20.5%
Karlen-pypm,713171.2,906028,-192856.8,-21.3%
JHUAPL-Bucky,705439.1,906028,-200588.9,-22.1%
OliverWyman-Navigator,704947.0,906028,-201081.0,-22.2%
IUPUI-HkPrMobiDyR,1131626.3,906028,225598.3,24.9%
UCLA-SuEIR,1139023.0,906028,232995.0,25.7%
RobertWalraven-ESG,651987.3,906028,-254040.7,-28.0%
LANL-GrowthRate,615515.5,906028,-290512.5,-32.1%
CEID-Walk,1339113.8,906028,433085.8,47.8%
UMich-RidgeTfReg,1641323.6,906028,735295.6,81.2%
DDS-NBDS,2730428.2,906028,1824400.2,201.4%
Google_Harvard-CPF,,906028,,
JHU_UNC_GAS-StatMechPool,,906028,,
