,predicted_cases,actual_cases,error,perc_error
CovidAnalytics-DELPHI,1387826.0,1378735,9091.0,0.7%
Microsoft-DeepSTIA,1351180.2,1378735,-27554.8,-2.0%
Covid19Sim-Simulator,1350144.7,1378735,-28590.3,-2.1%
BPagano-RtDriven,1420766.8,1378735,42031.8,3.0%
JHUAPL-Bucky,1425663.2,1378735,46928.2,3.4%
LNQ-ens1,1330135.6,1378735,-48599.4,-3.5%
Karlen-pypm,1281159.3,1378735,-97575.7,-7.1%
COVIDhub-ensemble,1487022.0,1378735,108287.0,7.9%
UVA-Ensemble,1504365.9,1378735,125630.9,9.1%
CU-select,1505608.0,1378735,126873.0,9.2%
FDANIHASU-Sweight,1509019.0,1378735,130284.0,9.4%
USC-SI_kJalpha,1516356.0,1378735,137621.0,10.0%
IEM_MED-CovidProject,1227583.5,1378735,-151151.5,-11.0%
SigSci-TS,1550160.0,1378735,171425.0,12.4%
UCF-AEM,1578420.0,1378735,199685.0,14.5%
UMich-RidgeTfReg,1175796.6,1378735,-202938.4,-14.7%
RobertWalraven-ESG,1165346.7,1378735,-213388.3,-15.5%
Columbia_UNC-SurvCon,1641128.0,1378735,262393.0,19.0%
MIT_ISOLAT-Mixtures,1658483.4,1378735,279748.4,20.3%
UpstateSU-GRU,1661732.6,1378735,282997.6,20.5%
OneQuietNight-ML,1059579.0,1378735,-319156.0,-23.1%
JHU_CSSE-DECOM,1722263.0,1378735,343528.0,24.9%
QJHong-Encounter,1729488.8,1378735,350753.8,25.4%
OliverWyman-Navigator,1739870.0,1378735,361135.0,26.2%
LANL-GrowthRate,994163.5,1378735,-384571.5,-27.9%
TTU-squider,1803548.9,1378735,424813.9,30.8%
COVIDhub-baseline,1972671.0,1378735,593936.0,43.1%
CEID-Walk,1990802.0,1378735,612067.0,44.4%
IowaStateLW-STEM,2008976.0,1378735,630241.0,45.7%
MOBS-GLEAM_COVID,2016757.7,1378735,638022.7,46.3%
IBF-TimeSeries,2120138.0,1378735,741403.0,53.8%
JHU_IDD-CovidSP,2196581.5,1378735,817846.5,59.3%
COVIDhub-trained_ensemble,2424305.0,1378735,1045570.0,75.8%
Google_Harvard-CPF,,1378735,,
JHU_UNC_GAS-StatMechPool,,1378735,,
