,predicted_cases,actual_cases,error,perc_error
QJHong-Encounter,426214.9,426982,-767.1,-0.2%
Microsoft-DeepSTIA,430091.1,426982,3109.1,0.7%
COVIDhub-ensemble,423517.0,426982,-3465.0,-0.8%
Geneva-DetGrowth,421233.3,426982,-5748.7,-1.3%
UCF-AEM,436414.0,426982,9432.0,2.2%
LNQ-ens1,437747.6,426982,10765.6,2.5%
Columbia_UNC-SurvCon,415453.0,426982,-11529.0,-2.7%
IEM_MED-CovidProject,414578.3,426982,-12403.7,-2.9%
LANL-GrowthRate,413766.5,426982,-13215.5,-3.1%
TTU-squider,442185.8,426982,15203.8,3.6%
BPagano-RtDriven,411633.9,426982,-15348.1,-3.6%
FDANIHASU-Sweight,407346.6,426982,-19635.4,-4.6%
USC-SI_kJalpha,449508.0,426982,22526.0,5.3%
OliverWyman-Navigator,403254.0,426982,-23728.0,-5.6%
UChicagoCHATTOPADHYAY-UnIT,452530.0,426982,25548.0,6.0%
IBF-TimeSeries,453249.0,426982,26267.0,6.2%
Covid19Sim-Simulator,453362.3,426982,26380.3,6.2%
JHUAPL-Bucky,458755.5,426982,31773.5,7.4%
UMich-RidgeTfReg,459301.4,426982,32319.4,7.6%
JHU_CSSE-DECOM,462305.0,426982,35323.0,8.3%
CU-select,391634.0,426982,-35348.0,-8.3%
COVIDhub-trained_ensemble,389043.0,426982,-37939.0,-8.9%
Karlen-pypm,388908.4,426982,-38073.6,-8.9%
UVA-Ensemble,388545.1,426982,-38436.9,-9.0%
SigSci-TS,465489.0,426982,38507.0,9.0%
MOBS-GLEAM_COVID,381786.8,426982,-45195.2,-10.6%
COVIDhub-baseline,476845.0,426982,49863.0,11.7%
CEID-Walk,486534.3,426982,59552.3,13.9%
UpstateSU-GRU,359996.4,426982,-66985.6,-15.7%
RobertWalraven-ESG,349702.2,426982,-77279.8,-18.1%
IowaStateLW-STEM,505309.0,426982,78327.0,18.3%
JHU_IDD-CovidSP,347173.8,426982,-79808.2,-18.7%
MIT_ISOLAT-Mixtures,320576.0,426982,-106406.0,-24.9%
UCLA-SuEIR,539291.8,426982,112309.8,26.3%
CovidAnalytics-DELPHI,314206.0,426982,-112776.0,-26.4%
DDS-NBDS,648481.9,426982,221499.9,51.9%
OneQuietNight-ML,187808.0,426982,-239174.0,-56.0%
Google_Harvard-CPF,,426982,,
JHU_UNC_GAS-StatMechPool,,426982,,
