,predicted_cases,actual_cases,error,perc_error
LANL-GrowthRate,2091012.0,2041921,49091.0,2.4%
IEM_MED-CovidProject,2110152.7,2041921,68231.7,3.3%
Karlen-pypm,2162974.4,2041921,121053.4,5.9%
Columbia_UNC-SurvCon,2165218.0,2041921,123297.0,6.0%
RobertWalraven-ESG,2221134.0,2041921,179213.0,8.8%
CovidAnalytics-DELPHI,2227044.0,2041921,185123.0,9.1%
UpstateSU-GRU,2272767.8,2041921,230846.8,11.3%
Microsoft-DeepSTIA,2277355.9,2041921,235434.9,11.5%
BPagano-RtDriven,2288899.1,2041921,246978.1,12.1%
LNQ-ens1,2316894.3,2041921,274973.3,13.5%
UCLA-SuEIR,2351936.4,2041921,310015.4,15.2%
MIT_ISOLAT-Mixtures,2419520.7,2041921,377599.7,18.5%
JHUAPL-Bucky,2471625.5,2041921,429704.5,21.0%
USC-SI_kJalpha,2506078.0,2041921,464157.0,22.7%
COVIDhub-ensemble,2574290.0,2041921,532369.0,26.1%
OneQuietNight-ML,2641654.0,2041921,599733.0,29.4%
UCF-AEM,2671559.0,2041921,629638.0,30.8%
COVIDhub-trained_ensemble,2672192.0,2041921,630271.0,30.9%
JHU_IDD-CovidSP,2742194.7,2041921,700273.7,34.3%
UMich-RidgeTfReg,2786668.0,2041921,744747.0,36.5%
MOBS-GLEAM_COVID,2838569.8,2041921,796648.8,39.0%
TTU-squider,2842306.4,2041921,800385.4,39.2%
SigSci-TS,2847977.0,2041921,806056.0,39.5%
FDANIHASU-Sweight,2951104.8,2041921,909183.8,44.5%
QJHong-Encounter,2968171.5,2041921,926250.5,45.4%
JHU_CSSE-DECOM,2987805.0,2041921,945884.0,46.3%
IowaStateLW-STEM,3269419.0,2041921,1227498.0,60.1%
Covid19Sim-Simulator,3334801.9,2041921,1292880.9,63.3%
IBF-TimeSeries,3342121.0,2041921,1300200.0,63.7%
COVIDhub-baseline,3371608.0,2041921,1329687.0,65.1%
CEID-Walk,3430865.8,2041921,1388944.8,68.0%
CU-select,3541052.0,2041921,1499131.0,73.4%
DDS-NBDS,12047256.7,2041921,10005335.7,490.0%
Google_Harvard-CPF,,2041921,,
JHU_UNC_GAS-StatMechPool,,2041921,,
