,total_deaths_2020-08-02,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
YYG-ParamSearch,155637,168587.9,169575,13727.9,13938,-210.1,-1.5%
COVIDhub-ensemble,155637,169042.0,169575,14182.0,13938,244.0,1.8%
GT-DeepCOVID,155637,169121.1,169575,14261.1,13938,323.1,2.3%
Auquan-SEIR,155637,168389.0,169575,13529.0,13938,-409.0,-2.9%
JHU_IDD-CovidSP,155637,169339.1,169575,14479.1,13938,541.1,3.9%
Columbia_UNC-SurvCon,155637,168237.0,169575,13377.0,13938,-561.0,-4.0%
Baseline,155637,169577.9,169575,14717.9,13938,779.9,5.6%
IowaStateLW-STEM,155637,168010.0,169575,13150.0,13938,-788.0,-5.7%
UMass-MechBayes,155637,167800.0,169575,12940.0,13938,-998.0,-7.2%
OliverWyman-Navigator,155637,169837.8,169575,14977.8,13938,1039.8,7.5%
QJHong-Encounter,155637,170331.5,169575,15471.5,13938,1533.5,11.0%
COVIDhub-baseline,155637,170411.1,169575,15551.1,13938,1613.1,11.6%
CU-select,155637,170467.0,169575,15607.0,13938,1669.0,12.0%
JCB-PRM,155637,170521.7,169575,15661.7,13938,1723.7,12.4%
UCLA-SuEIR,155637,170872.4,169575,16012.4,13938,2074.4,14.9%
CovidAnalytics-DELPHI,155637,166385.0,169575,11525.0,13938,-2413.0,-17.3%
RPI_UW-Mob_Collision,155637,171215.2,169575,16355.2,13938,2417.2,17.3%
LNQ-ens1,155637,171375.8,169575,16515.8,13938,2577.8,18.5%
IHME-CurveFit,155637,166198.4,169575,11338.4,13938,-2599.6,-18.7%
USC-SI_kJalpha,155637,171537.0,169575,16677.0,13938,2739.0,19.7%
DDS-NBDS,155637,172146.9,169575,17286.9,13938,3348.9,24.0%
Covid19Sim-Simulator,155637,165102.9,169575,10242.9,13938,-3695.1,-26.5%
LANL-GrowthRate,155637,164635.8,169575,9775.8,13938,-4162.2,-29.9%
UMich-RidgeTfReg,155637,164573.7,169575,9713.7,13938,-4224.3,-30.3%
USACE-ERDC_SEIR,155637,173164.5,169575,18304.5,13938,4366.5,31.3%
MOBS-GLEAM_COVID,155637,173626.5,169575,18766.5,13938,4828.5,34.6%
RobertWalraven-ESG,155637,163916.3,169575,9056.3,13938,-4881.7,-35.0%
epiforecasts-ensemble1,155637,162642.0,169575,7782.0,13938,-6156.0,-44.2%
Karlen-pypm,155637,161853.9,169575,6993.9,13938,-6944.1,-49.8%
UCM_MESALab-FoGSEIR,155637,161740.0,169575,6880.0,13938,-7058.0,-50.6%
PSI-DRAFT,155637,176506.0,169575,21646.0,13938,7708.0,55.3%
NotreDame-mobility,155637,160353.8,169575,5493.8,13938,-8444.2,-60.6%
MITCovAlliance-SIR,155637,159860.9,169575,5000.9,13938,-8937.1,-64.1%
UT-Mobility,155637,177935.5,169575,23075.5,13938,9137.5,65.6%
UA-EpiCovDA,155637,159319.0,169575,4459.0,13938,-9479.0,-68.0%
STH-3PU,155637,178587.0,169575,23727.0,13938,9789.0,70.2%
CMU-TimeSeries,155637,,169575,,13938,,
GT_CHHS-COVID19,155637,,169575,,13938,,
NotreDame-FRED,155637,,169575,,13938,,
