,total_deaths_2020-07-26,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UA-EpiCovDA,147782,168575.0,169575,21640.0,21793,-153.0,-0.7%
MOBS-GLEAM_COVID,147782,168995.1,169575,22060.1,21793,267.1,1.2%
QJHong-Encounter,147782,169120.3,169575,22185.3,21793,392.3,1.8%
epiforecasts-ensemble1,147782,169215.0,169575,22280.0,21793,487.0,2.2%
LNQ-ens1,147782,167935.4,169575,21000.4,21793,-792.6,-3.6%
JHU_IDD-CovidSP,147782,169613.4,169575,22678.4,21793,885.4,4.1%
OliverWyman-Navigator,147782,167836.0,169575,20901.0,21793,-892.0,-4.1%
JCB-PRM,147782,170163.0,169575,23228.0,21793,1435.0,6.6%
COVIDhub-ensemble,147782,166748.0,169575,19813.0,21793,-1980.0,-9.1%
CovidAnalytics-DELPHI,147782,166701.0,169575,19766.0,21793,-2027.0,-9.3%
GT-DeepCOVID,147782,166585.3,169575,19650.3,21793,-2142.7,-9.8%
UCLA-SuEIR,147782,166420.3,169575,19485.3,21793,-2307.7,-10.6%
YYG-ParamSearch,147782,166145.2,169575,19210.2,21793,-2582.8,-11.9%
Columbia_UNC-SurvCon,147782,166005.0,169575,19070.0,21793,-2723.0,-12.5%
COVIDhub-baseline,147782,165495.7,169575,18560.7,21793,-3232.3,-14.8%
STH-3PU,147782,172018.0,169575,25083.0,21793,3290.0,15.1%
CU-select,147782,172209.0,169575,25274.0,21793,3481.0,16.0%
Baseline,147782,165223.6,169575,18288.6,21793,-3504.4,-16.1%
IHME-CurveFit,147782,165204.8,169575,18269.8,21793,-3523.2,-16.2%
UMass-MechBayes,147782,165062.0,169575,18127.0,21793,-3666.0,-16.8%
PSI-DRAFT,147782,173965.0,169575,27030.0,21793,5237.0,24.0%
USACE-ERDC_SEIR,147782,174105.5,169575,27170.5,21793,5377.5,24.7%
IowaStateLW-STEM,147782,163140.0,169575,16205.0,21793,-5588.0,-25.6%
Karlen-pypm,147782,162347.1,169575,15412.1,21793,-6380.9,-29.3%
USC-SI_kJalpha,147782,162283.0,169575,15348.0,21793,-6445.0,-29.6%
Covid19Sim-Simulator,147782,161265.6,169575,14330.6,21793,-7462.4,-34.2%
UMich-RidgeTfReg,147782,161112.2,169575,14177.2,21793,-7615.8,-34.9%
NotreDame-mobility,147782,160353.2,169575,13418.2,21793,-8374.8,-38.4%
RobertWalraven-ESG,147782,159901.0,169575,12966.0,21793,-8827.0,-40.5%
LANL-GrowthRate,147782,159814.4,169575,12879.4,21793,-8913.6,-40.9%
UCM_MESALab-FoGSEIR,147782,158955.0,169575,12020.0,21793,-9773.0,-44.8%
UT-Mobility,147782,179600.0,169575,32665.0,21793,10872.0,49.9%
DDS-NBDS,147782,182618.1,169575,35683.1,21793,13890.1,63.7%
MITCovAlliance-SIR,147782,153161.0,169575,6226.0,21793,-15567.0,-71.4%
CMU-TimeSeries,147782,,169575,,21793,,
GT_CHHS-COVID19,147782,,169575,,21793,,
NotreDame-FRED,147782,,169575,,21793,,
