,total_deaths_2020-08-09,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
YYG-ParamSearch,163058,169401.1,169575,6463.1,6517,-53.9,-0.8%
CEID-Walk,163058,169580.2,169575,6642.2,6517,125.2,1.9%
UCLA-SuEIR,163058,169279.0,169575,6341.0,6517,-176.0,-2.7%
Baseline,163058,169257.7,169575,6319.7,6517,-197.3,-3.0%
COVIDhub-baseline,163058,169687.0,169575,6749.0,6517,232.0,3.6%
RobertWalraven-ESG,163058,169197.3,169575,6259.3,6517,-257.7,-4.0%
OliverWyman-Navigator,163058,169121.5,169575,6183.5,6517,-333.5,-5.1%
USC-SI_kJalpha,163058,169795.0,169575,6857.0,6517,340.0,5.2%
RPI_UW-Mob_Collision,163058,169808.4,169575,6870.4,6517,353.4,5.4%
LNQ-ens1,163058,169904.1,169575,6966.1,6517,449.1,6.9%
MOBS-GLEAM_COVID,163058,168990.0,169575,6052.0,6517,-465.0,-7.1%
CU-select,163058,168938.0,169575,6000.0,6517,-517.0,-7.9%
STH-3PU,163058,169973.0,169575,7035.0,6517,518.0,7.9%
COVIDhub-ensemble,163058,168926.0,169575,5988.0,6517,-529.0,-8.1%
QJHong-Encounter,163058,169994.3,169575,7056.3,6517,539.3,8.3%
UMass-MechBayes,163058,168874.0,169575,5936.0,6517,-581.0,-8.9%
UA-EpiCovDA,163058,168841.0,169575,5903.0,6517,-614.0,-9.4%
PSI-DRAFT,163058,168788.5,169575,5850.5,6517,-666.5,-10.2%
GT-DeepCOVID,163058,170158.5,169575,7220.5,6517,703.5,10.8%
Columbia_UNC-SurvCon,163058,168730.0,169575,5792.0,6517,-725.0,-11.1%
JCB-PRM,163058,170346.1,169575,7408.1,6517,891.1,13.7%
Geneva-DetGrowth,163058,170692.9,169575,7754.9,6517,1237.9,19.0%
Auquan-SEIR,163058,170704.0,169575,7766.0,6517,1249.0,19.2%
LANL-GrowthRate,163058,167958.5,169575,5020.5,6517,-1496.5,-23.0%
JHU_IDD-CovidSP,163058,167948.2,169575,5010.2,6517,-1506.8,-23.1%
CovidAnalytics-DELPHI,163058,167947.0,169575,5009.0,6517,-1508.0,-23.1%
Karlen-pypm,163058,171010.2,169575,8072.2,6517,1555.2,23.9%
NotreDame-mobility,163058,167832.6,169575,4894.6,6517,-1622.4,-24.9%
IHME-CurveFit,163058,167770.7,169575,4832.7,6517,-1684.3,-25.8%
UMich-RidgeTfReg,163058,167696.7,169575,4758.7,6517,-1758.3,-27.0%
USACE-ERDC_SEIR,163058,171349.0,169575,8411.0,6517,1894.0,29.1%
DDS-NBDS,163058,171904.6,169575,8966.6,6517,2449.6,37.6%
UCM_MESALab-FoGSEIR,163058,164465.0,169575,1527.0,6517,-4990.0,-76.6%
epiforecasts-ensemble1,163058,164452.0,169575,1514.0,6517,-5003.0,-76.8%
CMU-TimeSeries,163058,,169575,,6517,,
GT_CHHS-COVID19,163058,,169575,,6517,,
NotreDame-FRED,163058,,169575,,6517,,
