,2020-11-23_2021-01-16,2020-11-30_2021-01-16,2020-12-07_2021-01-16,2020-12-14_2021-01-16,2020-12-21_2021-01-16,2020-12-28_2021-01-16,2021-01-04_2021-01-16,2021-01-11_2021-01-16
num_states_with_projections-UChicagoCHATTOPADHYAY-UnIT,,,,,,,51,51
num_states_with_projections-UMich-RidgeTfReg,,,,,50,50,50,50
num_states_with_projections-USACE-ERDC_SEIR,51,51,,,,,,
num_states_with_projections-USC-SI_kJalpha,51,51,51,51,51,51,51,51
num_states_with_projections-UVA-Ensemble,,,,,51,51,51,51
num_states_with_projections-UpstateSU-GRU,,,,,,,,0
num_states_with_projections-Wadhwani_AI-BayesOpt,,,45,45,44,,44,
num_states_beat_baseline-BPagano-RtDriven,,,,,18,27,23,23
num_states_beat_baseline-CEID-Walk,,,,,,21,27,20
num_states_beat_baseline-COVIDhub-ensemble,,,,,41,20,19,28
num_states_beat_baseline-CU-select,,,30,33,26,5,23,12
num_states_beat_baseline-Columbia_UNC-SurvCon,,,,,,,,
num_states_beat_baseline-Covid19Sim-Simulator,28,28,22,29,29,38,8,34
num_states_beat_baseline-CovidAnalytics-DELPHI,,,19,18,18,17,10,7
num_states_beat_baseline-DDS-NBDS,,,,,24,12,13,15
num_states_beat_baseline-Geneva-DetGrowth,,,,,,,,16
num_states_beat_baseline-Google_Harvard-CPF,,,,,9,19,18,26
num_states_beat_baseline-IBF-TimeSeries,,,,,,,,
num_states_beat_baseline-IEM_MED-CovidProject,,,,,25,16,14,23
num_states_beat_baseline-IowaStateLW-STEM,21,22,27,15,23,30,20,25
num_states_beat_baseline-JCB-PRM,22,22,14,12,14,31,,
num_states_beat_baseline-JHUAPL-Bucky,18,26,24,19,15,7,24,26
num_states_beat_baseline-JHU_CSSE-DECOM,,,,,25,21,17,14
num_states_beat_baseline-JHU_IDD-CovidSP,,,24,23,21,14,1,10
num_states_beat_baseline-JHU_UNC_GAS-StatMechPool,,,,,25,10,1,32
num_states_beat_baseline-Karlen-pypm,,,,17,23,19,13,28
num_states_beat_baseline-LANL-GrowthRate,,,34,30,26,21,13,31
num_states_beat_baseline-LNQ-ens1,,,,,30,4,21,12
num_states_beat_baseline-MOBS-GLEAM_COVID,,,,,,,,31
num_states_beat_baseline-Microsoft-DeepSTIA,,,,,27,30,22,23
num_states_beat_baseline-OliverWyman-Navigator,,,,,,35,20,23
num_states_beat_baseline-OneQuietNight-ML,19,23,,,28,27,17,25
num_states_beat_baseline-QJHong-Encounter,,,,,,,,
num_states_beat_baseline-RobertWalraven-ESG,,,,,28,3,13,20
num_states_beat_baseline-SigSci-TS,,,,,,,,
num_states_beat_baseline-TTU-squider,,,,,15,15,10,17
num_states_beat_baseline-UCF-AEM,,,,,,,,
num_states_beat_baseline-UCLA-SuEIR,23,24,25,22,20,13,17,24
num_states_beat_baseline-UCSB-ACTS,,,,,13,17,22,27
num_states_beat_baseline-UChicagoCHATTOPADHYAY-UnIT,,,,,,,17,20
num_states_beat_baseline-UMich-RidgeTfReg,,,,,15,14,15,16
num_states_beat_baseline-USACE-ERDC_SEIR,15,8,,,,,,
num_states_beat_baseline-USC-SI_kJalpha,15,11,20,31,29,30,16,33
num_states_beat_baseline-UVA-Ensemble,,,,,13,4,28,13
num_states_beat_baseline-UpstateSU-GRU,,,,,,,,
num_states_beat_baseline-Wadhwani_AI-BayesOpt,,,8,18,13,,1,
perc_beat_baseline-BPagano-RtDriven,,,,,0.3529411765,0.5294117647,0.4509803922,0.4509803922
perc_beat_baseline-CEID-Walk,,,,,,0.4117647059,0.5294117647,0.3921568627
perc_beat_baseline-COVIDhub-ensemble,,,,,0.8039215686,0.3921568627,0.3725490196,0.5490196078
perc_beat_baseline-CU-select,,,0.5882352941,0.6470588235,0.5098039216,0.09803921569,0.4509803922,0.2352941176
perc_beat_baseline-Columbia_UNC-SurvCon,,,,,,,,
perc_beat_baseline-Covid19Sim-Simulator,0.5490196078,0.5490196078,0.431372549,0.568627451,0.568627451,0.7450980392,0.1568627451,0.6666666667
perc_beat_baseline-CovidAnalytics-DELPHI,,,0.3725490196,0.3529411765,0.3529411765,0.3333333333,0.1960784314,0.137254902
perc_beat_baseline-DDS-NBDS,,,,,0.4705882353,0.2352941176,0.2549019608,0.2941176471
perc_beat_baseline-Geneva-DetGrowth,,,,,,,,0.3137254902
perc_beat_baseline-Google_Harvard-CPF,,,,,0.1764705882,0.3725490196,0.3529411765,0.5098039216
perc_beat_baseline-IBF-TimeSeries,,,,,,,,
perc_beat_baseline-IEM_MED-CovidProject,,,,,0.4901960784,0.3137254902,0.2745098039,0.4509803922
perc_beat_baseline-IowaStateLW-STEM,0.4285714286,0.4489795918,0.5510204082,0.306122449,0.4693877551,0.612244898,0.4081632653,0.5102040816
perc_beat_baseline-JCB-PRM,0.431372549,0.431372549,0.2745098039,0.2352941176,0.2745098039,0.6078431373,,
perc_beat_baseline-JHUAPL-Bucky,0.3529411765,0.5098039216,0.4705882353,0.3725490196,0.2941176471,0.137254902,0.4705882353,0.5098039216
perc_beat_baseline-JHU_CSSE-DECOM,,,,,0.5,0.4117647059,0.3469387755,0.2857142857
perc_beat_baseline-JHU_IDD-CovidSP,,,0.4705882353,0.4509803922,0.4117647059,0.2745098039,0.01960784314,0.1960784314
perc_beat_baseline-JHU_UNC_GAS-StatMechPool,,,,,0.4901960784,0.1960784314,0.01960784314,0.6274509804
perc_beat_baseline-Karlen-pypm,,,,0.3333333333,0.4509803922,0.3725490196,0.2549019608,0.5490196078
perc_beat_baseline-LANL-GrowthRate,,,0.6666666667,0.5882352941,0.5098039216,0.4117647059,0.2549019608,0.6078431373
perc_beat_baseline-LNQ-ens1,,,,,0.5882352941,0.07843137255,0.4117647059,0.2352941176
perc_beat_baseline-MOBS-GLEAM_COVID,,,,,,,,0.62
perc_beat_baseline-Microsoft-DeepSTIA,,,,,0.54,0.6,0.44,0.46
perc_beat_baseline-OliverWyman-Navigator,,,,,,0.6862745098,0.3921568627,0.4509803922
perc_beat_baseline-OneQuietNight-ML,0.3725490196,0.4509803922,,,0.5490196078,0.5294117647,0.3333333333,0.4901960784
perc_beat_baseline-QJHong-Encounter,,,,,,,,
perc_beat_baseline-RobertWalraven-ESG,,,,,0.56,0.06,0.2549019608,0.3921568627
perc_beat_baseline-SigSci-TS,,,,,,,,
perc_beat_baseline-TTU-squider,,,,,0.2941176471,0.2941176471,0.1960784314,0.3333333333
perc_beat_baseline-UCF-AEM,,,,,,,,
perc_beat_baseline-UCLA-SuEIR,0.4509803922,0.4705882353,0.4901960784,0.431372549,0.3921568627,0.2549019608,0.3333333333,0.4705882353
perc_beat_baseline-UCSB-ACTS,,,,,0.2549019608,0.3333333333,0.431372549,0.5294117647
perc_beat_baseline-UChicagoCHATTOPADHYAY-UnIT,,,,,,,0.3333333333,0.3921568627
perc_beat_baseline-UMich-RidgeTfReg,,,,,0.3,0.28,0.3,0.32
perc_beat_baseline-USACE-ERDC_SEIR,0.2941176471,0.1568627451,,,,,,
perc_beat_baseline-USC-SI_kJalpha,0.2941176471,0.2156862745,0.3921568627,0.6078431373,0.568627451,0.5882352941,0.3137254902,0.6470588235
perc_beat_baseline-UVA-Ensemble,,,,,0.2549019608,0.07843137255,0.5490196078,0.2549019608
perc_beat_baseline-UpstateSU-GRU,,,,,,,,
perc_beat_baseline-Wadhwani_AI-BayesOpt,,,0.1777777778,0.4,0.2954545455,,0.02272727273,
mean_abs_error-BPagano-RtDriven,,,,,34821.64118,23620.85098,10112.16471,4307.858824
mean_abs_error-CEID-Walk,,,,,,17444.06863,9074.127451,3563.056863
mean_abs_error-COVIDhub-baseline,98154.82353,82116.17647,55536.39216,37820.4902,19192.62745,17684.43137,8998.784314,3575.568627
mean_abs_error-COVIDhub-ensemble,,,,,19241.47059,18322.17647,10200.80392,3343.058824
mean_abs_error-CU-select,,,42987.39216,25613.17647,19417.84314,26550.03922,10554.7451,8618.901961
mean_abs_error-Columbia_UNC-SurvCon,,,,,,,,
mean_abs_error-Covid19Sim-Simulator,88854.75294,82183.20392,54624.5098,29206.36471,21314.56275,17899.27843,11778.88824,2589.445098
mean_abs_error-CovidAnalytics-DELPHI,,,90723.2549,57129.13725,41523.47059,26866.96078,18491.39216,11435.13725
mean_abs_error-DDS-NBDS,,,,,43785.63333,335150.3922,23993.76275,12184.38235
mean_abs_error-Geneva-DetGrowth,,,,,,,,5654.62549
mean_abs_error-Google_Harvard-CPF,,,,,71067.48431,30468.53137,14111.80588,4259.488235
mean_abs_error-IBF-TimeSeries,,,,,,,,
mean_abs_error-IEM_MED-CovidProject,,,,,56912.92941,28953.27059,11174.20196,6814.829412
mean_abs_error-IowaStateLW-STEM,,,,,,,,
mean_abs_error-JCB-PRM,138796.598,114592.5882,74156.96471,56979.89216,46441.44706,22264.10784,,
mean_abs_error-JHUAPL-Bucky,243294.6706,73864.18824,56230.65882,68538.1451,51313.51373,38724.71569,7118.639216,4630.078431
mean_abs_error-JHU_CSSE-DECOM,,,,,,20781.62745,,
mean_abs_error-JHU_IDD-CovidSP,,,55637.44118,41753.98039,26575.07843,28063.67059,25344.65686,10915.80196
mean_abs_error-JHU_UNC_GAS-StatMechPool,,,,,24295.2451,35766.67647,19735.57843,5769.166667
mean_abs_error-Karlen-pypm,,,,83250.94902,51627.46471,44767.5549,10801.02157,4169.711765
mean_abs_error-LANL-GrowthRate,,,34432.37255,34649.15686,35353.55882,29107.37255,13613.72549,4100.627451
mean_abs_error-LNQ-ens1,,,,,21895.70784,27134.3451,10610.0098,5577.717647
mean_abs_error-MOBS-GLEAM_COVID,,,,,,,,
mean_abs_error-Microsoft-DeepSTIA,,,,,,,,
mean_abs_error-OliverWyman-Navigator,,,,,,16700.09804,10237.86275,4172.254902
mean_abs_error-OneQuietNight-ML,107986.1961,70177.62745,,,14485.17647,13871.43137,9472.784314,3554.098039
mean_abs_error-QJHong-Encounter,,,,,,,,
mean_abs_error-RobertWalraven-ESG,,,,,,,12787.44706,5124.868627
mean_abs_error-SigSci-TS,,,,,,,,
mean_abs_error-TTU-squider,,,,,32137.67451,26232.32353,18944.35098,9168.37451
mean_abs_error-UCF-AEM,,,,,,,,
mean_abs_error-UCLA-SuEIR,117461.998,93087.62353,64130.09804,43735.56667,24518.51961,23762.74118,10688.4549,4074.715686
mean_abs_error-UCSB-ACTS,,,,,35431.29412,40574.44118,18352.42549,4446.609804
mean_abs_error-UChicagoCHATTOPADHYAY-UnIT,,,,,,,13952.77255,4063.409804
mean_abs_error-UMich-RidgeTfReg,,,,,,,,
mean_abs_error-USACE-ERDC_SEIR,136451.4922,133942.8216,,,,,,
mean_abs_error-USC-SI_kJalpha,119636.4706,122404.2549,64542.96078,29185.09804,24160.58824,20239.4902,11641.58824,3130.745098
mean_abs_error-UVA-Ensemble,,,,,51940.1902,34394.7549,21856.75294,15554.58039
mean_abs_error-UpstateSU-GRU,,,,,,,,
mean_abs_error-Wadhwani_AI-BayesOpt,,,,,,,,
