,2020-12-07_2021-01-30,2020-12-14_2021-01-30,2020-12-21_2021-01-30,2020-12-28_2021-01-30,2021-01-04_2021-01-30,2021-01-11_2021-01-30,2021-01-18_2021-01-30,2021-01-25_2021-01-30
num_states_with_projections-UCLA-SuEIR,51,51,51,51,51,51,51,51
num_states_with_projections-UCSB-ACTS,,,,,51,51,51,51
num_states_with_projections-UChicagoCHATTOPADHYAY-UnIT,,,,,,,51,51
num_states_with_projections-UMich-RidgeTfReg,,,,,50,50,50,50
num_states_with_projections-USC-SI_kJalpha,51,51,51,51,51,51,51,51
num_states_with_projections-UVA-Ensemble,,,,,51,51,51,51
num_states_with_projections-UpstateSU-GRU,,,,,,0,0,0
num_states_with_projections-Wadhwani_AI-BayesOpt,,,44,,44,,,
num_states_beat_baseline-BPagano-RtDriven,,,,,11,23,29,25
num_states_beat_baseline-CEID-Walk,,,,,26,28,23,27
num_states_beat_baseline-COVIDhub-ensemble,,,,,32,35,32,37
num_states_beat_baseline-CU-select,,,27,8,8,7,35,35
num_states_beat_baseline-Columbia_UNC-SurvCon,,,,,,,,
num_states_beat_baseline-Covid19Sim-Simulator,25,28,27,34,30,42,6,8
num_states_beat_baseline-CovidAnalytics-DELPHI,,,18,10,6,24,20,18
num_states_beat_baseline-DDS-NBDS,,,,,15,8,16,23
num_states_beat_baseline-FDANIHASU-Sweight,,,,,,,,
num_states_beat_baseline-Geneva-DetGrowth,,,,,,,,31
num_states_beat_baseline-Google_Harvard-CPF,,,,,20,8,11,27
num_states_beat_baseline-IBF-TimeSeries,,,,,,,,
num_states_beat_baseline-IEM_MED-CovidProject,,,,,18,15,15,31
num_states_beat_baseline-IowaStateLW-STEM,23,13,20,20,30,30,6,11
num_states_beat_baseline-JCB-PRM,8,4,4,14,,,,
num_states_beat_baseline-JHUAPL-Bucky,23,21,20,6,21,26,26,27
num_states_beat_baseline-JHU_CSSE-DECOM,,,,,28,12,9,28
num_states_beat_baseline-JHU_IDD-CovidSP,,,25,16,11,37,42,30
num_states_beat_baseline-JHU_UNC_GAS-StatMechPool,,,,,15,42,,15
num_states_beat_baseline-Karlen-pypm,,,,18,16,36,31,23
num_states_beat_baseline-LANL-GrowthRate,,,29,23,23,31,36,31
num_states_beat_baseline-LNQ-ens1,,,,,26,13,43,41
num_states_beat_baseline-MIT_ISOLAT-Mixtures,,,,,,,22,22
num_states_beat_baseline-MOBS-GLEAM_COVID,,,,,,42,30,27
num_states_beat_baseline-Microsoft-DeepSTIA,,,,,32,24,22,36
num_states_beat_baseline-OliverWyman-Navigator,,,,,,18,2,7
num_states_beat_baseline-OneQuietNight-ML,,,,,20,37,45,30
num_states_beat_baseline-QJHong-Encounter,,,,,,,,
num_states_beat_baseline-RobertWalraven-ESG,,,,,20,25,36,23
num_states_beat_baseline-SigSci-TS,,,,,,,,
num_states_beat_baseline-TTU-squider,,,,,10,31,24,15
num_states_beat_baseline-UCF-AEM,,,,,,,,
num_states_beat_baseline-UCLA-SuEIR,24,22,15,15,13,30,45,37
num_states_beat_baseline-UCSB-ACTS,,,,,10,24,4,2
num_states_beat_baseline-UChicagoCHATTOPADHYAY-UnIT,,,,,,,43,30
num_states_beat_baseline-UMich-RidgeTfReg,,,,,15,16,16,13
num_states_beat_baseline-USC-SI_kJalpha,16,23,21,13,25,39,18,36
num_states_beat_baseline-UVA-Ensemble,,,,,13,12,5,2
num_states_beat_baseline-UpstateSU-GRU,,,,,,,,
num_states_beat_baseline-Wadhwani_AI-BayesOpt,,,14,,8,,,
perc_beat_baseline-BPagano-RtDriven,,,,,0.2156862745,0.4509803922,0.568627451,0.4901960784
perc_beat_baseline-CEID-Walk,,,,,0.5098039216,0.5490196078,0.4509803922,0.5294117647
perc_beat_baseline-COVIDhub-ensemble,,,,,0.6274509804,0.6862745098,0.6274509804,0.7254901961
perc_beat_baseline-CU-select,,,0.5294117647,0.1568627451,0.1568627451,0.137254902,0.6862745098,0.6862745098
perc_beat_baseline-Columbia_UNC-SurvCon,,,,,,,,
perc_beat_baseline-Covid19Sim-Simulator,0.4901960784,0.5490196078,0.5294117647,0.6666666667,0.5882352941,0.8235294118,0.1176470588,0.1568627451
perc_beat_baseline-CovidAnalytics-DELPHI,,,0.3529411765,0.1960784314,0.1176470588,0.4705882353,0.3921568627,0.3529411765
perc_beat_baseline-DDS-NBDS,,,,,0.2941176471,0.1568627451,0.3137254902,0.4509803922
perc_beat_baseline-FDANIHASU-Sweight,,,,,,,,
perc_beat_baseline-Geneva-DetGrowth,,,,,,,,0.6078431373
perc_beat_baseline-Google_Harvard-CPF,,,,,0.3921568627,0.1568627451,0.2156862745,0.5294117647
perc_beat_baseline-IBF-TimeSeries,,,,,,,,
perc_beat_baseline-IEM_MED-CovidProject,,,,,0.3529411765,0.2941176471,0.2941176471,0.6078431373
perc_beat_baseline-IowaStateLW-STEM,0.4693877551,0.2653061224,0.4081632653,0.4081632653,0.612244898,0.612244898,0.1224489796,0.2244897959
perc_beat_baseline-JCB-PRM,0.1568627451,0.07843137255,0.07843137255,0.2745098039,,,,
perc_beat_baseline-JHUAPL-Bucky,0.4509803922,0.4117647059,0.3921568627,0.1176470588,0.4117647059,0.5098039216,0.5098039216,0.5294117647
perc_beat_baseline-JHU_CSSE-DECOM,,,,,0.5714285714,0.2448979592,0.1836734694,0.5833333333
perc_beat_baseline-JHU_IDD-CovidSP,,,0.4901960784,0.3137254902,0.2156862745,0.7254901961,0.8235294118,0.5882352941
perc_beat_baseline-JHU_UNC_GAS-StatMechPool,,,,,0.2941176471,0.8235294118,,0.2941176471
perc_beat_baseline-Karlen-pypm,,,,0.3529411765,0.3137254902,0.7058823529,0.6078431373,0.4509803922
perc_beat_baseline-LANL-GrowthRate,,,0.568627451,0.4509803922,0.4509803922,0.6078431373,0.7058823529,0.6078431373
perc_beat_baseline-LNQ-ens1,,,,,0.5098039216,0.2549019608,0.8431372549,0.8039215686
perc_beat_baseline-MIT_ISOLAT-Mixtures,,,,,,,0.4489795918,0.44
perc_beat_baseline-MOBS-GLEAM_COVID,,,,,,0.84,0.6,0.54
perc_beat_baseline-Microsoft-DeepSTIA,,,,,0.64,0.48,0.44,0.72
perc_beat_baseline-OliverWyman-Navigator,,,,,,0.3529411765,0.03921568627,0.137254902
perc_beat_baseline-OneQuietNight-ML,,,,,0.3921568627,0.7254901961,0.8823529412,0.5882352941
perc_beat_baseline-QJHong-Encounter,,,,,,,,
perc_beat_baseline-RobertWalraven-ESG,,,,,0.3921568627,0.4901960784,0.7058823529,0.4509803922
perc_beat_baseline-SigSci-TS,,,,,,,,
perc_beat_baseline-TTU-squider,,,,,0.1960784314,0.6078431373,0.4705882353,0.2941176471
perc_beat_baseline-UCF-AEM,,,,,,,,
perc_beat_baseline-UCLA-SuEIR,0.4705882353,0.431372549,0.2941176471,0.2941176471,0.2549019608,0.5882352941,0.8823529412,0.7254901961
perc_beat_baseline-UCSB-ACTS,,,,,0.1960784314,0.4705882353,0.07843137255,0.03921568627
perc_beat_baseline-UChicagoCHATTOPADHYAY-UnIT,,,,,,,0.8431372549,0.5882352941
perc_beat_baseline-UMich-RidgeTfReg,,,,,0.3,0.32,0.32,0.26
perc_beat_baseline-USC-SI_kJalpha,0.3137254902,0.4509803922,0.4117647059,0.2549019608,0.4901960784,0.7647058824,0.3529411765,0.7058823529
perc_beat_baseline-UVA-Ensemble,,,,,0.2549019608,0.2352941176,0.09803921569,0.03921568627
perc_beat_baseline-UpstateSU-GRU,,,,,,,,
perc_beat_baseline-Wadhwani_AI-BayesOpt,,,0.3181818182,,0.1818181818,,,
mean_abs_error-BPagano-RtDriven,,,,,24541.94118,22936.94706,17379.00588,4124.698039
mean_abs_error-CEID-Walk,,,,,15565.87647,24786.80196,16718.74706,3689.1
mean_abs_error-COVIDhub-baseline,73312.03922,52959.66667,35556.27451,28417.4902,15270.03922,24677.01961,16358.58824,3623.588235
mean_abs_error-COVIDhub-ensemble,,,,,13632.21569,24202.31373,16098.64706,3221.784314
mean_abs_error-CU-select,,,28418.92157,37652.84314,81904.47059,77753.84314,19614.64706,2187.117647
mean_abs_error-Columbia_UNC-SurvCon,,,,,,,,
mean_abs_error-Covid19Sim-Simulator,71529.53529,52836.97451,41057.61765,30310.18039,17685.3549,22069.3098,19415.4549,5442.466667
mean_abs_error-CovidAnalytics-DELPHI,,,69159.05882,46484.60784,35766.4902,59898.4902,42025.19608,8829.607843
mean_abs_error-DDS-NBDS,,,,,62890.77059,83848.08627,118951.0333,11904.68627
mean_abs_error-FDANIHASU-Sweight,,,,,,,,
mean_abs_error-Geneva-DetGrowth,,,,,,,,2443.766667
mean_abs_error-Google_Harvard-CPF,,,,,21980.32157,34500.0902,19727.65686,3647.554902
mean_abs_error-IBF-TimeSeries,,,,,,,,
mean_abs_error-IEM_MED-CovidProject,,,,,27667.09412,53333.48627,20634.61373,2891.031373
mean_abs_error-IowaStateLW-STEM,,,,,,,,
mean_abs_error-JCB-PRM,138295.9157,141633.7196,120908.2059,60856.88235,,,,
mean_abs_error-JHUAPL-Bucky,82938.26863,122149.2039,94329.91176,69758.40588,20784.75882,27638.39216,16343.76471,4410.105882
mean_abs_error-JHU_CSSE-DECOM,,,,,,,,
mean_abs_error-JHU_IDD-CovidSP,,,31408.07451,29413.69608,30706.30784,14117.79608,5055.633333,2739.994118
mean_abs_error-JHU_UNC_GAS-StatMechPool,,,,,22525.97059,15234.67647,,3951.362745
mean_abs_error-Karlen-pypm,,,,108801.5608,26043.3902,21729.03725,16899.33725,4599.592157
mean_abs_error-LANL-GrowthRate,,,54726.02941,42861.40196,16288.12745,25324.67647,11089.94118,3754.176471
mean_abs_error-LNQ-ens1,,,,,14258.5451,32960.87451,9325.556863,1787.892157
mean_abs_error-MIT_ISOLAT-Mixtures,,,,,,,,
mean_abs_error-MOBS-GLEAM_COVID,,,,,,,,
mean_abs_error-Microsoft-DeepSTIA,,,,,,,,
mean_abs_error-OliverWyman-Navigator,,,,,,31782.68627,24381,6630.117647
mean_abs_error-OneQuietNight-ML,,,,,15709.96078,15810.56863,7122.411765,2443.490196
mean_abs_error-QJHong-Encounter,,,,,,,,
mean_abs_error-RobertWalraven-ESG,,,,,20191.78039,25889.47255,14523.15294,4029.180392
mean_abs_error-SigSci-TS,,,,,,,,
mean_abs_error-TTU-squider,,,,,36214.76275,26671.88824,15440.73725,7259.170588
mean_abs_error-UCF-AEM,,,,,,,,
mean_abs_error-UCLA-SuEIR,89705.41569,67478.39412,48388,37744.9098,24156.58431,24457.77059,6996.95098,3029.584314
mean_abs_error-UCSB-ACTS,,,,,56887.31373,26732.2098,32407.41961,17214.30784
mean_abs_error-UChicagoCHATTOPADHYAY-UnIT,,,,,,,6747.298039,2821
mean_abs_error-UMich-RidgeTfReg,,,,,,,,
mean_abs_error-USC-SI_kJalpha,108326.2157,60506.54902,51154.23529,38620.2549,20319.39216,20110.60784,17872,2956.078431
mean_abs_error-UVA-Ensemble,,,,,44152.88039,42645.54902,36489.31176,15156.26863
mean_abs_error-UpstateSU-GRU,,,,,,,,
mean_abs_error-Wadhwani_AI-BayesOpt,,,,,,,,
