,total_deaths_2020-11-22,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
JCB-PRM,258704,380894.4,379070,124112.4,120366,3746.4,3.1%
QJHong-Encounter,258704,381971.1,379070,125189.1,120366,4823.1,4.0%
Covid19Sim-Simulator,258704,384308.3,379070,127526.3,120366,7160.3,5.9%
IHME-CurveFit,258704,359765.2,379070,102983.2,120366,-17382.8,-14.4%
JHUAPL-Bucky,258704,403737.8,379070,146955.8,120366,26589.8,22.1%
IBF-TimeSeries,258704,349201.0,379070,92419.0,120366,-27947.0,-23.2%
Columbia_UNC-SurvCon,258704,408505.0,379070,151723.0,120366,31357.0,26.1%
IowaStateLW-STEM,258704,342337.0,379070,85555.0,120366,-34811.0,-28.9%
UCLA-SuEIR,258704,337585.3,379070,80803.3,120366,-39562.7,-32.9%
Baseline,258704,329296.3,379070,72514.3,120366,-47851.7,-39.8%
COVIDhub-baseline,258704,327765.2,379070,70983.2,120366,-49382.8,-41.0%
USACE-ERDC_SEIR,258704,449545.4,379070,192763.4,120366,72397.4,60.1%
WalmartLabsML-LogForecasting,258704,282062.1,379070,25280.1,120366,-95085.9,-79.0%
