,total_deaths_2020-12-27,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
JCB-PRM,339061,373048.1,379070,39930.1,40009,-78.9,-0.2%
QJHong-Encounter,339061,373605.2,379070,40487.2,40009,478.2,1.2%
Columbia_UNC-SurvCon,339061,373966.0,379070,40848.0,40009,839.0,2.1%
JHU_IDD-CovidSP,339061,371819.3,379070,38701.3,40009,-1307.7,-3.3%
IBF-TimeSeries,339061,371717.0,379070,38599.0,40009,-1410.0,-3.5%
IowaStateLW-STEM,339061,375280.0,379070,42162.0,40009,2153.0,5.4%
BPagano-RtDriven,339061,370881.7,379070,37763.7,40009,-2245.3,-5.6%
GT-DeepCOVID,339061,370779.8,379070,37661.8,40009,-2347.2,-5.9%
Karlen-pypm,339061,370132.1,379070,37014.1,40009,-2994.9,-7.5%
JHU_CSSE-DECOM,339061,369007.0,379070,35889.0,40009,-4120.0,-10.3%
Microsoft-DeepSTIA,339061,368890.4,379070,35772.4,40009,-4236.6,-10.6%
MOBS-GLEAM_COVID,339061,368592.1,379070,35474.1,40009,-4534.9,-11.3%
USC-SI_kJalpha,339061,368202.0,379070,35084.0,40009,-4925.0,-12.3%
LANL-GrowthRate,339061,378765.0,379070,45647.0,40009,5638.0,14.1%
DDS-NBDS,339061,367429.3,379070,34311.3,40009,-5697.7,-14.2%
PSI-DRAFT,339061,366905.0,379070,33787.0,40009,-6222.0,-15.6%
COVIDhub-ensemble,339061,366875.0,379070,33757.0,40009,-6252.0,-15.6%
OliverWyman-Navigator,339061,366875.0,379070,33757.0,40009,-6252.0,-15.6%
IHME-CurveFit,339061,379406.0,379070,46288.0,40009,6279.0,15.7%
Caltech-CS156,339061,366242.7,379070,33124.7,40009,-6884.3,-17.2%
Covid19Sim-Simulator,339061,366158.8,379070,33040.8,40009,-6968.2,-17.4%
TTU-squider,339061,380244.1,379070,47126.1,40009,7117.1,17.8%
UCSD_NEU-DeepGLEAM,339061,365924.6,379070,32806.6,40009,-7202.4,-18.0%
UMich-RidgeTfReg,339061,365329.5,379070,32211.5,40009,-7797.5,-19.5%
MIT_CritData-GBCF,339061,364965.0,379070,31847.0,40009,-8162.0,-20.4%
CovidAnalytics-DELPHI,339061,364786.0,379070,31668.0,40009,-8341.0,-20.8%
SteveMcConnell-CovidComplete,339061,364637.0,379070,31519.0,40009,-8490.0,-21.2%
UCM_MESALab-FoGSEIR,339061,364593.0,379070,31475.0,40009,-8534.0,-21.3%
CEID-Walk,339061,364070.9,379070,30952.9,40009,-9056.1,-22.6%
LNQ-ens1,339061,363867.6,379070,30749.6,40009,-9259.4,-23.1%
UMass-MechBayes,339061,363654.0,379070,30536.0,40009,-9473.0,-23.7%
RobertWalraven-ESG,339061,363459.0,379070,30341.0,40009,-9668.0,-24.2%
COVIDhub-baseline,339061,363407.4,379070,30289.4,40009,-9719.6,-24.3%
CU-select,339061,362037.0,379070,28919.0,40009,-11090.0,-27.7%
Baseline,339061,361810.9,379070,28692.9,40009,-11316.1,-28.3%
RPI_UW-Mob_Collision,339061,359658.1,379070,26540.1,40009,-13468.9,-33.7%
JHUAPL-Bucky,339061,359335.3,379070,26217.3,40009,-13791.7,-34.5%
epiforecasts-ensemble1,339061,357513.3,379070,24395.3,40009,-15613.7,-39.0%
UA-EpiCovDA,339061,355121.0,379070,22003.0,40009,-18006.0,-45.0%
UCLA-SuEIR,339061,354188.6,379070,21070.6,40009,-18938.4,-47.3%
AIpert-pwllnod,339061,349394.5,379070,16276.5,40009,-23732.5,-59.3%
CMU-TimeSeries,339061,,379070,,40009,,
Google_Harvard-CPF,339061,,379070,,40009,,
UCSB-ACTS,339061,,379070,,40009,,
