,total_deaths_2020-11-22,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
RobertWalraven-ESG,258704,317989.0,320986,61207.0,62282,-1075.0,-1.7%
Covid19Sim-Simulator,258704,320326.5,320986,63544.5,62282,1262.5,2.0%
BPagano-RtDriven,258704,317434.9,320986,60652.9,62282,-1629.1,-2.6%
USC-SI_kJalpha,258704,322254.0,320986,65472.0,62282,3190.0,5.1%
JHU_CSSE-DECOM,258704,315814.0,320986,59032.0,62282,-3250.0,-5.2%
QJHong-Encounter,258704,315218.5,320986,58436.5,62282,-3845.5,-6.2%
Columbia_UNC-SurvCon,258704,322929.0,320986,66147.0,62282,3865.0,6.2%
Karlen-pypm,258704,322985.8,320986,66203.8,62282,3921.8,6.3%
LNQ-ens1,258704,314291.2,320986,57509.2,62282,-4772.8,-7.7%
SteveMcConnell-CovidComplete,258704,323961.0,320986,67179.0,62282,4897.0,7.9%
UMass-MechBayes,258704,325336.0,320986,68554.0,62282,6272.0,10.1%
JCB-PRM,258704,312773.7,320986,55991.7,62282,-6290.3,-10.1%
JHUAPL-Bucky,258704,312560.0,320986,55778.0,62282,-6504.0,-10.4%
OliverWyman-Navigator,258704,312308.4,320986,55526.4,62282,-6755.6,-10.8%
TTU-squider,258704,311698.3,320986,54916.3,62282,-7365.7,-11.8%
UCSD_NEU-DeepGLEAM,258704,311544.9,320986,54762.9,62282,-7519.1,-12.1%
CovidAnalytics-DELPHI,258704,310316.0,320986,53534.0,62282,-8748.0,-14.0%
MOBS-GLEAM_COVID,258704,310234.4,320986,53452.4,62282,-8829.6,-14.2%
MSRA-DeepST,258704,310228.9,320986,53446.9,62282,-8835.1,-14.2%
COVIDhub-ensemble,258704,309858.0,320986,53076.0,62282,-9206.0,-14.8%
IBF-TimeSeries,258704,308996.0,320986,52214.0,62282,-10068.0,-16.2%
Caltech-CS156,258704,307617.9,320986,50835.9,62282,-11446.1,-18.4%
GT-DeepCOVID,258704,307612.1,320986,50830.1,62282,-11451.9,-18.4%
IHME-CurveFit,258704,307446.0,320986,50664.0,62282,-11618.0,-18.7%
IowaStateLW-STEM,258704,305745.0,320986,48963.0,62282,-13319.0,-21.4%
JHU_IDD-CovidSP,258704,305355.3,320986,48573.3,62282,-13708.7,-22.0%
UT-Mobility,258704,305349.0,320986,48567.0,62282,-13715.0,-22.0%
MIT_CritData-GBCF,258704,305309.0,320986,48527.0,62282,-13755.0,-22.1%
PSI-DRAFT,258704,305218.5,320986,48436.5,62282,-13845.5,-22.2%
CU-select,258704,305012.0,320986,48230.0,62282,-14052.0,-22.6%
UA-EpiCovDA,258704,303310.0,320986,46528.0,62282,-15754.0,-25.3%
UCLA-SuEIR,258704,299773.6,320986,42991.6,62282,-19290.4,-31.0%
LANL-GrowthRate,258704,299601.0,320986,42819.0,62282,-19463.0,-31.2%
Baseline,258704,297571.3,320986,40789.3,62282,-21492.7,-34.5%
COVIDhub-baseline,258704,296951.5,320986,40169.5,62282,-22112.5,-35.5%
CEID-Walk,258704,296645.9,320986,39863.9,62282,-22418.1,-36.0%
UMich-RidgeTfReg,258704,296557.0,320986,39775.0,62282,-22507.0,-36.1%
DDS-NBDS,258704,296439.8,320986,39657.8,62282,-22624.2,-36.3%
RPI_UW-Mob_Collision,258704,293235.2,320986,36453.2,62282,-25828.8,-41.5%
NotreDame-mobility,258704,291555.9,320986,34773.9,62282,-27508.1,-44.2%
epiforecasts-ensemble1,258704,348484.0,320986,91702.0,62282,29420.0,47.2%
UCM_MESALab-FoGSEIR,258704,283075.0,320986,26293.0,62282,-35989.0,-57.8%
WalmartLabsML-LogForecasting,258704,272438.8,320986,15656.8,62282,-46625.2,-74.9%
USACE-ERDC_SEIR,258704,376686.3,320986,119904.3,62282,57622.3,92.5%
CMU-TimeSeries,258704,,320986,,62282,,
Google_Harvard-CPF,258704,,320986,,62282,,
NotreDame-FRED,258704,,320986,,62282,,
UCSB-ACTS,258704,,320986,,62282,,
